id,year,brand,title,current_outbound,source_url,youtube_search,cand1_score,cand1_title,cand1_url,cand2_score,cand2_title,cand2_url,cand3_score,cand3_title,cand3_url
"super-bowl-2018-ispot-wao6","2018","NBC","Good Girls: Done Playing Nice","https://www.ispot.tv/ad/wao6/good-girls-super-bowl-2018-tv-promo-done-playing-nice","https://www.ispot.tv/events/2018-super-bowl-commercials","https://www.youtube.com/results?search_query=NBC%20Good%20Girls%3A%20Done%20Playing%20Nice%20super%20bowl%202018%20ad","0.431","Good Girls (NBC) Trailer HD - Christina Hendricks, Mae Whitman series","https://www.youtube.com/watch?v=EXJdwEtqaSs","0.2","Good Girls - Sorry, Not Sorry (Episode Highlight)","https://www.youtube.com/watch?v=MGHAB9mFd0g","0.2","Beth and Rio: The History of Hotness - Good Girls","https://www.youtube.com/watch?v=Czn3YcokSHM"
"super-bowl-2018-ispot-waiq","2018","Hulu","Castle Rock","https://www.ispot.tv/ad/waIQ/hulu-super-bowl-2018-castle-rock","https://www.ispot.tv/events/2018-super-bowl-commercials","https://www.youtube.com/results?search_query=Hulu%20Castle%20Rock%20super%20bowl%202018%20ad","0.98","Hulu: Castle Rock Commercial","https://www.youtube.com/watch?v=2xjCR4s-RIs","0.889","Castle Rock Teaser 2 Official Super Bowl Trailer  | Hulu Original | The Ruby Tuesday","https://www.youtube.com/watch?v=qRCZqphy_ZY","0.843","Castle Rock - Official Super Bowl LII Ad [2018] (2K QUAD-HD) Hulu","https://www.youtube.com/watch?v=GFz45ryre20"
"super-bowl-2018-ispot-waix","2018","NBC","2018 PyeongChang Winter Olympics: Where?","https://www.ispot.tv/ad/waIx/2018-pyeongchang-winter-olympics-super-bowl-2018-tv-promo-where","https://www.ispot.tv/events/2018-super-bowl-commercials","https://www.youtube.com/results?search_query=NBC%202018%20PyeongChang%20Winter%20Olympics%3A%20Where%3F%20super%20bowl%202018%20ad","0.806","2018 PyeongChang Winter Olympics Closing Montage NBC","https://www.youtube.com/watch?v=qasgVIb7VSU","0.806","NBC previews PyeongChang 2018 Winter Olympics - Episode 2","https://www.youtube.com/watch?v=KSsNF-8ocUY","0.806","NBC previews PyeongChang 2018 Winter Olympics - Episode 1","https://www.youtube.com/watch?v=zka1ErjnE-o"
"super-bowl-2019-ispot-is55","2019","NFL","The 100-Year Game","https://www.ispot.tv/ad/IS55/nfl-super-bowl-2019-dinner-fight","https://www.ispot.tv/events/2019-super-bowl-commercials","https://www.youtube.com/results?search_query=NFL%20The%20100-Year%20Game%20super%20bowl%202019%20ad","0.95","NFL - 100 Year Game Commercial","https://www.youtube.com/watch?v=WSp6mP2kuF0","0.78","The Making of the NFL 100 Super Bowl Commercial","https://www.youtube.com/watch?v=jYbwq_6Y92w","0.68","NFL 100 Super Bowl Commercial","https://www.youtube.com/watch?v=E6JjyRhfjOE"
"super-bowl-2019-ispot-is5n","2019","CBS","Real News","https://www.ispot.tv/ad/IS5n/cbs-this-morning-super-bowl-2019-real-news","https://www.ispot.tv/events/2019-super-bowl-commercials","https://www.youtube.com/results?search_query=CBS%20Real%20News%20super%20bowl%202019%20ad","0.53","CBS rejects Super Bowl ad touting medical marijuana","https://www.youtube.com/watch?v=Am_PuTz65UM","0.53","CBS rejects medical pot Super Bowl ad","https://www.youtube.com/watch?v=a28bFpd2e6Q","0.48","Controversy over Super Bowl ad","https://www.youtube.com/watch?v=13KIHFwCp0k"
"super-bowl-2019-ispot-is5w","2019","CBS","Before There Was a Big Bang","https://www.ispot.tv/ad/IS5w/young-sheldon-super-bowl-2019-before-there-was-a-big-bang","https://www.ispot.tv/events/2019-super-bowl-commercials","https://www.youtube.com/results?search_query=CBS%20Before%20There%20Was%20a%20Big%20Bang%20super%20bowl%202019%20ad","0.441","CBS Super Bowl 53 Today 2019 NE vs LAR","https://www.youtube.com/watch?v=gwa9wVx8ZJ4","0.413","CBS Sports Network Super Bowl 2019 TV Promo, 'Dream Big, Kid'","https://www.youtube.com/watch?v=l2JXdVvuc6k","0.407","NFL on CBS/CBSSN verizon Post Game Show 2019 Super Bowl 53 NE vs LAR","https://www.youtube.com/watch?v=NBDWAdr6rsw"
"super-bowl-2019-ispot-is10","2019","Paramount+","Truth","https://www.ispot.tv/ad/IS10/cbs-all-access-the-twilight-zone-super-bowl-2019-truth-featuring-jordan-peele","https://www.ispot.tv/events/2019-super-bowl-commercials","https://www.youtube.com/results?search_query=Paramount%2B%20Truth%20super%20bowl%202019%20ad","0.53","SpongeBob On Paramount + Commercial (Super Bowl Commercial)","https://www.youtube.com/watch?v=5ArOzEontRA","0.447","Super Bowl LV (55) Commercial: Paramount+ - Cliffhanger (2021)","https://www.youtube.com/watch?v=klGb37lqoXE","0.447","Paramount Plus | Superbowl | TV Commercial","https://www.youtube.com/watch?v=N1n2bUw_d14"
"super-bowl-2019-ispot-is1p","2019","Paramount+","Star Trek Discovery: Season Two","https://www.ispot.tv/ad/IS1P/cbs-all-access-super-bowl-2019-star-trek-discovery-season-2","https://www.ispot.tv/events/2019-super-bowl-commercials","https://www.youtube.com/results?search_query=Paramount%2B%20Star%20Trek%20Discovery%3A%20Season%20Two%20super%20bowl%202019%20ad","0.825","Star Trek: Discovery | Season 5 Official Trailer | Paramount+","https://www.youtube.com/watch?v=6Fi7ZePgh8k","0.825","Star Trek: Discovery | Season 4 Official Trailer | Paramount+","https://www.youtube.com/watch?v=JIPT9WC6Vsk","0.655","STAR TREK SUPER BOWL LV SPOT - STAR TREK UNIVERSE IN PARAMOUNT+","https://www.youtube.com/watch?v=3Z4epgwCePc"
"super-bowl-2019-ispot-is1h","2019","CBS","Super Bowl Sunday","https://www.ispot.tv/ad/IS1h/man-with-a-plan-super-bowl-2019-tv-promo-super-bowl-sunday","https://www.ispot.tv/events/2019-super-bowl-commercials","https://www.youtube.com/results?search_query=CBS%20Super%20Bowl%20Sunday%20super%20bowl%202019%20ad","0.48","CBS ""We Are The Champions"" Super Bowl Promo (HD)","https://www.youtube.com/watch?v=Bf_D9PkiGic","0.48","CBS Rejects Medical Marijuana Super Bowl Commercial","https://www.youtube.com/watch?v=IyA_4ZfVikE","0.441","CBS Sports Network Super Bowl 2019 TV Promo, 'Dream Big, Kid'","https://www.youtube.com/watch?v=l2JXdVvuc6k"
"super-bowl-2019-ispot-is1_","2019","CBS","How Do You Define the Best?","https://www.ispot.tv/ad/IS1_/the-worlds-best-super-bowl-2019-how-do-you-define-the-best","https://www.ispot.tv/events/2019-super-bowl-commercials","https://www.youtube.com/results?search_query=CBS%20How%20Do%20You%20Define%20the%20Best%3F%20super%20bowl%202019%20ad","0.38","CBS Special Takes A Look At The Super Bowl's Greatest Commercials","https://www.youtube.com/watch?v=ChlM8Je3WVg","0.366","The Winner For Best Super Bowl Ad Goes To...","https://www.youtube.com/watch?v=txdm45z6eS4","0.357","CBS celebrates 25 years of top Super Bowl commercials in Hall of Fame countdown","https://www.youtube.com/watch?v=AeADwyhNSGE"
"super-bowl-2019-ispot-iszm","2019","YouTube TV","Watch Like a Fan","https://www.ispot.tv/ad/ISZM/youtube-tv-super-bowl-2019-watch-like-a-fan","https://www.ispot.tv/events/2019-super-bowl-commercials","https://www.youtube.com/results?search_query=YouTube%20TV%20Watch%20Like%20a%20Fan%20super%20bowl%202019%20ad","1.38","YouTube TV, Watch Like A Fan","https://www.youtube.com/watch?v=1tZg3G3OIRA","1.38","YouTube TV, Watch Like A Fan","https://www.youtube.com/watch?v=n437dNqw6bA","1.38","YouTube TV, Watch Like A Fan","https://www.youtube.com/watch?v=z2Ys3jaNcTI"
"super-bowl-2019-ispot-isol","2019","Head & Shoulders","Pre-Release: Smash Therapy","https://www.ispot.tv/ad/ISOl/head-and-shoulders-super-bowl-2019-smash-therapy","https://www.ispot.tv/events/2019-super-bowl-commercials","https://www.youtube.com/results?search_query=Head%20%26%20Shoulders%20Pre-Release%3A%20Smash%20Therapy%20super%20bowl%202019%20ad","0.613","Real People - Head & Shoulders - Super Bowl LIII #HeadstrongAd - Smash Therapy","https://www.youtube.com/watch?v=DMRk6WXgUFY","0.513","SMASH THERAPY","https://www.youtube.com/watch?v=d6xgIqGb_ig","0.48","Head & Shoulders Super Bowl commercial featuring Spring woman","https://www.youtube.com/watch?v=RJjM6jhxvqg"
"super-bowl-2019-ispot-igcf","2019","Sprint","Teaser: Brainstorming: Good Ideas","https://www.ispot.tv/ad/IgCF/sprint-super-bowl-2019-teaser-brainstorming-good-ideas","https://www.ispot.tv/events/2019-super-bowl-commercials","https://www.youtube.com/results?search_query=Sprint%20Teaser%3A%20Brainstorming%3A%20Good%20Ideas%20super%20bowl%202019%20ad","0.441","Sprint - Best of Both Worlds - Super Bowl 2019 Commercial","https://www.youtube.com/watch?v=u-fjDjOjdfE","0.43","Sprint Super Bowl Commercial 2018 #SuperBowlAds #AdBowl 2019","https://www.youtube.com/watch?v=rWIUAkSmS_k","0.13","2019 Super Bowl Commercial Teaser - Marshawn Lynch","https://www.youtube.com/watch?v=aYIwHzBSr1A"
"super-bowl-2019-ispot-igco","2019","Sprint","Teaser: Brainstorming: Bleep","https://www.ispot.tv/ad/IgCO/sprint-super-bowl-2019-teaser-best-of-both-worlds-brainstorming-bleep","https://www.ispot.tv/events/2019-super-bowl-commercials","https://www.youtube.com/results?search_query=Sprint%20Teaser%3A%20Brainstorming%3A%20Bleep%20super%20bowl%202019%20ad","0.455","Sprint - Best of Both Worlds - Super Bowl 2019 Commercial","https://www.youtube.com/watch?v=u-fjDjOjdfE","0.441","Sprint Super Bowl Commercial 2018 #SuperBowlAds #AdBowl 2019","https://www.youtube.com/watch?v=rWIUAkSmS_k","0.13","Bubly Super Bowl 2019 Ad Teaser Starring Michael Buble","https://www.youtube.com/watch?v=QUiBgnQQ9-w"
"super-bowl-2019-ispot-iffz","2019","Burger King","Teaser: Testing, 1-2-3","https://www.ispot.tv/ad/IfFz/burger-king-super-bowl-2019-teaser-testing-1-2-3","https://www.ispot.tv/events/2019-super-bowl-commercials","https://www.youtube.com/results?search_query=Burger%20King%20Teaser%3A%20Testing%2C%201-2-3%20super%20bowl%202019%20ad","0.78","Burger King Super Bowl 57 Commercial","https://www.youtube.com/watch?v=ptDFLXXjMhM","0.78","Burger King Super Bowl XL Commercial","https://www.youtube.com/watch?v=p1KajrPR85s","0.68","Burger King | Super Bowl Commercial | 2023","https://www.youtube.com/watch?v=3VESlHYsHuA"
"super-bowl-2019-ispot-iffd","2019","Burger King","Teaser: Art Takes Time.","https://www.ispot.tv/ad/IfFD/burger-king-super-bowl-2019-teaser-testing-1-2-3","https://www.ispot.tv/events/2019-super-bowl-commercials","https://www.youtube.com/results?search_query=Burger%20King%20Teaser%3A%20Art%20Takes%20Time.%20super%20bowl%202019%20ad","0.613","Burger King Super Bowl 57 Commercial","https://www.youtube.com/watch?v=ptDFLXXjMhM","0.613","Burger King Super Bowl XL Commercial","https://www.youtube.com/watch?v=p1KajrPR85s","0.575","22 Burger King ads at the same time!","https://www.youtube.com/watch?v=eO5UyI0ReEw"
"super-bowl-2019-ispot-iff6","2019","Burger King","Teaser: Focus","https://www.ispot.tv/ad/IfF6/burger-king-super-bowl-2019-teaser-focus","https://www.ispot.tv/events/2019-super-bowl-commercials","https://www.youtube.com/results?search_query=Burger%20King%20Teaser%3A%20Focus%20super%20bowl%202019%20ad","0.78","Burger King Super Bowl 57 Commercial","https://www.youtube.com/watch?v=ptDFLXXjMhM","0.78","Burger King Super Bowl XL Commercial","https://www.youtube.com/watch?v=p1KajrPR85s","0.68","Burger King | Super Bowl Commercial | 2023","https://www.youtube.com/watch?v=3VESlHYsHuA"
"super-bowl-2020-ispot-zejl","2020","FOX","Unbelievable","https://www.ispot.tv/ad/ZEjl/2020-daytona-500-super-bowl-2020","https://www.ispot.tv/events/2020-super-bowl-commercials","https://www.youtube.com/results?search_query=FOX%20Unbelievable%20super%20bowl%202020%20ad","0.405","FOX BANNED Scarlett Johansson SodaStream Super Bowl Ad","https://www.youtube.com/watch?v=eHxuG9Pz2X0","0.38","Watch all the BEST 2026 Super Bowl LX ads I NFL I Fox Sports","https://www.youtube.com/watch?v=YwKKLYXKMhI","0.371","Watch Demi Lovato perform the National Anthem at Super Bowl LIV | FOX NFL","https://www.youtube.com/watch?v=jaYY8yqJLbU"
"super-bowl-2020-ispot-zejs","2020","FOX","Superstars","https://www.ispot.tv/ad/ZEjS/friday-night-smackdown-super-bowl-2020-tv-promo-superstars","https://www.ispot.tv/events/2020-super-bowl-commercials","https://www.youtube.com/results?search_query=FOX%20Superstars%20super%20bowl%202020%20ad","0.455","FOX Super Bowl 2020 TV Commercial TV Promo Super Monday Enjoy All of It","https://www.youtube.com/watch?v=JZh9JfYrAvE","0.38","Watch all the BEST 2026 Super Bowl LX ads I NFL I Fox Sports","https://www.youtube.com/watch?v=YwKKLYXKMhI","0.371","Watch all the BEST 2025 Super Bowl LIX ads I NFL Fox Sports","https://www.youtube.com/watch?v=Tx2DPYeVngw"
"super-bowl-2020-ispot-zejk","2020","FOX","Storm","https://www.ispot.tv/ad/ZEjK/9-1-1-lone-star-super-bowl-2020-tv-promo-storm","https://www.ispot.tv/events/2020-super-bowl-commercials","https://www.youtube.com/results?search_query=FOX%20Storm%20super%20bowl%202020%20ad","0.38","Watch all the BEST 2026 Super Bowl LX ads I NFL I Fox Sports","https://www.youtube.com/watch?v=YwKKLYXKMhI","0.151","'WE WILL DEPORT YOU': ICE announces Super Bowl plans after Bad Bunny halftime reveal","https://www.youtube.com/watch?v=GjkTs_Lrof4","0.13","Super Bowl 2020 Ads | GOOGLE 'Loretta'","https://www.youtube.com/watch?v=oV2Mhg9W9QM"
"super-bowl-2020-ispot-zerp","2020","Rocket Mortgage","Home","https://www.ispot.tv/ad/ZERP/rocket-mortgage-super-bowl-2020-featuring-jason-momoa","https://www.ispot.tv/events/2020-super-bowl-commercials","https://www.youtube.com/results?search_query=Rocket%20Mortgage%20Home%20super%20bowl%202020%20ad","0.88","Take Me Home Rocket","https://www.youtube.com/watch?v=GxH8dlWyjNU","0.66","Super Bowl LVI (56) Commercial: Rocket Homes and Rocket Mortgage - Dream House (2022)","https://www.youtube.com/watch?v=_yfNDUpYBWQ","0.66","Rocket Homes and Rocket Mortgage | Super Bowl LVI | Nervous Teaser with Anna Kendrick and Barbie","https://www.youtube.com/watch?v=R4nwZY68NnU"
"super-bowl-2020-ispot-zerk","2020","FOX","A Run at History","https://www.ispot.tv/ad/ZERK/2020-daytona-500-super-bowl-2020-a-run-at-history","https://www.ispot.tv/events/2020-super-bowl-commercials","https://www.youtube.com/results?search_query=FOX%20A%20Run%20at%20History%20super%20bowl%202020%20ad","0.56","2020 Daytona 500 Super Bowl 2020 TV Commercial TV Promo A Run at History","https://www.youtube.com/watch?v=MH6DDU-BFMA","0.48","Fox Nation Super Bowl LVII Commercial","https://www.youtube.com/watch?v=BYN8UHgf_BQ","0.473","FOX Super Bowl 2020 TV Commercial TV Promo Super Monday","https://www.youtube.com/watch?v=IXqbtWbFIdI"
"super-bowl-2020-ispot-zerd","2020","Rakuten","A Father-Son Moment","https://www.ispot.tv/ad/ZERd/rakuten-super-bowl-2020-a-father-son-moment","https://www.ispot.tv/events/2020-super-bowl-commercials","https://www.youtube.com/results?search_query=Rakuten%20A%20Father-Son%20Moment%20super%20bowl%202020%20ad","0.413","Super Bowl 2020 All ""Online & Auction Websites"" Commercials (Rakuten)","https://www.youtube.com/watch?v=Bs4F92UJXKM","0.391","Rakuten Super Bowl LVI (56) Commercial (extended)","https://www.youtube.com/watch?v=JTgcCcxs52g","0.38","Super Bowl LVII (57) Commercial: Rakuten - Not So Clueless (2023)","https://www.youtube.com/watch?v=DcE2jx8PG68"
"super-bowl-2020-ispot-zsmc","2020","TurboTax","Teaser: UGC Launch","https://www.ispot.tv/ad/Zsmc/turbotax-super-bowl-2020-teaser-ugc-launch","https://www.ispot.tv/events/2020-super-bowl-commercials","https://www.youtube.com/results?search_query=TurboTax%20Teaser%3A%20UGC%20Launch%20super%20bowl%202020%20ad","0.447","TurboTax - Freeloader - Super Bowl Commercial 2021","https://www.youtube.com/watch?v=LAz0ZHY5Mv4","0.441","TurboTax - All People Are Tax People - Super Bowl 2020 Commercial","https://www.youtube.com/watch?v=TzJABTHwcV8","0.441","TurboTax All People Are Tax People - Super Bowl 2020 Commercial","https://www.youtube.com/watch?v=QmWdVXtYQKk"
"super-bowl-2020-ispot-zsqb","2020","Rocket Mortgage","Teaser: Bath Time","https://www.ispot.tv/ad/Zsqb/rocket-mortgage-super-bowl-2020-teaser-bath-time-featuring-jason-momoa","https://www.ispot.tv/events/2020-super-bowl-commercials","https://www.youtube.com/results?search_query=Rocket%20Mortgage%20Teaser%3A%20Bath%20Time%20super%20bowl%202020%20ad","0.613","Rocket mortgage superbowl commercial..","https://www.youtube.com/watch?v=E7oPcGnn5E8","0.552","Rocket Mortgage Jason Momoa - Super Bowl 2020 Funny Commercial","https://www.youtube.com/watch?v=g4pIQIzdlac","0.552","Funny Super Bowl 2020 | Rocket Mortgage Ad ft. Jason Momoa","https://www.youtube.com/watch?v=KtcB66O19Fw"
"super-bowl-2021-ispot-tekp","2021","Paramount+","Y: 1883","https://www.ispot.tv/ad/teKp/yellowstone-on-paramount-","https://www.ispot.tv/events/2021-super-bowl-commercials","https://www.youtube.com/results?search_query=Paramount%2B%20Y%3A%201883%20super%20bowl%202021%20ad","0.53","SpongeBob On Paramount + Commercial (Super Bowl Commercial)","https://www.youtube.com/watch?v=5ArOzEontRA","0.5","1883 (2021) | Series Trailer | Paramount+/CBS Entertainment","https://www.youtube.com/watch?v=VW0q3OwBzLI","0.497","Super Bowl LV (55) Commercial: Paramount+ - Cliffhanger (2021)","https://www.youtube.com/watch?v=klGb37lqoXE"
"super-bowl-2021-ispot-tekg","2021","Paramount+","Everest","https://www.ispot.tv/ad/teKG/paramount-super-bowl-2021-everest","https://www.ispot.tv/events/2021-super-bowl-commercials","https://www.youtube.com/results?search_query=Paramount%2B%20Everest%20super%20bowl%202021%20ad","0.497","Super Bowl LV (55) Commercial: Paramount+ - Cliffhanger (2021)","https://www.youtube.com/watch?v=klGb37lqoXE","0.497","Super Bowl LV (55) Commercial: Paramount+ - Frostbite (2021)","https://www.youtube.com/watch?v=ZR69gbmvOH0","0.447","Paramount Plus | Superbowl | TV Commercial","https://www.youtube.com/watch?v=N1n2bUw_d14"
"super-bowl-2021-ispot-tegj","2021","Paramount+","Ready","https://www.ispot.tv/ad/teGJ/paramount-kamp-koral-and-the-spongebob-movie-sponge-on-the-run-super-bowl-2021-ready","https://www.ispot.tv/events/2021-super-bowl-commercials","https://www.youtube.com/results?search_query=Paramount%2B%20Ready%20super%20bowl%202021%20ad","0.53","SpongeBob On Paramount + Commercial (Super Bowl Commercial)","https://www.youtube.com/watch?v=5ArOzEontRA","0.497","Super Bowl LV (55) Commercial: Paramount+ - Cliffhanger (2021)","https://www.youtube.com/watch?v=klGb37lqoXE","0.497","Super Bowl LV (55) Commercial: Paramount+ - Frostbite (2021)","https://www.youtube.com/watch?v=ZR69gbmvOH0"
"super-bowl-2021-ispot-tegg","2021","Paramount+","Breathtaking","https://www.ispot.tv/ad/teGg/super-bowl-2021-breathtaking","https://www.ispot.tv/events/2021-super-bowl-commercials","https://www.youtube.com/results?search_query=Paramount%2B%20Breathtaking%20super%20bowl%202021%20ad","0.497","Super Bowl LV (55) Commercial: Paramount+ - Cliffhanger (2021)","https://www.youtube.com/watch?v=klGb37lqoXE","0.497","Super Bowl LV (55) Commercial: Paramount+ - Frostbite (2021)","https://www.youtube.com/watch?v=ZR69gbmvOH0","0.43","2021 Super Bowl Commercials Paramount+ Expedition: Sweet Victory #DailyBingeing","https://www.youtube.com/watch?v=-eob7jyGj2U"
"super-bowl-2021-ispot-tegd","2021","NFL","Inspire Change: It Takes All of Us","https://www.ispot.tv/ad/teGd/nfl-super-bowl-2021-inspire-change-it-takes-all-of-us","https://www.ispot.tv/events/2021-super-bowl-commercials","https://www.youtube.com/results?search_query=NFL%20Inspire%20Change%3A%20It%20Takes%20All%20of%20Us%20super%20bowl%202021%20ad","0.68","Inspire Change | Super Bowl LV Commercial","https://www.youtube.com/watch?v=bu_kAMpCKME","0.629","NFL Inspire Change and Alabama Appleseed","https://www.youtube.com/watch?v=kXhneJoEIXk","0.613","Super Bowl LIV (54) Commercial: NFL - Inspire Change (2020)","https://www.youtube.com/watch?v=lE3aIzmsVqI"
"super-bowl-2021-ispot-test","2021","CBS","Stories","https://www.ispot.tv/ad/teST/clarice-super-bowl-2021-storie","https://www.ispot.tv/events/2021-super-bowl-commercials","https://www.youtube.com/results?search_query=CBS%20Stories%20super%20bowl%202021%20ad","0.455","Watch all the 2021 commercials for Super Bowl 55 on CBS","https://www.youtube.com/watch?v=KJUwsOzjbvs","0.423","CBS Special Takes A Look At The Super Bowl's Greatest Commercials","https://www.youtube.com/watch?v=ChlM8Je3WVg","0.405","CBS rejects Super Bowl ad touting medical marijuana","https://www.youtube.com/watch?v=Am_PuTz65UM"
"super-bowl-2022-ispot-bvkr","2022","NBC","Rivals","https://www.ispot.tv/ad/bVKR/the-endgame-super-bowl-2022-rivals","https://www.ispot.tv/events/2022-super-bowl-commercials","https://www.youtube.com/results?search_query=NBC%20Rivals%20super%20bowl%202022%20ad","0.455","NBC “Super Bowl LVI” cold open February 13, 2022","https://www.youtube.com/watch?v=tY2TAb_uXcs","0.447","NBC Super Bowl Commercial - Brotherhood of Man","https://www.youtube.com/watch?v=yt8tR3nuG6A","0.447","NBC fetches $6.5 million for Super Bowl ads","https://www.youtube.com/watch?v=Cx9RhqlAULg"
"super-bowl-2022-ispot-bvpz","2022","NBC","Monobob","https://www.ispot.tv/ad/bVpz/nbc-super-bowl-2022-2022-winter-olympics-monobob","https://www.ispot.tv/events/2022-super-bowl-commercials","https://www.youtube.com/results?search_query=NBC%20Monobob%20super%20bowl%202022%20ad","0.447","NBC fetches $6.5 million for Super Bowl ads","https://www.youtube.com/watch?v=Cx9RhqlAULg","0.447","NBC Super Bowl Commercial - Brotherhood of Man","https://www.youtube.com/watch?v=yt8tR3nuG6A","0.401","2022 Super Bowl Halftime Commercials (NBC, Verizon, Crypto.com, NFL, Toyota, Peacock TV, Pepsi)","https://www.youtube.com/watch?v=uyc-T-_wFJ8"
"super-bowl-2022-ispot-bvpr","2022","NBC","Amazing Final Act","https://www.ispot.tv/ad/bVpr/nbc-super-bowl-2022-2022-winter-olympics-amazing-final-act","https://www.ispot.tv/events/2022-super-bowl-commercials","https://www.youtube.com/results?search_query=NBC%20Amazing%20Final%20Act%20super%20bowl%202022%20ad","0.397","2022 Super Bowl 4th Quarter Commercials (YouTube TV, NBC, SKECHERS, Marvel, Hyundai, Verizon)","https://www.youtube.com/watch?v=5JpPpjAdMfo","0.393","2022 Super Bowl Halftime Commercials (NBC, Verizon, Crypto.com, NFL, Toyota, Peacock TV, Pepsi)","https://www.youtube.com/watch?v=uyc-T-_wFJ8","0.343","Bad Bunny & Lady Gaga at the Super Bowl halftime show? We like it like that. (Apple Music/NBC/NFL)","https://www.youtube.com/watch?v=SAwWgnMBgpU"
"super-bowl-2022-ispot-bvbl","2022","eToro","Imagine a World","https://www.ispot.tv/ad/bVBL/etoro-2022-super-bowl-imagine-a-world","https://www.ispot.tv/events/2022-super-bowl-commercials","https://www.youtube.com/results?search_query=eToro%20Imagine%20a%20World%20super%20bowl%202022%20ad","0.486","eToro - Who's a goojibooboo?","https://www.youtube.com/watch?v=S5ssyDmf_gI","0.43","Super Bowl LVI (56) Commercial: eToro - Flying Your Way (2022)","https://www.youtube.com/watch?v=QBnSFwjRtao","0.413","eToro SuperBowl 2022 ""Flying your way"" ExtendedCut 50 EnglishSubtitles","https://www.youtube.com/watch?v=NLaHcnzCbNM"
"super-bowl-2022-ispot-bvky","2022","NBC","Sam","https://www.ispot.tv/ad/bVKY/law-and-order-super-bowl-2022-promo-sam","https://www.ispot.tv/events/2022-super-bowl-commercials","https://www.youtube.com/results?search_query=NBC%20Sam%20super%20bowl%202022%20ad","0.447","NBC Super Bowl Commercial - Brotherhood of Man","https://www.youtube.com/watch?v=yt8tR3nuG6A","0.41","Super Bowl LVI (56) Commercial: Sam's Club - Kevin Hart / Sam's Club VIP (2022)","https://www.youtube.com/watch?v=e2VAM1kgmyU","0.405","NBC Refuses to Air Weed Ad During Super Bowl","https://www.youtube.com/watch?v=vZIc4-iGmZ0"
"super-bowl-2022-ispot-q9h9","2022","Caesars Entertainment","I Said Legendary","https://www.ispot.tv/ad/q9h9/caesars-sportsbook-super-bowl-2022-pre-release-i-said-legendary-ft-jb-smoove-halle-berry","https://www.ispot.tv/events/2022-super-bowl-commercials","https://www.youtube.com/results?search_query=Caesars%20Entertainment%20I%20Said%20Legendary%20super%20bowl%202022%20ad","0.413","Super Bowl LVI (56) Commercial: Caesars Sportsbooks - Sit Down Dinner (2022)","https://www.youtube.com/watch?v=63kpPnd5FAU","0.401","2022. Caesars Sportsbook - Sit Down Dinner - Outtakes (Smoove, Berry, the Mannings) [Super Bowl]","https://www.youtube.com/watch?v=viu1VmlU40w","0.391","Little Caesars / Whoa! - 2025 Super Bowl Commercial","https://www.youtube.com/watch?v=9jZ04s8ta9o"
"super-bowl-2022-ispot-bvpf","2022","NBC","The Original Returns","https://www.ispot.tv/ad/bVpf/law-and-order-super-bowl-2022-tv-promo-the-original-returns","https://www.ispot.tv/events/2022-super-bowl-commercials","https://www.youtube.com/results?search_query=NBC%20The%20Original%20Returns%20super%20bowl%202022%20ad","0.447","NBC network Super Bowl promo","https://www.youtube.com/watch?v=Aq02MZGgprY","0.423","NBC fetches $6.5 million for Super Bowl ads","https://www.youtube.com/watch?v=Cx9RhqlAULg","0.423","NBC Super Bowl Commercial - Brotherhood of Man","https://www.youtube.com/watch?v=yt8tR3nuG6A"
"super-bowl-2022-ispot-bvg0","2022","NBC","Stay Tuned","https://www.ispot.tv/ad/bVg0/super-bowl-halftime-show-2022-stay-tuned","https://www.ispot.tv/events/2022-super-bowl-commercials","https://www.youtube.com/results?search_query=NBC%20Stay%20Tuned%20super%20bowl%202022%20ad","0.423","NBC fetches $6.5 million for Super Bowl ads","https://www.youtube.com/watch?v=Cx9RhqlAULg","0.397","2022 Super Bowl 1st Quarter Commercials (NBC, Oculus VR, Coinbase, Hologic, Carvana, BMW, Polestar)","https://www.youtube.com/watch?v=kci9axlDv8s","0.38","What To Expect From This Sunday’s Super Bowl Ads | NBC Nightly News","https://www.youtube.com/watch?v=UkLf18Qwk5I"
"super-bowl-2022-ispot-bvp5","2022","NBC","Beyond Belief","https://www.ispot.tv/ad/bVp5/americas-got-talent-extreme-super-bowl-2022-promo-beyond-belief","https://www.ispot.tv/events/2022-super-bowl-commercials","https://www.youtube.com/results?search_query=NBC%20Beyond%20Belief%20super%20bowl%202022%20ad","0.423","NBC Super Bowl Commercial - Brotherhood of Man","https://www.youtube.com/watch?v=yt8tR3nuG6A","0.401","2022 Super Bowl 4th Quarter Commercials (YouTube TV, NBC, SKECHERS, Marvel, Hyundai, Verizon)","https://www.youtube.com/watch?v=5JpPpjAdMfo","0.397","2022 Super Bowl Halftime Commercials (NBC, Verizon, Crypto.com, NFL, Toyota, Peacock TV, Pepsi)","https://www.youtube.com/watch?v=uyc-T-_wFJ8"
