id,case_name,brand,agency,year,reason,yt_score,ltwm_page_score,outbound_url,source_url,youtube_title,youtube_author,audit_class,audit_note
1972-transamazonic-road-volkswagen-sedan,TRANSAMAZONIC ROAD,VOLKSWAGEN SEDAN,ALMAP BBDO SÃO PAULO,1972,low_title_match_vs_youtube,0.1111,0.8,https://www.youtube.com/watch?v=K4sgldTbHNQ&ab_channel=SamuelMartins,https://lovetheworkmore.com/1954-1999/,PROPAGANDA COMERCIAL VW FUSCA VOLKSWAGEN BEETLE ANOS 70 BRASIL BRAZIL TRANSAMAZONICA,Samuel Martins,ok,
2024-hear-my-last-wish-taiwan-organ-sharing-registry-and-patient-autonomy-promotion-center,HEAR MY LAST WISH,TAIWAN ORGAN SHARING REGISTRY AND PATIENT AUTONOMY PROMOTION CENTER,LEO BURNETT TAIPEI,2024,low_title_match_vs_youtube,0.125,1,https://www.youtube.com/watch?v=Gx5nEksWvRs,https://lovetheworkmore.com/2024-2/,Support organ donation Share your wish with your family,"ISD, Hong Kong SAR Government 香港特區政府新聞處",ok,
2024-the-cost-of-beauty-dove-masterbrand,THE COST OF BEAUTY,DOVE MASTERBRAND,OGILVY LONDON,2024,low_title_match_vs_youtube,0.125,1,https://www.youtube.com/watch?v=2ngESNoacxM&t=1s&ab_channel=DoveUS,https://lovetheworkmore.com/2024-2/,Social Media's Impact on Kids' Mental Health: A Dove Film,Dove US,ok,
2023-the-cost-of-beauty-dove-masterbrand,THE COST OF BEAUTY,DOVE MASTERBRAND,OGILVY LONDON,2023,low_title_match_vs_youtube,0.125,1,https://www.youtube.com/watch?v=2ngESNoacxM&t=1s&ab_channel=DoveUS,https://lovetheworkmore.com/2023-2/,Social Media's Impact on Kids' Mental Health: A Dove Film,Dove US,ok,
2022-restory-canon-belgium,RESTORY,CANON BELGIUM,"HAPPINESS, AN FCB ALLIANCE BRUSSELS",2022,low_title_match_vs_youtube,0.125,0.6,https://www.youtube.com/watch?v=QNwSKzrGlYI&feature=emb_title,https://lovetheworkmore.com/2022-2/,ReStory,photo restory,ok,
2019-covertheprogress-discover-puerto-rico,#COVERTHEPROGRESS,DISCOVER PUERTO RICO,KETCHUM NEW YORK,2019,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=mzi2EPf2P8U,https://lovetheworkmore.com/2019-2/,#CoverTheProgress Case Study V2,Erin Cardona,ok,
2019-read-more-listen-more-unesco,READ MORE. LISTEN MORE.,UNESCO,DROGA5 NEW YORK,2019,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=ch55SHnLs_M,https://lovetheworkmore.com/2019-2/,Jordan Peterson - How to Remember Everything You Read,Better Chapter,ok,
2018-a-strange-animal-government-of-colombia,A STRANGE ANIMAL,GOVERNMENT OF COLOMBIA,REBOLUCION BUENOS AIRES,2018,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=kkg3JCzI7Ag,https://lovetheworkmore.com/2018-2/,Pablo Escobar’s Hippos: Colombia’s Wild Legacy!,History's Enigma,ok,
2018-medically-speaking-ignite,MEDICALLY SPEAKING,IGNITE,PEREIRA & O’DELL SAN FRANCISCO,2018,low_title_match_vs_youtube,0.125,0.6,https://www.youtube.com/watch?v=wz8klIpC_3k,https://lovetheworkmore.com/2018-2/,Samsung Televisions: Picture Yourself - Ignite Social Media Client Case Study,Ignite Social Media,ok,
2018-zwemmer-fonds-gehandicapten-sport,ZWEMMER,FONDS GEHANDICAPTEN SPORT,TBWA\NEBOKO AMSTERDAM,2018,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=cwuuRorMSbY,https://lovetheworkmore.com/2018-2/,ZWEMMER,,ok,manual_fix
2017-cheese-burger-random-corp-s-a,CHEESE BURGER,RANDOM CORP S.A,GREY BUENOS AIRES,2017,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=9A8HLajBxuQ,https://lovetheworkmore.com/2017-2/,Mc Donald's vs Burger King Case Study | Best Marketing Strategies Simplebooks,Simplebooks,ok,
2017-signed-by-bees-a-darbo-ag,SIGNED BY BEES,A. DARBO AG,"DEMNER, MERLICEK & BERGMANN VIENNA",2017,low_title_match_vs_youtube,0.125,0.6,https://www.youtube.com/watch?v=FNA434eSg_s,https://lovetheworkmore.com/2017-2/,The Entrepreneur Mindset of Burt's Bees | Real-Time Success Story Case Study  | Part 4: Growth,Dr Shahid Qureshi,ok,
2017-white-hats-needed-us-army,WHITE HATS NEEDED,US ARMY,MCCANN NEW YORK,2017,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=gr4mNg3wVeM,https://lovetheworkmore.com/2017-2/,What kind of training is this wait for it 😳 #military #army,Notinregs,ok,
2016-choose-your-side-google,CHOOSE YOUR SIDE,GOOGLE,72ANDSUNNY LOS ANGELES,2016,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=MHbg28PK3dc,https://lovetheworkmore.com/2016-2/,Design Is [Data] - A case study in designing Ads on Google Search,Google Design,ok,
2016-lady-office-man-arabus-3-in-1-coffee,"LADY, OFFICE, MAN",ARABUS 3 IN 1 COFFEE,MONDAY BANGKOK,2016,low_title_match_vs_youtube,0.125,1,https://www.youtube.com/watch?v=g-GskwW_ins,https://lovetheworkmore.com/2016-2/,When You Buy a Starbucks Coffee in a Mall | Anisha Dixit Shorts,Anisha Dixit Shorts,ok,
2016-mother-s-lipstick-chugai,MOTHER’S LIPSTICK,CHUGAI,DENTSU YOUNG & RUBICAM TOKYO,2016,low_title_match_vs_youtube,0.125,0.6,https://www.youtube.com/watch?v=UFy58ma2_R4,https://lovetheworkmore.com/2016-2/,With A Wish - A Short Movie for Rheumatoid Arthritis Patients (Chugai Pharmaceutical),中外製薬 Chugai Pharmaceutical,ok,
2016-suzanne-marilynn-donna-insmed,"SUZANNE, MARILYNN‚ DONNA",INSMED,AREA 23 NEW YORK,2016,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=Ny4C5pnQnGs,https://lovetheworkmore.com/2016-2/,Product Data Management & Non-Saleable Product: Meet Donna Egan,"Henry Schein, Inc.",ok,
2016-the-code-word-canesten,THE CODE WORD,CANESTEN,JWT HONG KONG,2016,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=4DXZE6rl-lY&t=120s&ab_channel=LukAnisa,https://lovetheworkmore.com/2016-2/,Canesten - Case Study,Luk Anisa,ok,
2016-you-should-have-called-vodacom,YOU SHOULD HAVE CALLED,VODACOM,OGILVY JOHANNESBURG,2016,low_title_match_vs_youtube,0.125,1,https://www.youtube.com/watch?v=SGpo3vBC9LY,https://lovetheworkmore.com/2016-2/,Vodacom Order Case Study,Lasec Group,ok,
2015-first-days-out-mars,FIRST DAYS OUT,MARS,ALMAPBBDO SÃO PAULO,2015,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=NKSfCuPK_pc,https://lovetheworkmore.com/2015-2/,Why Is it So Difficult To Get To Mars?,Insane Curiosity,ok,
2015-pop-translator-popakademie-baden-w-rttemberg,POP TRANSLATOR,POPAKADEMIE BADEN-WÜRTTEMBERG,DDB DÜSSELDORF,2015,low_title_match_vs_youtube,0.125,1,https://www.youtube.com/watch?v=pTQs28pMWhA,https://lovetheworkmore.com/2015-2/,A Translator's Journey,UN GENEVA CONFERENCES,ok,
2015-queue-firetruck-bayer-brasil,"QUEUE, FIRETRUCK",BAYER BRASIL,ALMAPBBDO SÃO PAULO,2015,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=BS8dPwckoiY,https://lovetheworkmore.com/2015-2/,Bayer: Case Study - Lars Brüning,Management Summit ,ok,
2015-the-soft-test-unilever,THE SOFT TEST,UNILEVER,OGILVY & MATHER SINGAPORE,2015,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=L3yZe-buApY,https://lovetheworkmore.com/2015-2/,Google | Unilever Case Study,W Studio,ok,
2014-astronauts-holmes-bauducco-toast,"ASTRONAUTS, HOLMES",BAUDUCCO TOAST,ALMAPBBDO SÃO PAULO,2014,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=onm7P_iFueE,https://lovetheworkmore.com/2014-2/,'Space makes eating a lot more fun!' Astronauts explain food prep,VideoFromSpace,ok,
2014-may-day-foley-hoedown-foley-dstv,"MAY DAY FOLEY, HOEDOWN FOLEY",DSTV,OGILVY JOHANNESBURG,2014,low_title_match_vs_youtube,0.125,1,https://www.youtube.com/watch?v=6aFxdJ5AUK0,https://lovetheworkmore.com/2014-2/,DSTV GAMIFICATION,Tessa Ford Post ,ok,
2014-native-time-out-magazine,NATIVE,TIME OUT MAGAZINE,DDB MEXICO CITY,2014,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=GgTgV_T7rfE,https://lovetheworkmore.com/2014-2/,Native Advertising Seminar: Case Study - Ben Cooper The Monkeys,IAB Australia,ok,
2014-rushing-roiling-rumbling-guinness,"RUSHING, ROILING, RUMBLING",GUINNESS,AMV BBDO LONDON,2014,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=9YeVxgHDUWA,https://lovetheworkmore.com/2014-2/,Guinness - Rise to the Top,proximityworldwide,ok,
2014-shovel-gun-kidnapping-boat-series,"SHOVEL, GUN KIDNAPPING, BOAT",SERIES+,BLEUBLANROUGE MONTREAL,2014,low_title_match_vs_youtube,0.125,1,https://www.youtube.com/watch?v=v09ScqFAyUM,https://lovetheworkmore.com/2014-2/,Nancy Guthrie: The Sheriff Knew in 41 Minutes — This Was Never a Kidnapping,Unresolved: A Case Study,ok,
2013-ash-boat-gel-look-english-lessons,"ASH, BOAT, GEL, LOOK",ENGLISH LESSONS,Y&R LIMA,2013,low_title_match_vs_youtube,0.125,1,https://www.youtube.com/watch?v=3JPDYFe4QNk,https://lovetheworkmore.com/2013-2/,#compound #words in #english,Britishly,ok,
2013-children-sharks-naldecon,"CHILDREN, SHARKS",NALDECON,FISCHER & FRIENDS SÃO PAULO,2013,low_title_match_vs_youtube,0.125,0.6,https://www.youtube.com/watch?v=BaUkuszb7dg,https://lovetheworkmore.com/2013-2/,Shark Tank US | 10-Year-Old Entrepreneur Wows Sharks With Her Baby Spoon Product,Sony Pictures Television,ok,
2013-melkerampa-melkerampa-concept-store,MELKERAMPA,MELKERAMPA CONCEPT STORE,SCANDINAVIAN DESIGN GROUP OSLO,2013,low_title_match_vs_youtube,0.125,0.6,https://www.youtube.com/watch?v=XirFwARqQy0,https://lovetheworkmore.com/2013-2/,The Fresh System - From Store to Shelf: Master the Art of Optimal Ripening | Carulla supermarket,Campaigns of the World ®,ok,
2013-nurse-agent-crazy-cafiaspirina,"NURSE, AGENT, CRAZY",CAFIASPIRINA,ALMAPBBDO SÃO PAULO,2013,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=8RY3XW_WTMM,https://lovetheworkmore.com/2013-2/,DOCTOR Vs. NURSE: Education #shorts,Miki Rai,ok,
2013-sound-typeface-club-nme,SOUND TYPEFACE,CLUB NME,DDB SÃO PAULO,2013,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=LFHtCTjwKjc,https://lovetheworkmore.com/2013-2/,Sound Design Master Class | Full Course | Basic to Advanced,NOX CUT,ok,
2013-watch-your-mouth-telco,WATCH YOUR MOUTH!,TELCO,LEAD AGENCY COPENHAGEN,2013,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=pw73tgBmv0g,https://lovetheworkmore.com/2013-2/,Dove - Turn Your Back (case study),LLLLITL,ok,
2013-zz-shock-diageo,ZZ SHOCK,DIAGEO,CREATIVE ARTISTS AGENCY LOS ANGELES,2013,low_title_match_vs_youtube,0.125,0.4,https://www.youtube.com/watch?v=crOEr0ODsig,https://lovetheworkmore.com/2013-2/,Diageo Summer Spirits Case study,Alastair Hutchison,ok,
2012-arte-brazilian-academy-of-art,ARTE,BRAZILIAN ACADEMY OF ART,DDB SÃO PAULO,2012,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=TBiHnFKu1Co&ab_channel=ABRAPinheiros,https://lovetheworkmore.com/2012-2/,+ ARTE | Promo & Activation Lions | Winners & Shortlists,ABRA Pinheiros,ok,
2012-bluff-affair-informant-gillette,"BLUFF, AFFAIR, INFORMANT",GILLETTE,BBDO NEW YORK,2012,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=8bxemwGbbSk,https://lovetheworkmore.com/2012-2/,How Gillette’s Glory was Doomed by a Ferocious Start-Up | Business Strategy Case Study,AlphaUse,ok,
2012-cold-line-revista-maxim,COLD LINE,REVISTA MAXIM,DDB BUENOS AIRES,2012,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=-pM1uyfrgEA,https://lovetheworkmore.com/2012-2/,"Facebook Ads Case Study = $7,048 In Recurring Revenue From Cold Audience",IM Coupons,ok,
2012-dice-outdoor-campaign-dice-com,DICE OUTDOOR CAMPAIGN,DICE.COM,BARKLEY KANSAS CITY,2012,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=5I8TAITE_k8,https://lovetheworkmore.com/2012-2/,Facebook Ads Case Study: My 10X Profit Ads Campaign,Smart Marketer,ok,
2012-i-am-mumbai-the-times-of-india,I AM MUMBAI,THE TIMES OF INDIA,RAMESH DEO PRODUCTIONS MUMBAI,2012,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=yPFkbXrjGZQ,https://lovetheworkmore.com/2012-2/,I am Mumbai,thecupawards,ok,
2012-project-re-brief-google,PROJECT RE: BRIEF,GOOGLE,JOHANNES LEONARDO NEW YORK,2012,low_title_match_vs_youtube,0.125,0.6,https://www.youtube.com/watch?v=WavPuwD9798,https://lovetheworkmore.com/2012-2/,Google Ads Case Study: 333 Conversions with Just $52.99 | High ROI Campaign Strategy,Najmul FT,ok,
2011-bust-up-samroc-paint-hardware,BUST UP,SAMROC PAINT & HARDWARE,LOWE & PARTNERS SINGAPORE,2011,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=hCP6HThZDyE,https://lovetheworkmore.com/2011-2/,Paint Industry king | Case Study of Asian Paints - Garage Startup,OneMan Mindset,ok,
2011-hand-to-hand-money-t-rkyie-is-bankasi,HAND TO HAND MONEY,TÛRKYIE IS BANKASI,MEDINA/TURGUL DDB,2011,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=_KsWWkq6ZO4,https://lovetheworkmore.com/2011-2/,"Is-Bankasi, The Workshop.",I-AM | People Inspired Experiences,ok,
2011-pink-blue-yellow-mugne,"PINK, BLUE, YELLOW",MUGNE,ISOBAR SÃO PAULO,2011,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=UUkVuXiEA9k,https://lovetheworkmore.com/2011-2/,Yellow Canteen (case study) - Dulux,Amazing Ads,ok,
2011-shorter-commercial-breaks-tvn,SHORTER COMMERCIAL BREAKS,TVN,LOWE PORTA SANTIAGO,2011,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=kQcq3rpne78,https://lovetheworkmore.com/2011-2/,Switch To iPhone - Commercial by Apple,FahadThetics,ok,
2011-slap-samroc-paint-hardware,SLAP,SAMROC PAINT & HARDWARE,LOWE & PARTNERS SINGAPORE,2011,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=hCP6HThZDyE,https://lovetheworkmore.com/2011-2/,Paint Industry king | Case Study of Asian Paints - Garage Startup,OneMan Mindset,ok,
2011-snail-jellyfish-boysen,"SNAIL, JELLYFISH",BOYSEN,TBWA\SANTIAGO MANGADA PUNO,2011,low_title_match_vs_youtube,0.125,0.6,https://www.youtube.com/watch?v=g2RB0184-as,https://lovetheworkmore.com/2011-2/,How the Jellyfish Filter Works - Contech Engineered Solutions,Contech Engineered Solutions,ok,
2011-unconscious-runners-nike,UNCONSCIOUS RUNNERS,NIKE,SANTA MARTA & ASTORGA BARCELONA,2011,low_title_match_vs_youtube,0.125,0.6,https://www.youtube.com/watch?v=FFFmnfdBrm8,https://lovetheworkmore.com/2011-2/,NIKE - WINNING ISN'T COMFORTABLE (Case Study) | Campaign,Campaign Unpacked,ok,
2010-apologise-to-your-throat-dequadin,APOLOGISE TO YOUR THROAT,DEQUADIN,OGILVY KUALA LUMPUR,2010,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=g7_IrL0bUe4,https://lovetheworkmore.com/2010-2/,"🤓 Pronunciation: Apology, Apologise, Apologies",Study Legal English,ok,
2010-funeral-ministry-of-community-development,FUNERAL,MINISTRY OF COMMUNITY DEVELOPMENT,LEO BURNETT SINGAPORE,2010,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=Nw0s4C0g5SM,https://lovetheworkmore.com/2010-2/,Funeral - English,ThinkFamily,ok,
2010-ida-sven-noah-findus-france,"IDA, SVEN, NOAH",FINDUS FRANCE,GREY PARIS,2010,low_title_match_vs_youtube,0.125,1,https://www.youtube.com/watch?v=5X9mUm5KD_E,https://lovetheworkmore.com/2010-2/,Findus Advert,adverbox,ok,
2010-keep-it-fresh-alukim-foil,KEEP IT FRESH,ALUKIM FOIL,JWT MEXICO CITY,2010,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=ar7NGmaMSts,https://lovetheworkmore.com/2010-2/,ActionAid: Award winning digital marketing case study (2010) | Brass Agency,Brass,ok,
2010-rockstar-intel,ROCKSTAR,INTEL,VENABLES BELL & PARTNERS SAN FRANCISCO,2010,low_title_match_vs_youtube,0.125,0.4,https://www.youtube.com/watch?v=hv5IB5ih6Dg,https://lovetheworkmore.com/2010-2/,How 2 Brothers Revolutionized Gaming - Rockstar Games - a Case Study for Entrepreneurs,Valuetainment,ok,
2010-ruo-and-ruco-shinjuku-marui,RUO AND RUCO,SHINJUKU MARUI,DRILL TOKYO,2010,low_title_match_vs_youtube,0.125,1,https://www.youtube.com/watch?v=CUOnWd431Aw,https://lovetheworkmore.com/2010-2/,I LOVE AKM(MARUI),DO999,ok,
2010-tattoo-doppelherz-calming-tablets,TATTOO,DOPPELHERZ CALMING TABLETS,SCHOLZ & FRIENDS HAMBURG,2010,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=R0Ru2FJXdQo,https://lovetheworkmore.com/2010-2/,A Smart Tattoo at CES 2017 to replace the wearable weighing you down,TechRadar,ok,
2009-72-hour-sale-scribble-volkswagen,72 HOUR SALE SCRIBBLE,VOLKSWAGEN,GREY TEL AVIV,2009,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=0NlPZfPZVnU,https://lovetheworkmore.com/2009-2/,This Volkswagen Ad Silently Roasted the Entire Female Community #volkswagen #marketing #success,Moneyprincipals,ok,
2009-cell-uk-department-for-transport,CELL,UK DEPARTMENT FOR TRANSPORT,LEO BURNETT LONDON,2009,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=bzq80hKsz3s,https://lovetheworkmore.com/2009-2/,Transport Allowance and HRA Increase #danews,Sarkari Employees,ok,
2009-cross-x-lines-t-circles-oo-epa,"CROSS (X), LINES (T), CIRCLES (OO)",EPA,BBDO SÃO PAULO,2009,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=CSW09blAyMk,https://lovetheworkmore.com/2009-2/,A Cross-Border DTC Case Study Combining Spiritual Products and Retail Strategy,Airsang Graphic Design,ok,
2009-half-price-smart,HALF PRICE,SMART,PONTO DE CRIAÇÃO SÃO PAULO,2009,low_title_match_vs_youtube,0.125,0.6,https://www.youtube.com/watch?v=dYiYH2SLtGQ,https://lovetheworkmore.com/2009-2/,🌟 Successful Case Study Of A Coffee Shop Using Google Smart Ads 🌟,Analytical Growth,ok,
2009-keyboard-hi-fi-lamp-siemens,"KEYBOARD, HI-FI, LAMP",SIEMENS,LEO BURNETT HONG KONG,2009,low_title_match_vs_youtube,0.125,0.6,https://www.youtube.com/watch?v=Lb5wvNQO2Ys,https://lovetheworkmore.com/2009-2/,Raspberry Pi Keyboard Computer – The Ultimate Portable Setup! 💻✨,Vision Of America,ok,
2009-organize-your-head-3m-post-it,ORGANIZE YOUR HEAD,3M POST-IT,PUBLICIS PETALING JAYA,2009,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=b9Bhh6B6xio,https://lovetheworkmore.com/2009-2/,3 Mobile - Post It Case Study,skateboyLu,ok,
2009-tear-heartbeat-goosebumps-zurcher-kammerorchester,"TEAR, HEARTBEAT, GOOSEBUMPS",ZURCHER KAMMERORCHESTER,HAVAS ZURICH,2009,low_title_match_vs_youtube,0.125,1,https://www.youtube.com/watch?v=e7vmfqsrUt8,https://lovetheworkmore.com/2009-2/,"They are the unseen guardians of every heartbeat, every breath, and every safe recovery.",MGM Healthcare,ok,
2009-the-elusive-coaster-miller-brands,THE ELUSIVE COASTER,MILLER BRANDS,OGILVY BANGALORE,2009,low_title_match_vs_youtube,0.125,1,https://www.youtube.com/watch?v=Sb9IF7wBnus,https://lovetheworkmore.com/2009-2/,Why All Brands Should Study Stanley Cup CEO Terence Reilly's Marketing Masterclass,Forbes,ok,
2008-3d-ball-big-big-sweets,3D BALL,BIG BIG SWEETS,LEO BURNETT SÃO PAULO,2008,low_title_match_vs_youtube,0.125,0.6,https://www.youtube.com/watch?v=exR8Ws3i31Y,https://lovetheworkmore.com/2008-2/,The ball of a pen loosing ink while rolling over paper.,macrofying,ok,
2008-alley-park-toilet-safeguard,"ALLEY, PARK, TOILET",SAFEGUARD,SAATCHI & SAATCHI PETALING JAYA,2008,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=mCRpZFUw2ok,https://lovetheworkmore.com/2008-2/,Aqua Skoot style water slide at Wild Water Adventure Park! #shorts,Alex Ojeda,ok,
2008-bush-sport-factory-outlet,BUSH,SPORT FACTORY OUTLET,RUF LANZ ZURICH,2008,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=Za_RddoT1yU,https://lovetheworkmore.com/2008-2/,[Case Study] Sport Chek introduces Retail Lab powered by Samsung,Samsung,ok,
2008-faded-films-bravia,FADED FILMS,BRAVIA,EURO RSCG BUENOS AIRES,2008,low_title_match_vs_youtube,0.125,0.6,https://www.youtube.com/watch?v=VTvxKhwizj8,https://lovetheworkmore.com/2008-2/,SONY BRAVIA brings family together by the magic of film experience.​,Retail SriLanka,ok,
2008-fast-news-gruner-jahr,FAST NEWS,GRUNER & JAHR,GRABARZ & PARTNER HAMBURG,2008,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=U64b05UzfDQ,https://lovetheworkmore.com/2008-2/,"Off The Record | The Google News Initiative @ re:publica in Berlin, Germany",Google News Initiative,ok,
2008-get-it-straight-bosch,GET IT STRAIGHT,BOSCH,JUNG VON MATT STUTTGART,2008,low_title_match_vs_youtube,0.125,0.6,https://www.youtube.com/watch?v=4A3J2QHe0lc,https://lovetheworkmore.com/2008-2/,Bosch Campaign Case Study,AGA Communication Network,ok,
2008-knocked-out-yang-chang-recoil,KNOCKED OUT,YANG CHANG RECOIL,OGILVY SHANGHAI,2008,low_title_match_vs_youtube,0.125,1,https://www.youtube.com/watch?v=N6l2yfpLU4E,https://lovetheworkmore.com/2008-2/,repair a pull starter recoil,Repairing Shorts,ok,
2008-peter-annie-emily-cerca,"PETER, ANNIE, EMILY",CERCA,HAVAS SÃO PAULO,2008,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=dK8UFfHCdlk,https://lovetheworkmore.com/2008-2/,Go Behind The Scenes with David Droga and Emily Anderson | YouTube Advertisers,YouTube Advertisers,ok,
2008-scientist-general-spy-bonafide,"SCIENTIST, GENERAL, SPY",BONAFIDE,CRAVEROLA BUENOS AIRES,2008,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=MChTfg6L3BM,https://lovetheworkmore.com/2008-2/,What mistakes do murderers make? Forensic Scientist explains.,LADbible Stories,ok,
2008-uk-mumbai-emirates,"UK, MUMBAI",EMIRATES,LEAN MEAN FIGHTING MACHINE LONDON,2008,low_title_match_vs_youtube,0.125,0.4,https://www.youtube.com/watch?v=2hTsbBsp8Zc,https://lovetheworkmore.com/2008-2/,Emirates Case Study Video,CHRISTINE KIM,ok,
2005-berlin-a-e-television-networks,BERLIN,A&E TELEVISION NETWORKS,GROUND ZERO LOS ANGELES,2005,low_title_match_vs_youtube,0.125,0.6,https://www.youtube.com/watch?v=G29Ji1WcRfA,https://lovetheworkmore.com/2005-2/,German Ambulance responding in Berlin,Hello Hello,ok,
2005-beyond-technical-spiritual-guru,BEYOND TECHNICAL. SPIRITUAL,GURU,SID LEE MONTREAL,2005,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=6t1gYG4YTxc,https://lovetheworkmore.com/2005-2/,There is always beyond #God #beyond,Wellbeing krishna,ok,
2005-grip-pads-towels-axe,"GRIP PADS, TOWELS",AXE,BBH NEW YORK,2005,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=V7cLRgVhWTo,https://lovetheworkmore.com/2005-2/,Axe Effect | Why their campaign was short lived?,Marketing Mind,ok,
2005-hindenburg-a-e-television-networks,HINDENBURG,A&E TELEVISION NETWORKS,GROUND ZERO LOS ANGELES,2005,low_title_match_vs_youtube,0.125,0.6,https://www.youtube.com/watch?v=kg1ky5neblM,https://lovetheworkmore.com/2005-2/,The TRUTH Behind the Hindenburg Disaster | History's Greatest Mysteries (Season 5),HISTORY,ok,
2005-kid-lady-forest-pedigree,"KID, LADY, FOREST",PEDIGREE,TBWA\BOULOGNE-BILLANCOURT,2005,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=6XI10h1mcQ4,https://lovetheworkmore.com/2005-2/,PEDIGREE® | Human Guides | Case,AlmapBBDO,ok,
2005-normandy-a-e-television-networks,NORMANDY,A&E TELEVISION NETWORKS,GROUND ZERO LOS ANGELES,2005,low_title_match_vs_youtube,0.125,0.6,https://www.youtube.com/watch?v=fjZfaBvZx30,https://lovetheworkmore.com/2005-2/,CW: Launching a Television Network Case Solution & Analysis- TheCaseSolutions.com,TheCaseSolutions com,ok,
2005-phone-numbers-mckinsey-company,PHONE NUMBERS,MCKINSEY & COMPANY,RUF LANZ ZURICH,2005,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=IUj0b-vVj60,https://lovetheworkmore.com/2005-2/,Secret of Getting into McKinsey that (No one will tell you about),Shatakshi Sharma (all things career & lifestyle),ok,
2005-soldier-karate-spy-ephydrol,"SOLDIER, KARATE, SPY",EPHYDROL,TBWA\BOULOGNE-BILLANCOURT,2005,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=PZ-h_Ho0TSU,https://lovetheworkmore.com/2005-2/,#karate #referee#seminar,Kishwa sports ,ok,
2005-squished-concert-thomson-rca,SQUISHED CONCERT,THOMSON/RCA,PUBLICIS NEW YORK,2005,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=nud5NZODySU,https://lovetheworkmore.com/2005-2/,Concert phone bans,Cronkite News,ok,
2005-station-main-square-bel-group,"STATION, MAIN SQUARE",BEL GROUP,SAATCHI & SAATCHI MADRID,2005,low_title_match_vs_youtube,0.125,1,https://www.youtube.com/watch?v=abj9rKS1RqY,https://lovetheworkmore.com/2005-2/,SPIES Case study video (square),Creative Upfront,ok,
2005-straws-sideflip-y-yoga-center,STRAWS-SIDEFLIP,Y+ YOGA CENTER,LEO BURNETT SHANGHAI,2005,low_title_match_vs_youtube,0.125,0.8,https://www.youtube.com/watch?v=d3CL8aO3ksw,https://lovetheworkmore.com/2005-2/,*Yoga Studio CASE STUDY* | Yoga Marketer,Yoga Marketer,ok,
