id,year,brand,case_name,youtube_url
super-bowl-2017-ispot-aqi8,2017,Snickers,Super Bowl 2017 Teaser: Horse Casting Part 2,https://www.youtube.com/watch?v=mPnIrE_EtdA
super-bowl-2017-ispot-aqia,2017,Snickers,Super Bowl 2017 Teaser: Dead Cowboy Casting,https://www.youtube.com/watch?v=es1n5OXjCVI
super-bowl-2017-ispot-aqix,2017,Snickers,Super Bowl 2017 Teaser: Horse Casting,https://www.youtube.com/watch?v=mPnIrE_EtdA
super-bowl-2017-ispot-aqjh,2017,Pepsi,Super Bowl 2017 Teaser: Countdown: 10 Days: Paws Up Little Monsters,https://www.youtube.com/watch?v=1pdQapwIvXM
super-bowl-2017-ispot-aqjw,2017,GNC,Super Bowl 2017 Teaser: Courage to Change: Trevor,https://www.youtube.com/watch?v=vcUHH1oXYGA
super-bowl-2017-ispot-aqke,2017,Squarespace,Super Bowl 2017 Pre-Release: Who Is JohnMalkovich.com?,https://www.youtube.com/watch?v=9lG2VXfIrZk
super-bowl-2017-ispot-aql5,2017,GNC,Super Bowl 2017 Teaser: Courage to Change: Jack,https://www.youtube.com/watch?v=cZ9t_k-KXQM
super-bowl-2017-ispot-aqlu,2017,Kia,Super Bowl 2017 Teaser: Iceberg [T1],https://www.youtube.com/watch?v=aEVDs1ozD5E
super-bowl-2017-ispot-aqoc,2017,Pepsi,Super Bowl 2017 Teaser: Countdown: 14 Days Until Gaga Slays,https://www.youtube.com/watch?v=1pdQapwIvXM
super-bowl-2017-ispot-aqov,2017,Pepsi,Super Bowl 2017 Teaser: Countdown: 13 Days,https://www.youtube.com/watch?v=1pdQapwIvXM
super-bowl-2017-ispot-aqql,2017,Pepsi Zero Sugar,Super Bowl 2017 Teaser: Countdown: 12 Days,https://www.youtube.com/watch?v=mjrdywp5nyE
super-bowl-2017-ispot-aqvk,2017,Kia,Super Bowl 2017 Teaser: Run [T1],https://www.youtube.com/watch?v=aEVDs1ozD5E
super-bowl-2017-ispot-aqxu,2017,Snickers,Super Bowl 2017 Teaser: Curtains,https://www.youtube.com/watch?v=es1n5OXjCVI
super-bowl-2018-ispot-waat,2018,NBC,Pre-Release: A Special Message From This Is Us,https://www.youtube.com/watch?v=3e8mfBChdmc
super-bowl-2018-ispot-wadw,2018,NBC,Pre-Release: Elevator,https://www.youtube.com/watch?v=3e8mfBChdmc
super-bowl-2018-ispot-wai0,2018,PepsiCo,Doritos Blaze vs. Mountain Dew Ice: Battle,https://www.youtube.com/watch?v=wqTPzymlkZ4
super-bowl-2018-ispot-wai2,2018,Mercedes-Benz,Off the Line [T1],https://www.youtube.com/watch?v=kWvhtB0SbU8
super-bowl-2018-ispot-wai3,2018,NBC,2018 PyeongChang Winter Olympics: Ceremony,https://www.youtube.com/watch?v=qasgVIb7VSU
super-bowl-2018-ispot-wai4,2018,Bud Light,The Bud Knight,https://www.youtube.com/watch?v=gfwbEA7ODSo
super-bowl-2018-ispot-wai6,2018,Pizza Hut,Free Pizza Faster,https://www.youtube.com/watch?v=gUjvYV_xBXA
super-bowl-2018-ispot-wai8,2018,uCool,Heroes Arena: Conquer Your Battles,https://www.youtube.com/watch?v=H_yJ_4pHgS8
super-bowl-2018-ispot-waia,2018,Ram Trucks,Vikings [T1],https://www.youtube.com/watch?v=rv1qDKmo-ss
super-bowl-2018-ispot-waib,2018,U.S. Bank,No Dogs Allowed,https://www.youtube.com/watch?v=qGvJCahTWLk
super-bowl-2018-ispot-waic,2018,SKECHERS,First Class for Your Feet,https://www.youtube.com/watch?v=oz73ZQwWoAU
super-bowl-2018-ispot-waie,2018,Wendy's,Iceberg,https://www.youtube.com/watch?v=pBqTv9HWioI
super-bowl-2018-ispot-waif,2018,Turkish Airlines,Five Senses,https://www.youtube.com/watch?v=vjWkLyTqrG0
super-bowl-2018-ispot-waih,2018,NBC,Rise: Lost in the Music,https://www.youtube.com/watch?v=W2pH1Vq6IKQ
super-bowl-2018-ispot-waii,2018,NBC,The Tonight Show: Stay Tuned,https://www.youtube.com/watch?v=3e8mfBChdmc
super-bowl-2018-ispot-waij,2018,M&M's,Human,https://www.youtube.com/watch?v=s3pd9IRxyss
super-bowl-2018-ispot-wain,2018,NFL,Eagles Super Bowl Picture,https://www.youtube.com/watch?v=YKCbv67R_XA
super-bowl-2018-ispot-waio,2018,MassMutual,The Unsung,https://www.youtube.com/watch?v=vPPJMCS-6LY
super-bowl-2018-ispot-waip,2018,Tide,It's a Tide Ad,https://www.youtube.com/watch?v=zpaLHwwYxE8
super-bowl-2018-ispot-waiq,2018,Hulu,Castle Rock,https://www.youtube.com/watch?v=2xjCR4s-RIs
super-bowl-2018-ispot-wair,2018,TD Ameritrade,All Evening Long,https://www.youtube.com/watch?v=hg-8iZwBEWA
super-bowl-2018-ispot-wais,2018,YouTube TV,The Live Shows You Love,https://www.youtube.com/watch?v=d4vFbjdWLN8
super-bowl-2018-ispot-waiu,2018,E*TRADE from Morgan Stanley,This Is Getting Old,https://www.youtube.com/watch?v=9s_y06p_Yh4
super-bowl-2018-ispot-waiw,2018,Sprint,Do the Math and Switch to Sprint,https://www.youtube.com/watch?v=DBx2gmFz1Yg
super-bowl-2018-ispot-waix,2018,NBC,2018 PyeongChang Winter Olympics: Where?,https://www.youtube.com/watch?v=qasgVIb7VSU
super-bowl-2018-ispot-walg,2018,NBC,Pre-Release: In Session March 1,https://www.youtube.com/watch?v=rBDVmGFzTj8
super-bowl-2018-ispot-walr,2018,NBC,Pre-Release: Returning This May,https://www.youtube.com/watch?v=E3RhwRoFvm0
super-bowl-2018-ispot-wao_,2018,TurboTax,The Noise in the Attic,https://www.youtube.com/watch?v=ZMxYK-RgMWQ
super-bowl-2018-ispot-wao0,2018,NFL,Touchdown Celebrations,https://www.youtube.com/watch?v=YDfDElTyLu8
super-bowl-2018-ispot-wao1,2018,Persil ProClean,Game-Time Stain-Time,https://www.youtube.com/watch?v=iCoxiFZ1QIU
super-bowl-2018-ispot-wao2,2018,TurboTax,The Thing Under the Bed,https://www.youtube.com/watch?v=M6UA114Mdr4
super-bowl-2018-ispot-wao3,2018,Toyota,Mobility Anthem [T1],https://www.youtube.com/watch?v=HOp3VtKKz5g
super-bowl-2018-ispot-wao4,2018,Groupon,Who Wouldn't,https://www.youtube.com/watch?v=E6dwuZI2jzQ
super-bowl-2018-ispot-wao5,2018,Tourism Australia,Dundee: This Isn't a Movie,https://www.youtube.com/watch?v=XU5Nz7XZtTY
super-bowl-2018-ispot-wao6,2018,NBC,Good Girls: Done Playing Nice,https://www.youtube.com/watch?v=EXJdwEtqaSs
super-bowl-2018-ispot-wao7,2018,Quicken Loans,Translator,https://www.youtube.com/watch?v=2a_7Vz3Es8c
super-bowl-2018-ispot-wao8,2018,NBC,Today: Possibilities,https://www.youtube.com/watch?v=3e8mfBChdmc
super-bowl-2018-ispot-wao9,2018,Amazon Echo,Alexa Loses Her Voice,https://www.youtube.com/watch?v=0JgvvMnDNDc
super-bowl-2018-ispot-waoa,2018,Jeep,A Road [T1],https://www.youtube.com/watch?v=0p7NGCmnIAs
super-bowl-2018-ispot-waod,2018,Pepsi,This Is the Pepsi,https://www.youtube.com/watch?v=fa7xqkELhNE
super-bowl-2018-ispot-waoe,2018,NBC,Jesus Christ Superstar Live in Concert: Rock Your Easter Sunday!,https://www.youtube.com/watch?v=UI6pBVNlNSk
super-bowl-2018-ispot-waof,2018,HBO,Westworld: Season Two,https://www.youtube.com/watch?v=7s2hXxaEqBY
super-bowl-2018-ispot-waoh,2018,Kraft Heinz Company,Family Greatly,https://www.youtube.com/watch?v=pt9EcFI9Yf8
super-bowl-2018-ispot-waoi,2018,Wix.com,Coolest Collaboration,https://www.youtube.com/watch?v=XxvQIaCJ9Xw
super-bowl-2018-ispot-waoj,2018,NBC,2018 PyeongChang Winter Olympics: Together,https://www.youtube.com/watch?v=zka1ErjnE-o
super-bowl-2018-ispot-waok,2018,NBC,This Is Us: The Episode You Cannot Miss!,https://www.youtube.com/watch?v=JJdvo4a1zns
super-bowl-2018-ispot-waol,2018,NBC,2018 PyeongChang Winter Olympics: Lindsey Vonn,https://www.youtube.com/watch?v=2eVGfVfd4rc
super-bowl-2018-ispot-waom,2018,T-Mobile,Little Ones,https://www.youtube.com/watch?v=aruHC_1NQ7M
super-bowl-2018-ispot-waon,2018,NFL,Thumb War,https://www.youtube.com/watch?v=d8hPpgsILO8
super-bowl-2018-ispot-waoo,2018,Squarespace,Make It Happen,https://www.youtube.com/watch?v=dTRN73V9VMo
super-bowl-2018-ispot-waop,2018,Toyota,One Team [T1],https://www.youtube.com/watch?v=10TQVur5x9Y
super-bowl-2018-ispot-waoq,2018,Jeep,Jeep Jurassic [T1],https://www.youtube.com/watch?v=oMOljrWUUXc
super-bowl-2018-ispot-waor,2018,NBC,The Voice: Super Commercial,https://www.youtube.com/watch?v=bCu440GFUpo
super-bowl-2018-ispot-waos,2018,Budweiser,Stand by You,https://www.youtube.com/watch?v=eCl2VA-38mk
super-bowl-2018-ispot-waot,2018,Michelob,The Perfect Fit,https://www.youtube.com/watch?v=6synn14b_6U
super-bowl-2018-ispot-waou,2018,Monster,Getting Started,https://www.youtube.com/watch?v=D9KYVaiUwdo
super-bowl-2018-ispot-waov,2018,Michelob,I Like Beer,https://www.youtube.com/watch?v=amFrxK9WBGI
super-bowl-2018-ispot-waow,2018,Tide,It's Yet Another Tide Ad,https://www.youtube.com/watch?v=UXqngIDb-u0
super-bowl-2018-ispot-waox,2018,Blacture,Be Celebrated,https://www.youtube.com/watch?v=x0In8JxCApU
super-bowl-2018-ispot-waoy,2018,USA Network,20 Years. No Justice.,https://www.youtube.com/watch?v=27tWt_rHDIY
super-bowl-2018-ispot-waoz,2018,Pringles,WOW,https://www.youtube.com/watch?v=wnRZQo3CbXc
super-bowl-2018-ispot-waz7,2018,Telemundo,Mic Drop,https://www.youtube.com/watch?v=CtTs5gBDPT8
super-bowl-2018-ispot-waza,2018,NBC,2018 PyeongChang Winter Olympics: This Is Me,https://www.youtube.com/watch?v=fJrlOXjD_B8
super-bowl-2018-ispot-wazd,2018,NBC,This Is Us: All Your Questions Will Be Answered,https://www.youtube.com/watch?v=0D5ZTkzVPvw
super-bowl-2018-ispot-wazi,2018,Stella Artois,Taps,https://www.youtube.com/watch?v=Pc-NUcH8VOQ
super-bowl-2018-ispot-wazk,2018,Universal Destinations & Experiences,Vacation QB,https://www.youtube.com/watch?v=sfdwlCztNFI
super-bowl-2018-ispot-wazl,2018,Coca-Cola,The Wonder of Us,https://www.youtube.com/watch?v=-R-EEdvDrUU
super-bowl-2018-ispot-wazo,2018,Tide,"It's Yet Another Tide Ad, Again",https://www.youtube.com/watch?v=SgSfxyRGbuk
super-bowl-2018-ispot-wazw,2018,Jeep,Anti-Manifesto [T1],https://www.youtube.com/watch?v=OmMa4kLj-ZQ
super-bowl-2018-ispot-wazy,2018,Hyundai,Hope Detector [T1],https://www.youtube.com/watch?v=wJJqGh2HLM8
super-bowl-2018-ispot-wj4u,2018,NFL,Teaser: Dance,https://www.youtube.com/watch?v=mZKSpwX5ntQ
super-bowl-2018-ispot-wj6v,2018,NBC,Pre-Release: Nathan Chen,https://www.youtube.com/watch?v=Apw90lofQng
super-bowl-2018-ispot-wj9k,2018,NBC,Pre-Release: Let's Go Crazy,https://www.youtube.com/watch?v=rBDVmGFzTj8
super-bowl-2018-ispot-wji9,2018,Skittles,Teaser: Possible Super Bowl Ad: Sandwich,https://www.youtube.com/watch?v=pSiWkVE2_zc
super-bowl-2018-ispot-wjic,2018,Skittles,Teaser: Possible Super Bowl Ad: Floating,https://www.youtube.com/watch?v=pSiWkVE2_zc
super-bowl-2018-ispot-wjim,2018,Skittles,Teaser: Possible Super Bowl Ad: Puppet,https://www.youtube.com/watch?v=pSiWkVE2_zc
super-bowl-2018-ispot-wjiq,2018,Skittles,Teaser: Possible Super Bowl Ad: Being,https://www.youtube.com/watch?v=5w3pKYNIwvA
super-bowl-2018-ispot-wjok,2018,Skittles,Teaser: Super Important Super Bowl News,https://www.youtube.com/watch?v=nNDtSaJsSrk
super-bowl-2018-ispot-wjoz,2018,Tostitos,Teaser: Super Bowl Ads for All,https://www.youtube.com/watch?v=2DIg4oiOg_A
super-bowl-2018-ispot-wjst,2018,DURACELL,Pre-Release: Hoodie,https://www.youtube.com/watch?v=cgFZmmspBS8
super-bowl-2018-ispot-wjxl,2018,NBC,Pre-Release: Winter Olympics Best of U.S.: Chloe Kim,https://www.youtube.com/watch?v=E3RhwRoFvm0
super-bowl-2019-ispot-i16c,2019,Olay (Skin),Teaser: The Big Game Just Got More Glam,https://www.youtube.com/watch?v=MtUI3b6o5MQ
super-bowl-2019-ispot-i1qo,2019,Bumble,Teaser: In Her Court: Anthem II,https://www.youtube.com/watch?v=OmMqNgIwiW4
super-bowl-2019-ispot-i29d,2019,Pringles,Teaser: Order,https://www.youtube.com/watch?v=ygS0mcEGCMg
super-bowl-2019-ispot-i29k,2019,Pringles,Teaser: Dream,https://www.youtube.com/watch?v=ygS0mcEGCMg
super-bowl-2019-ispot-i29l,2019,Pringles,Teaser: Weather,https://www.youtube.com/watch?v=ygS0mcEGCMg
super-bowl-2019-ispot-i54y,2019,Pepsi,Teaser: Lil Jon’s Long Pour,https://www.youtube.com/watch?v=-AIqlnokKec
super-bowl-2019-ispot-i5dj,2019,Doritos,Teaser: Now It's Hot,https://www.youtube.com/watch?v=PL2A3pCpsXA
super-bowl-2019-ispot-i5dn,2019,Pepsi,Teaser: Calvin Ridley Surprises Fans in Atlanta,https://www.youtube.com/watch?v=P9ITDnwgfRc
super-bowl-2019-ispot-i5ga,2019,Bumble,Teaser: In Her Court: Anthem I,https://www.youtube.com/watch?v=OmMqNgIwiW4
super-bowl-2019-ispot-i6f3,2019,PetComfort,Teaser: Scout: Taking Care of Business,https://www.youtube.com/watch?v=StFwyqtFG0Y
super-bowl-2019-ispot-i6jp,2019,Bud Light,Teaser: NFL Playoffs,https://www.youtube.com/watch?v=z-P6OzmgCyY
super-bowl-2019-ispot-i6ra,2019,Bud Light,Teaser: Playoffs,https://www.youtube.com/watch?v=z-P6OzmgCyY
super-bowl-2019-ispot-i6rn,2019,Anheuser-Busch,Teaser: Announcement,https://www.youtube.com/watch?v=ml5oTBJAog8
super-bowl-2019-ispot-i6xc,2019,Avocados From Mexico,Teaser: Chorus,https://www.youtube.com/watch?v=NREf1YABgBw
super-bowl-2019-ispot-i6xw,2019,Budweiser,Teaser: Guess Who's Back?,https://www.youtube.com/watch?v=r0CrC-9fPq4
super-bowl-2019-ispot-ibgl,2019,Head & Shoulders,Teaser: Headstrong Ads,https://www.youtube.com/watch?v=nFjOAn0H2G8
super-bowl-2019-ispot-ibmc,2019,NFL,Teaser: NFL 100: Cake,https://www.youtube.com/watch?v=jYbwq_6Y92w
super-bowl-2019-ispot-if0t,2019,Expensify,Teaser: Expensify This,https://www.youtube.com/watch?v=FFSwqp7KL1Y
super-bowl-2019-ispot-if26,2019,Olay (Skin),Teaser: Killer Skin: Part IV,https://www.youtube.com/watch?v=MtUI3b6o5MQ
super-bowl-2019-ispot-if2n,2019,Olay (Skin),Teaser: Killer Skin: Part III,https://www.youtube.com/watch?v=MtUI3b6o5MQ
super-bowl-2019-ispot-if2p,2019,Olay (Skin),Teaser: Killer Skin: Part V,https://www.youtube.com/watch?v=MtUI3b6o5MQ
super-bowl-2019-ispot-if2y,2019,Olay (Skin),Teaser: Killer Skin: Part II,https://www.youtube.com/watch?v=MtUI3b6o5MQ
super-bowl-2019-ispot-ifbh,2019,Planters,Teaser: Catch of the Day With Mr. Peanut & A-Rod,https://www.youtube.com/watch?v=LdblnG7JAe8
super-bowl-2019-ispot-ifbp,2019,Olay (Skin),Teaser: Killer Skin: Part I,https://www.youtube.com/watch?v=MtUI3b6o5MQ
super-bowl-2019-ispot-ifen,2019,Avocados From Mexico,Teaser: Poker,https://www.youtube.com/watch?v=FZ-DK2D3ekQ
super-bowl-2019-ispot-iff0,2019,PetComfort,Teaser: Working For The Weekend,https://www.youtube.com/watch?v=_HiXD8gWKp0
super-bowl-2019-ispot-iff6,2019,Burger King,Teaser: Focus,https://www.youtube.com/watch?v=ptDFLXXjMhM
super-bowl-2019-ispot-iffd,2019,Burger King,Teaser: Art Takes Time.,https://www.youtube.com/watch?v=ptDFLXXjMhM
super-bowl-2019-ispot-ifff,2019,Pepsi,Teaser: Cardi B's Diamond Can,https://www.youtube.com/watch?v=JQtTRg95_QM
super-bowl-2019-ispot-iffk,2019,Burger King,Teaser: Preppin'.,https://www.youtube.com/watch?v=OAkRSKikSTU
super-bowl-2019-ispot-iffz,2019,Burger King,"Teaser: Testing, 1-2-3",https://www.youtube.com/watch?v=ptDFLXXjMhM
super-bowl-2019-ispot-iftm,2019,Pepsi,Teaser: Steve Carell's Decision,https://www.youtube.com/watch?v=HNOJVQGnGN0
super-bowl-2019-ispot-ifxf,2019,Doritos,Teaser: Dance Moves,https://www.youtube.com/watch?v=R1ySLdRLw2c
super-bowl-2019-ispot-ifyy,2019,M&M's,Teaser: Lock Game,https://www.youtube.com/watch?v=yG58H0OLEYo
super-bowl-2019-ispot-ig_l,2019,NFL,Teaser: NFL 100: It's On,https://www.youtube.com/watch?v=jYbwq_6Y92w
super-bowl-2019-ispot-igcf,2019,Sprint,Teaser: Brainstorming: Good Ideas,https://www.youtube.com/watch?v=u-fjDjOjdfE
super-bowl-2019-ispot-igco,2019,Sprint,Teaser: Brainstorming: Bleep,https://www.youtube.com/watch?v=u-fjDjOjdfE
super-bowl-2019-ispot-igm_,2019,Hulu,Teaser: Season Three: The Handmaid's Tale,https://www.youtube.com/watch?v=1Q9r8CtCvis
super-bowl-2019-ispot-igm8,2019,Sprint,Teaser: Brainstorming: Universe,https://www.youtube.com/watch?v=u-fjDjOjdfE
super-bowl-2019-ispot-igm9,2019,Sprint,Teaser: Brainstorming: Sass,https://www.youtube.com/watch?v=u-fjDjOjdfE
super-bowl-2019-ispot-igpj,2019,NFL,Teaser: NFL 100: Pickup,https://www.youtube.com/watch?v=jYbwq_6Y92w
super-bowl-2019-ispot-igpn,2019,NFL,Teaser: NFL 100: Love,https://www.youtube.com/watch?v=jYbwq_6Y92w
super-bowl-2019-ispot-igpu,2019,NFL,Teaser: NFL 100: Tackle,https://www.youtube.com/watch?v=jYbwq_6Y92w
super-bowl-2019-ispot-igq5,2019,Sprint,Teaser: Brainstorming: Birdhorse,https://www.youtube.com/watch?v=5UQQKRzt1M4
super-bowl-2019-ispot-igqd,2019,Sprint,Teaser: Brainstorming: Robot Beatbox,https://www.youtube.com/watch?v=39woZb4fUOQ
super-bowl-2019-ispot-igqi,2019,NFL,Teaser: NFL 100: Stay Tuned,https://www.youtube.com/watch?v=jYbwq_6Y92w
super-bowl-2019-ispot-igqu,2019,Turkish Airlines,Teaser: The Journey III,https://www.youtube.com/watch?v=pLz-dMRPZiM
super-bowl-2019-ispot-igrg,2019,SimpliSafe,Teaser: Fear Is Everywhere,https://www.youtube.com/watch?v=bjd4IhHfW5M
super-bowl-2019-ispot-igut,2019,T-Mobile,Teaser: Something Big Is Coming: Rockets,https://www.youtube.com/watch?v=gkY6A-Czfks
super-bowl-2019-ispot-iguy,2019,T-Mobile,Teaser: Something Big Is Coming: Flames,https://www.youtube.com/watch?v=-Lyay1L2wWw
super-bowl-2019-ispot-igwg,2019,NFL,Teaser: NFL 100: Going to Be Sweet,https://www.youtube.com/watch?v=jYbwq_6Y92w
super-bowl-2019-ispot-igwn,2019,NFL,Teaser: NFL 100: Video Game Master,https://www.youtube.com/watch?v=jYbwq_6Y92w
super-bowl-2019-ispot-ik66,2019,NFL,NFL 100: Dancing,https://www.youtube.com/watch?v=jYbwq_6Y92w
super-bowl-2019-ispot-ik6s,2019,NFL,NFL 100: Eating Cake,https://www.youtube.com/watch?v=s5s3zpNilD8
super-bowl-2019-ispot-is1_,2019,CBS,How Do You Define the Best?,https://www.youtube.com/watch?v=ChlM8Je3WVg
super-bowl-2019-ispot-is11,2019,BON & VIV Spiked Seltzer,The Pitch,https://www.youtube.com/watch?v=I-de8TJWyao
super-bowl-2019-ispot-is13,2019,Mint Mobile,Chunky-Style Milk? That's Not Right,https://www.youtube.com/watch?v=LhkcQbhiOiM
super-bowl-2019-ispot-is14,2019,CBS,Opportunity,https://www.youtube.com/watch?v=CfQJ4Ykmfnk
super-bowl-2019-ispot-is15,2019,M&M's,Bad Passengers,https://www.youtube.com/watch?v=e4F4L5bSISw
super-bowl-2019-ispot-is16,2019,Bumble,The Ball Is in Her Court,https://www.youtube.com/watch?v=OmMqNgIwiW4
super-bowl-2019-ispot-is18,2019,Toyota,Toni [T1],https://www.youtube.com/watch?v=OhhqAzsIF5c
super-bowl-2019-ispot-is19,2019,Sprint,Best of Both Worlds,https://www.youtube.com/watch?v=u-fjDjOjdfE
super-bowl-2019-ispot-is1a,2019,Mercedes-Benz,Say the Word [T1],https://www.youtube.com/watch?v=TfsyHQ-36Tg
super-bowl-2019-ispot-is1b,2019,Turkish Airlines,The Journey,https://www.youtube.com/watch?v=pLz-dMRPZiM
super-bowl-2019-ispot-is1c,2019,Norwegian Cruise Line,Good to Be Free: Six Offers,https://www.youtube.com/watch?v=MYG5hs4hiRI
super-bowl-2019-ispot-is1d,2019,CBS,James Does It All,https://www.youtube.com/watch?v=AiOfV514to4
super-bowl-2019-ispot-is1e,2019,Persil ProClean,The Deep Clean Level,https://www.youtube.com/watch?v=ViEIlBD6vdY
super-bowl-2019-ispot-is1f,2019,Hulu,The Handmaid's Tale Season Three: Morning Again,https://www.youtube.com/watch?v=emSRePLApSs
super-bowl-2019-ispot-is1g,2019,Olay (Skin),Killer Skin,https://www.youtube.com/watch?v=MtUI3b6o5MQ
super-bowl-2019-ispot-is1h,2019,CBS,Super Bowl Sunday,https://www.youtube.com/watch?v=Bf_D9PkiGic
super-bowl-2019-ispot-is1i,2019,T-Mobile,What's for Dinner?,https://www.youtube.com/watch?v=xEOf6mzD0iA
super-bowl-2019-ispot-is1j,2019,Showtime,Slow Motion,https://www.youtube.com/watch?v=iAhQJ88WhIw
super-bowl-2019-ispot-is1k,2019,PetComfort,Scout,https://www.youtube.com/watch?v=EpKX_xQRTd4
super-bowl-2019-ispot-is1l,2019,CBS,Go Floogle It,https://www.youtube.com/watch?v=AXtu92vvRb4
super-bowl-2019-ispot-is1m,2019,CBS,It's Almost Time,https://www.youtube.com/watch?v=ChlM8Je3WVg
super-bowl-2019-ispot-is1n,2019,Pepsi,More Than OK,https://www.youtube.com/watch?v=MtmTX7jg0mM
super-bowl-2019-ispot-is1o,2019,McDonald's,Fry Show,https://www.youtube.com/watch?v=iiWp5mAWOcI
super-bowl-2019-ispot-is1p,2019,Paramount+,Star Trek Discovery: Season Two,https://www.youtube.com/watch?v=6Fi7ZePgh8k
super-bowl-2019-ispot-is1q,2019,Planters,Mr. Peanut Is Always There in Crunch Time,https://www.youtube.com/watch?v=0BTYEXLlFdQ
super-bowl-2019-ispot-is1r,2019,CBS,Wolves and Sheep,https://www.youtube.com/watch?v=4XofrhJY1f4
super-bowl-2019-ispot-is1s,2019,Audi,Cashew [T1],https://www.youtube.com/watch?v=7x58qVzUz0U
super-bowl-2019-ispot-is1t,2019,Hyundai,The Elevator: Shopper Assurance [T1],https://www.youtube.com/watch?v=FAxQeuUKArI
super-bowl-2019-ispot-is1u,2019,Stella Artois,Change Up The Usual,https://www.youtube.com/watch?v=IX8TMYRk6_w
super-bowl-2019-ispot-is1v,2019,TurboTax,RoboChild,https://www.youtube.com/watch?v=PuxmjMdbwoE
super-bowl-2019-ispot-is1w,2019,Avocados From Mexico,Top Dog,https://www.youtube.com/watch?v=wW-R2yI_PCU
super-bowl-2019-ispot-is1x,2019,Google Assistant,100 Billion Words,https://www.youtube.com/watch?v=SZ80sYDx8e4
super-bowl-2019-ispot-is1y,2019,Bud Light,Special Delivery,https://www.youtube.com/watch?v=B0r9GZ3hlOk
super-bowl-2019-ispot-is2a,2019,Rakuten,How Do You Say,https://www.youtube.com/watch?v=wMgp_7-SbAQ
super-bowl-2019-ispot-is2c,2019,CBS,Augusta National,https://www.youtube.com/watch?v=H24y2CFCo4Y
super-bowl-2019-ispot-is2e,2019,The UPS Store,Every Ing on a Date,https://www.youtube.com/watch?v=mygJq1l6PhE
super-bowl-2019-ispot-is2h,2019,CBS,Pure Imagination,https://www.youtube.com/watch?v=4NGP8QvKvDA
super-bowl-2019-ispot-is2p,2019,NFL,It's Time,https://www.youtube.com/watch?v=sl8ooTIMk2w
super-bowl-2019-ispot-is2w,2019,TurboTax,RoboChild,https://www.youtube.com/watch?v=PuxmjMdbwoE
super-bowl-2019-ispot-is5_,2019,bubly,Michael Bublé vs. bubly,https://www.youtube.com/watch?v=I-_Uh-vZXgo
super-bowl-2019-ispot-is52,2019,CBS,Real News Every Morning,https://www.youtube.com/watch?v=AiOfV514to4
super-bowl-2019-ispot-is55,2019,NFL,The 100-Year Game,https://www.youtube.com/watch?v=WSp6mP2kuF0
super-bowl-2019-ispot-is56,2019,YouTube TV,Watch Like a Fan :60,https://www.youtube.com/watch?v=1tZg3G3OIRA
super-bowl-2019-ispot-is58,2019,Verizon,The Coach That Wouldn't Be Here: Anthony Lynn,https://www.youtube.com/watch?v=T0shJE_snSY
super-bowl-2019-ispot-is59,2019,SKECHERS,Romo Mode,https://www.youtube.com/watch?v=L6nV0cie8DA
super-bowl-2019-ispot-is5a,2019,Wix.com,Let People Find You,https://www.youtube.com/watch?v=-DINvC3o-v0
super-bowl-2019-ispot-is5c,2019,Kia,The Great Unknowns [T1],https://www.youtube.com/watch?v=ycY2wT1pF1s
super-bowl-2019-ispot-is5e,2019,Michelob,Robots,https://www.youtube.com/watch?v=qQJhz0Ib6i0
super-bowl-2019-ispot-is5f,2019,CBS,Ziva,https://www.youtube.com/watch?v=AXtu92vvRb4
super-bowl-2019-ispot-is5g,2019,ADT,"When it Comes to Smart Home Security, Trust the Pros.",https://www.youtube.com/watch?v=UgEbKpVzYDI
super-bowl-2019-ispot-is5h,2019,NFL,Inspire Change,https://www.youtube.com/watch?v=bu_kAMpCKME
super-bowl-2019-ispot-is5i,2019,DEVOUR Foods,Food Porn,https://www.youtube.com/watch?v=_2ao-aAIQlc
super-bowl-2019-ispot-is5j,2019,Netflix,Our Planet: One Team,https://www.youtube.com/watch?v=ZVjo86OEeFc
super-bowl-2019-ispot-is5k,2019,CBS,This Is Real News,https://www.youtube.com/watch?v=Am_PuTz65UM
super-bowl-2019-ispot-is5l,2019,CBS Sports Network,"Dream Big, Kid",https://www.youtube.com/watch?v=l2JXdVvuc6k
super-bowl-2019-ispot-is5m,2019,CBS,Alicia's Pep Talk,https://www.youtube.com/watch?v=IyA_4ZfVikE
super-bowl-2019-ispot-is5n,2019,CBS,Real News,https://www.youtube.com/watch?v=Am_PuTz65UM
super-bowl-2019-ispot-is5p,2019,Colgate,Close Talker,https://www.youtube.com/watch?v=4KKdTO9NsSI
super-bowl-2019-ispot-is5q,2019,CBS,NFL Greats,https://www.youtube.com/watch?v=aZ9HdyiJnfk
super-bowl-2019-ispot-is5s,2019,CBS,Alicia Keys at the Piano,https://www.youtube.com/watch?v=35eSAF1X7hk
super-bowl-2019-ispot-is5t,2019,CBS Sports Network,Moments,https://www.youtube.com/watch?v=l2JXdVvuc6k
super-bowl-2019-ispot-is5v,2019,CBS,Head Start,https://www.youtube.com/watch?v=l2JXdVvuc6k
super-bowl-2019-ispot-is5w,2019,CBS,Before There Was a Big Bang,https://www.youtube.com/watch?v=gwa9wVx8ZJ4
super-bowl-2019-ispot-is5x,2019,T-Mobile,Lyfted,https://www.youtube.com/watch?v=cTpY0T5nAp4
