id,case_name,brand,agency,year,current_award_category,current_category_bucket,suggested_category_bucket,confidence,evidence_signal,outbound_url,source_url
2002-the-tree-tectona,THE TREE,TECTONA,JEAN ET MONTMARIN LEVALLOIS-PERRET,2002,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=b4knu7oqxbk,https://lovetheworkmore.com/2002-2/
2002-tourists-citizens-against-terrorism,TOURISTS,CITIZENS AGAINST TERRORISM,HUNGRY MAN NEW YORK,2002,,,Film,0.45,fallback_default,https://www.aicpawards.com/show/tourists/,https://lovetheworkmore.com/2002-2/
2002-vending-machine-st-mungo-s,VENDING MACHINE,ST. MUNGO’S,SAATCHI & SAATCHI LONDON,2002,,,Film,0.45,fallback_default,https://eggandmatt.com/portfolio/st-mungos-vending-machine,https://lovetheworkmore.com/2002-2/
2002-window-land-rover,WINDOW,LAND ROVER,Y&R MADRID,2002,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=W4bCOxbUEiY,https://lovetheworkmore.com/2002-2/
2002-y-do-u-think-virginia-tobacco-settlement-foundation,Y DO U THINK,VIRGINIA TOBACCO SETTLEMENT FOUNDATION,WORK RICHMOND,2002,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=kUR0rNFXUmk,https://lovetheworkmore.com/2002-2/
2003-1900-9-jim-beam-jim-beam,1900-9-JIM BEAM,JIM BEAM,Y&R SYDNEY,2003,,,Film,0.45,fallback_default,https://chrisround-ideas.com/1900-9-jimbeam,https://lovetheworkmore.com/2003-2/
2003-abc-berliner-verlag,ABC,BERLINER VERLAG,SCHOLZ & FRIENDS BERLIN,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=tlgQHKgejdA,https://lovetheworkmore.com/2003-2/
2003-andy-merhol-hewlet-packard,ANDY MERHOL,HEWLET PACKARD,PALLA KOBLINGER PROXIMITY VIENNA,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=k_DSvNPIVZ8,https://lovetheworkmore.com/2003-2/
2003-bathtub-light-humidity-aunacable,"BATHTUB, LIGHT, HUMIDITY",AUNACABLE,SAATCHI & SAATCHI MADRID,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=Czy_jGWdzXg,https://lovetheworkmore.com/2003-2/
2003-beetle-delta-lloyd,BEETLE,DELTA LLOYD,L’EAU AMSTERDAM,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=_IxIcBazMls,https://lovetheworkmore.com/2003-2/
2003-beggar-server-sweeper-shoe-shine-solidary-doctors,"BEGGAR, SERVER, SWEEPER, SHOE SHINE",SOLIDARY DOCTORS,SALLES D’ARCY RIO DE JANEIRO,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=InkKGmJ-siE,https://lovetheworkmore.com/2003-2/
2003-birthday-party-unox-sausage,BIRTHDAY PARTY,UNOX SAUSAGE,TBWA\NEBOKO AMSTERDAM,2003,,,Print,0.9,\b(print|press|newspaper|magazine|poster|billboard)\b,https://www.luerzersarchive.com/en/magazine/commercial-detail/unox-29319.html,https://lovetheworkmore.com/2003-2/
2003-bixenon-bmw,BIXENON,BMW,TBWA\OHANNESBURG,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.dandad.org/awards/professional/2003/tv-cinema-advertising/12637/bi-xenon/,https://lovetheworkmore.com/2003-2/
2003-blueprint-republic-of-singapore-navy,BLUEPRINT,REPUBLIC OF SINGAPORE NAVY,SAATCHI & SAATCHI SINGAPORE,2003,,,Film,0.45,fallback_default,https://advertisingarchive.asia/ads/singapore-navy-blueprint/,https://lovetheworkmore.com/2003-2/
2003-burnt-mailing-interpolis,BURNT MAILING,INTERPOLIS,PROXIMITY AMSTELVEEN,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=dxlnsd7sIDg,https://lovetheworkmore.com/2003-2/
2003-caprimulgus-aracari-urubu-nissan,"CAPRIMULGUS, ARACARI, URUBU",NISSAN,TBWA BOULOGNE-BILLANCOURT,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=xeE4_xFeET0,https://lovetheworkmore.com/2003-2/
2003-choices-depaul,CHOICES,DEPAUL,PUBLICIS LONDON,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=d-ugYsCrQFw,https://lovetheworkmore.com/2003-2/
2003-comic-book-magazine-newspaper-kellogg-s,"COMIC BOOK, MAGAZINE, NEWSPAPER",KELLOGG’S,LEO BURNETT LISBON,2003,,,Design,0.85,\b(design|identity|branding|packaging)\b,https://www.oneclub.org/portfolio/view/-1592/reading,https://lovetheworkmore.com/2003-2/
2003-cop-trap-turkiye-is-bankasi,COP TRAP,TURKIYE IS BANKASI,RAFINERI ISTANBUL,2003,,,Film,0.45,fallback_default,https://drive.google.com/file/d/1N9bYC6W-NXoi8R6s7aDSyA3kDWVdbPF_/view?usp=drive_link,https://lovetheworkmore.com/2003-2/
2003-don-t-be-a-local-young-persons-railcard,DON’T BE A LOCAL,YOUNG PERSONS RAILCARD,CRAIK JONES LONDON,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=z4SWD5NHO18,https://lovetheworkmore.com/2003-2/
2003-don-t-delude-yourself-aids-foundation,DON’T DELUDE YOURSELF,AIDS FOUNDATION,PALLA KOBLINGER PROXIMITY VIENNA,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=FprDe8dSbwA,https://lovetheworkmore.com/2003-2/
2003-dos-por-dos-philippine-animal-welfare-society,DOS POR DOS,PHILIPPINE ANIMAL WELFARE SOCIETY,BCD PINPOINT MAKATI CITY,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=sCGWurxq3GU,https://lovetheworkmore.com/2003-2/
2003-extra-cold-diageo,EXTRA COLD,DIAGEO,LEO BURNETT SYDNEY,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=srpHJCzFHj8,https://lovetheworkmore.com/2003-2/
2003-face-of-the-future-siemens,FACE OF THE FUTURE,SIEMENS,MOTHER LONDON,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=p9-WA0cc6uk,https://lovetheworkmore.com/2003-2/
2003-farewell-ikea,FAREWELL,IKEA,"GRABARZ & PARTNER, HAMBURG",2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=bSMRD_qBgI0,https://lovetheworkmore.com/2003-2/
2003-five-people-petroleum-tve,"FIVE PEOPLE, PETROLEUM",TVE,FCB/TAPSA MADRID,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=HzevRHUEnVI,https://lovetheworkmore.com/2003-2/
2003-gate-volkswagen,GATE,VOLKSWAGEN,DDB BUENOS AIRES,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=CQ4irwe3ZDk,https://lovetheworkmore.com/2003-2/
2003-golf-matsudaira-real-estate,GOLF,MATSUDAIRA REAL ESTATE,DENTSU MATSUYAMA,2003,,,Film,0.45,fallback_default,https://adage.com/creativity/work/golf/11567,https://lovetheworkmore.com/2003-2/
2003-holiday-parties-heineken,HOLIDAY PARTIES,HEINEKEN,MINDER NEW YORK,2003,,,Film,0.45,fallback_default,https://adage.com/creativity/work/holiday-party/11957,https://lovetheworkmore.com/2003-2/
2003-ibm-financial-times-mailing-ibm,IBM FINANCIAL TIMES MAILING,IBM,HARRISON TROUGHTON WUNDERMAN LONDON,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=eST-zHoouRg,https://lovetheworkmore.com/2003-2/
2003-identity-official-website-columbia-pictures,IDENTITY OFFICIAL WEBSITE,COLUMBIA PICTURES,BIG SPACESHIP NEW YORK,2003,,,Design,0.85,\b(design|identity|branding|packaging)\b,https://www.sonypictures.com/movies/identity,https://lovetheworkmore.com/2003-2/
2003-jewel-box-mask-of-shame-rack-rectal-plough-museum-of-torture,"JEWEL BOX, MASK OF SHAME, RACK, RECTAL PLOUGH",MUSEUM OF TORTURE,LEO BURNETT PRAGUE,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=aZPi1YHmNkU,https://lovetheworkmore.com/2003-2/
2003-joao-red-cross,JOAO,RED CROSS,GOLO ADVERTISING AGENCY MAPUTO,2003,,,Film,0.45,fallback_default,https://www.joelapompe.net/2015/01/30/anti-landmines-door/,https://lovetheworkmore.com/2003-2/
2003-johnny-twist-has-arrived-pepsico,JOHNNY TWIST HAS ARRIVED!,PEPSICO,OMD MADRID,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=vx5d9_JbCtM,https://lovetheworkmore.com/2003-2/
2003-jumbo-rik-rok-jumbo-auchan,JUMBO/RIK&ROK,JUMBO/AUCHAN,OMD LISBON,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=I1gbWNyvLe0,https://lovetheworkmore.com/2003-2/
2003-licking-excuse-psychoanalysis-diesel,"LICKING, EXCUSE, PSYCHOANALYSIS",DIESEL,DIESEL MOLVENA,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=Kih2MMPHFFA,https://lovetheworkmore.com/2003-2/
2003-milesmorefriends-virgin,MILESMOREFRIENDS,VIRGIN,START CREATIVE LONDON,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=YYzobdlxFwQ,https://lovetheworkmore.com/2003-2/
2003-molson-twin-label-technology-molson,MOLSON TWIN LABEL TECHNOLOGY,MOLSON,CP+B MIAMI,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=0LPf-eRXNVs,https://lovetheworkmore.com/2003-2/
2003-one-hour-photo-american-express,ONE-HOUR PHOTO,AMERICAN EXPRESS,OGILVY PR NEW YORK,2003,,,Print,0.9,\b(print|press|newspaper|magazine|poster|billboard)\b,https://www.luerzersarchive.com/en/magazine/commercial-detail/american-express-31448.html,https://lovetheworkmore.com/2003-2/
2003-onion-sheep-esplanada-grill,"ONION, SHEEP",ESPLANADA GRILL,LEW LARA PROPAGANDA SÃO PAULO,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=djgo4Zu0KLU,https://lovetheworkmore.com/2003-2/
2003-poppy-seeds-dat-backhus-h-brauer,POPPY SEEDS,DAT BACKHUS H BRAUER,SPRINGER & JACOBY WERBUNG HAMBURG,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=huaQwqMh_4M,https://lovetheworkmore.com/2003-2/
2003-poster-watch-fat-woman-sunset-stock-photos,"POSTER, WATCH, FAT WOMAN, SUNSET",STOCK PHOTOS,ALMAPBBDO SÃO PAULO,2003,,,Film,0.45,fallback_default,https://drive.google.com/drive/folders/1LXcbZxvaMAvMvy57anH84sHdeoFrXYBO?usp=drive_link,https://lovetheworkmore.com/2003-2/
2003-public-viewing-in-tokyo-skyperfectv,PUBLIC VIEWING IN TOKYO,SKYPERFECTV!,DENTSU TOKYO,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=hPElBOujGVU,https://lovetheworkmore.com/2003-2/
2003-real-caf-real-cafe,REAL CAFÉ,REAL CAFE,PRISMA PROPAGANDA VITORIA,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=funqv0lk-F0,https://lovetheworkmore.com/2003-2/
2003-sheep-zebra-twix,"SHEEP, ZEBRA",TWIX,BBDO AUCKLAND,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=62xLWZgx4Ko,https://lovetheworkmore.com/2003-2/
2003-sitck-sydney-dogs-cats-home,SITCK,SYDNEY DOGS & CATS HOME,M&C SAATCHI SYDNEY,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=mDExeXPxE-U,https://lovetheworkmore.com/2003-2/
2003-social-experiment-dr-inkbeer,SOCIAL EXPERIMENT,DR INKBEER,EURO RSCG SINGAPORE,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=ULLzyDDnPic,https://lovetheworkmore.com/2003-2/
2003-sorry-we-tried-to-email-bol-brasil-online,"SORRY, WE TRIED TO EMAIL: BOL",BRASIL ONLINE,LDC SÃO PAULO,2003,,,Film,0.45,fallback_default,https://drive.google.com/file/d/15mlQ4A__bIByD4hmGkgp8qEPq7it8Mns/view?usp=drive_link,https://lovetheworkmore.com/2003-2/
2003-streaker-bilbao-athletic-club,STREAKER,BILBAO ATHLETIC CLUB,DIMENSION SAN SEBASTIAN,2003,,,Film,0.45,fallback_default,http://www.papik.es/en/portfolio/athletic-club-streaker/,https://lovetheworkmore.com/2003-2/
2003-talking-bubbles-sbab,TALKING BUBBLES,SBAB,TBWA STOCKHOLM,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=I5ZR0jMlxX0,https://lovetheworkmore.com/2003-2/
2003-the-getaway-sony,THE GETAWAY,SONY,TBWA\BERLIN,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=JjdMoBfEtWA,https://lovetheworkmore.com/2003-2/
2003-the-silver-shaker-campaign-v-s-group,THE SILVER SHAKER CAMPAIGN,V&S GROUP,EMERGE COPENHAGEN,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=5yD9Iz1uPoc,https://lovetheworkmore.com/2003-2/
2003-title-head-smart,TITLE HEAD,SMART,SPRINGER & JACOBY MEDIA HAMBURG,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=dYiYH2SLtGQ,https://lovetheworkmore.com/2003-2/
2003-touch-this-lebenshilfe-life-support,TOUCH THIS,LEBENSHILFE/ LIFE SUPPORT,KOLLE REBBE HAMBURG,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=ubH0GAMaN28,https://lovetheworkmore.com/2003-2/
2003-travel-agent-nh-hotels,TRAVEL AGENT,NH HOTELS,OGILVYONE MADRID,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=bO6fgGIgX7w,https://lovetheworkmore.com/2003-2/
2003-trousers-skirt-coat-jeans-bocage-eram,"TROUSERS, SKIRT, COAT, JEANS",BOCAGE-ERAM,DEVARRIEUXVILLARET PARIS,2003,,,Film,0.45,fallback_default,https://drive.google.com/drive/folders/1zejjEBxwSGYS_oXfzMVOoi-l4nvq269S?usp=drive_link,https://lovetheworkmore.com/2003-2/
2003-welcome-to-the-urban-jungle-animal-planet,WELCOME TO THE (URBAN) JUNGLE!,ANIMAL PLANET,OMD COPENHAGEN,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=cRXhKFhF9X4,https://lovetheworkmore.com/2003-2/
2003-witnness-guinness,WITNNESS,GUINNESS,KLP EURO RSCG LONDON,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=2uGo-I2I7vI,https://lovetheworkmore.com/2003-2/
2003-wm-news-t-mobile,WM-NEWS,T MOBILE,SPRINGER & JACOBY MEDIA HAMBURG,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=BUPNhBs3Nog,https://lovetheworkmore.com/2003-2/
2003-xerox-docucolor-2240-ambient-event-xerox,XEROX DOCUCOLOR 2240 AMBIENT EVENT,XEROX,WUNDERMAN LONDON,2003,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=LKhrCbvqczw,https://lovetheworkmore.com/2003-2/
2004-adidas-f50-final-round-adidas,ADIDAS F50 FINAL ROUND,ADIDAS,TEQUILA BOULOGNE-BILLANCOURT,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=3bgdKENybPk,https://lovetheworkmore.com/2004-2/
2004-asking-for-a-job-fundacio-exit,ASKING FOR A JOB,FUNDACIO EXIT,DEC PROXIMITY BARCELONA,2004,,,Film,0.45,fallback_default,https://drive.google.com/file/d/1S01arhZyNiyEkg2LtktBLFUI5Mhodxcf/view?usp=drive_link,https://lovetheworkmore.com/2004-2/
2004-bear-in-my-mind-nike,BEAR IN MY MIND,NIKE,DOUBLEYOU BARCELONA,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=oHu5bwxhfPU,https://lovetheworkmore.com/2004-2/
2004-bike-saddle-playground-outdoor-equipment-store,BIKE SADDLE,PLAYGROUND OUTDOOR EQUIPMENT STORE,AKESTAM.HOLST STOCKHOLM,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=hJYSO64NKw4,https://lovetheworkmore.com/2004-2/
2004-bmw-s7-test-drive-bmw,BMW S7 TEST DRIVE,BMW,TEQUILA BOULOGNE-BILLANCOURT,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=9EL2qGrfodY,https://lovetheworkmore.com/2004-2/
2004-camel-dog-fish-fylm-fresh,"CAMEL, DOG, FISH",FYLM FRESH,OGILVY & MATHER SINGAPORE,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=ibui0t4YLnc,https://lovetheworkmore.com/2004-2/
2004-clearer-sharper-druck-u-verlagshaus,CLEARER SHARPER,DRUCK U. VERLAGSHAUS,KOLLE REBBE WERBEAGENTUR HAMBURG,2004,,,Film,0.45,fallback_default,https://drive.google.com/file/d/1eEn65pVJT7NZF9BSppNVerQo03QTe5B_/view?usp=drive_link,https://lovetheworkmore.com/2004-2/
2004-cloth-sofa-herringbone,"CLOTH, SOFA",HERRINGBONE,M&C SAATCHI SYDNEY,2004,,,Film,0.45,fallback_default,https://www.oliverdevaris.com/herringbone-insane-tailors,https://lovetheworkmore.com/2004-2/
2004-coqueiro-network-is-on-the-air-coqueiro,COQUEIRO NETWORK IS ON THE AIR,COQUEIRO,BBDO SÃO PAULO,2004,,,Film,0.45,fallback_default,https://www.adsoftheworld.com/campaigns/war-vs-peace,https://lovetheworkmore.com/2004-2/
2004-corn-tabasco-sauce,CORN,TABASCO SAUCE,JUNG VON MATT HAMBURG,2004,,,Print,0.9,\b(print|press|newspaper|magazine|poster|billboard)\b,https://paragonanubis.wordpress.com/2011/01/23/popcorn-creativity-from-dubai/,https://lovetheworkmore.com/2004-2/
2004-diner-tv-direct-energy,DINER TV,DIRECT ENERGY,RAPP COLLINS WORLDWIDE/DALLAS IRVING,2004,,,Film,0.45,fallback_default,https://drive.google.com/file/d/1x82hj3PBat_ABgEILIe-XfzOajvM87xa/view?usp=drive_link,https://lovetheworkmore.com/2004-2/
2004-dresden-porta-nigra-chorin-monast-deutsche-sitftung-denkmalschutz,"DRESDEN, PORTA NIGRA, CHORIN MONAST",DEUTSCHE SITFTUNG DENKMALSCHUTZ,OGILVY & MATHER FRANKFURT,2004,,,Film,0.45,fallback_default,https://www.adsoftheworld.com/campaigns/bank-note,https://lovetheworkmore.com/2004-2/
2004-drill-sergeant-cockerel-water-typhoo-tea,"DRILL SERGEANT, COCKEREL, WATER",TYPHOO TEA,"CLEMMOW HORNBY INGE, LONDON",2004,,,Film,0.45,fallback_default,https://thisisnotadvertising.wordpress.com/2012/08/08/typhoo-tea-the-better-way-to-wake-up/,https://lovetheworkmore.com/2004-2/
2004-eat-what-s-on-your-plate-soda-insect-restaurant,EAT WHAT’S ON YOUR PLATE,SODA INSECT RESTAURANT,LEO BURNETT FRANKFURT,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=_mu1KYP2-8g,https://lovetheworkmore.com/2004-2/
2004-egg-what-s-in-it-for-me-egg,EGG: WHAT’S IN IT FOR ME?,EGG,LOWE PLUS LONDON,2004,,,Print,0.9,\b(print|press|newspaper|magazine|poster|billboard)\b,https://www.dandad.org/awards/professional/2004/press-advertising/13642/train-parky-wind/,https://lovetheworkmore.com/2004-2/
2004-fanta-message-in-a-bottle-coca-cola,FANTA MESSAGE IN A BOTTLE,COCA-COLA,12SNAP GERMANY MUNICH,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=PG3MNKWOZtY,https://lovetheworkmore.com/2004-2/
2004-fatty-cigarettes-british-heart-foundation,FATTY CIGARETTES,BRITISH HEART FOUNDATION,EURO RSCG WORLDWIDE LONDON,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=ef3gofQcOKk,https://lovetheworkmore.com/2004-2/
2004-favela-akatu,FAVELA,AKATU,LEO BURNETT SÃO PAULO,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=ExCYNL12h4Q,https://lovetheworkmore.com/2004-2/
2004-flor-summer-03-b4,FLOR SUMMER 03,B4,SAATCHI & SAATCHI SÃO PAULO,2004,,,Film,0.45,fallback_default,https://drive.google.com/drive/folders/1aoklIaaEKLVkfOsVeTxc-thK3bNYhHYr,https://lovetheworkmore.com/2004-2/
2004-force-is-with-cristal-beer-cristal-beer,FORCE IS WITH CRISTAL BEER,CRISTAL BEER,OMD SANTIAGO,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=oRjGWjKVjUo,https://lovetheworkmore.com/2004-2/
2004-future-vision-vodafone,FUTURE VISION,VODAFONE,VODAFONE GROUP SERVICES NEWBURY,2004,,,Radio/Audio,0.9,\b(radio|audio|podcast|sound)\b,https://ifdesign.com/en/winner-ranking/project/vodafone-future-vision/26851,https://lovetheworkmore.com/2004-2/
2004-gerbils-interoute,GERBILS,INTEROUTE,BITE LONDON,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=ViZYoYgX1gs,https://lovetheworkmore.com/2004-2/
2004-get-both-sides-veja-magazine,GET BOTH SIDES,VEJA MAGAZINE,BBDO SÃO PAULO,2004,,,Film,0.45,fallback_default,https://www.adsoftheworld.com/campaigns/war-vs-peace,https://lovetheworkmore.com/2004-2/
2004-giant-global-brand-forum,GIANT,GLOBAL BRAND FORUM,OGILVYONE WORLDWIDE SINGAPORE,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=b-TNlMoPGvw,https://lovetheworkmore.com/2004-2/
2004-god-slices-dualit,"GOD, SLICES",DUALIT,RAINEY KELLY CAMPBELL ROALFE/Y&R LONDON,2004,,,Print,0.9,\b(print|press|newspaper|magazine|poster|billboard)\b,https://adsspot.me/media/prints/dualit-slices-8dfcb3971390,https://lovetheworkmore.com/2004-2/
2004-good-cop-bad-cop-canadian-film-centre,GOOD COP BAD COP,CANADIAN FILM CENTRE,TAXI TORONTO,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.shots.net/news/view/40971-canadian-film-centre-good-cop-bad-cop,https://lovetheworkmore.com/2004-2/
2004-hero-breath-asics,HERO BREATH,ASICS,STRAWBERRYFROG AMSTERDAM,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=La0zMFsv3xk,https://lovetheworkmore.com/2004-2/
2004-hope-abbott-norge,HOPE,ABBOTT NORGE,DDB RELASJON OSLO,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=6TFv43K5CY4,https://lovetheworkmore.com/2004-2/
2004-housewives-moment-of-fame-bonux,HOUSEWIVES’ MOMENT OF FAME,BONUX,STARCOM MEDIAVEST BEIRUT,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=YdFKkYppLtM,https://lovetheworkmore.com/2004-2/
2004-hysterical-girlfriend-game-noodle-web-pot-noodle,"HYSTERICAL GIRLFRIEND GAME , NOODLE WEB",POT NOODLE,ISOBAR LONDON,2004,,,Film,0.45,fallback_default,http://simonparkin.net/pot-noodle,https://lovetheworkmore.com/2004-2/
2004-invisible-it-man-ibm,INVISIBLE IT MAN,IBM,WUNDERMAN LONDON,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=50haA_4G-7w,https://lovetheworkmore.com/2004-2/
2004-iraq-s-cultural-treasures-unesco,IRAQ’S CULTURAL TREASURES,UNESCO,HEYE & PARTNER HAMBURG,2004,,,Direct,0.85,\b(direct|direct-marketing|mailer|dm)\b,https://www.adsspot.me/media/direct-marketing/deutsche-unesco-kommission-iraqa%C2%B4s-cultural-treasures-c63fedff4be3,https://lovetheworkmore.com/2004-2/
2004-island-hopping-the-islands-of-the-bahamas-ministry-of-tourism,ISLAND HOPPING,THE ISLANDS OF THE BAHAMAS MINISTRY OF TOURISM,FALLON MINNEAPOLIS,2004,,,Film,0.45,fallback_default,https://www.commarts.com/project/23823/bahamas-island-hop-tour,https://lovetheworkmore.com/2004-2/
2004-italian-job-mini,ITALIAN JOB,MINI,BEAM BOSTON,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=2IAf9TYkhUw,https://lovetheworkmore.com/2004-2/
2004-jacaranda-dulux,JACARANDA,DULUX,MULLENLOWE JOHANNESBURG,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=AXzHBmSfOVE,https://lovetheworkmore.com/2004-2/
2004-janis-goodwink-one-show-programme,JANIS GOODWINK,ONE SHOW PROGRAMME,FALLON MINNEAPOLIS,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=mq1Psm0NDqM,https://lovetheworkmore.com/2004-2/
