id,year,brand,title,agency,current_url,query,best_adsspot_url,best_score,candidate_2,candidate_3,candidate_count
2022-we-will-become-better-lgbtnet-org,2022,LGBTNET.ORG,WE WILL BECOME BETTER,HALAL AMSTERDAM,https://www.youtube.com/watch?v=hGRkKVPpcvU,WE WILL BECOME BETTER LGBTNET.ORG 2022 site:adsspot.me/media,https://adsspot.me/media/tv-commercials/chef-boyardee-canned-food-never-outgrow-campaign-bcff42419b22,0,https://adsspot.me/media/tv-commercials/un-women-if-gender-bias-begins-with-us-it-can-end-with-us-7928c1162f64,https://adsspot.me/media/design/east-meets-west-foundation-soap-fountain-%7Bimage%7D-56a086e2fadb,4
2019-an-post-address-point,2019,ADDRESS POINT,AN POST,WUNDERMAN THOMPSON DUBLIN,http://post/address-point-pointing-a-way-back-home-for-ireland-67773,AN POST ADDRESS POINT 2019 site:adsspot.me/media,https://adsspot.me/media/tv-commercials/an-post-address-point-pointing-a-way-back-home-1a24626e500c,0.7286,https://adsspot.me/media/case-study/an-post-foreign-exchange-80427f9e17ee,https://adsspot.me/media/viral,10
2019-blink-test-jimmy-nelson-foundation,2019,JIMMY NELSON FOUNDATION,BLINK TEST,WUNDERMAN THOMPSON MUMBAI,https://www.youtube.com/watch?v=YCT6HzTqEmo,BLINK TEST JIMMY NELSON FOUNDATION 2019 site:adsspot.me/media,,,,,0
2019-block-wish-hok-elanto,2019,HOK-ELANTO,BLOCK WISH,,https://clios.com/awards/winner/digital-mobile-social-media-technique/alepa/block-wish-49298,BLOCK WISH HOK-ELANTO 2019 site:adsspot.me/media,,,,,0
2019-cards-of-knowledgement-miscarriage-association,2019,MISCARRIAGE ASSOCIATION,CARDS OF KNOWLEDGEMENT,MCCANN LONDON,https://creativepool.com/mrmlondon/projects/cards-of-acknowledgement-for-miscarriage-association-,CARDS OF KNOWLEDGEMENT MISCARRIAGE ASSOCIATION 2019 site:adsspot.me/media,,,,,0
2019-contract-translator-reclame-aqui,2019,RECLAME AQUI,CONTRACT TRANSLATOR,GREY SÃO PAULO,https://sites.wpp.com/wppedcream/2019/advertising/promo_and_activation/contract-translator,CONTRACT TRANSLATOR RECLAME AQUI 2019 site:adsspot.me/media,,,,,0
2019-dollar-agony-ripio,2019,RIPIO,DOLLAR AGONY,VMLY&R BUENOS AIRES,https://sites.wpp.com/wppedcream/2019/advertising/radio/dollar-agony?c=5e3417d9-cc54-4fa9-84d7-bd8a923a09ff,DOLLAR AGONY RIPIO 2019 site:adsspot.me/media,,,,,0
2019-e-quality-telefonica-brasil-s-a,2019,TELEFONICA BRASIL S.A.,E-QUALITY,VMLY&R SÃO PAULO,https://www.vmlyr.com/work/vivo-telefonica-brasil-e-quality,E-QUALITY TELEFONICA BRASIL S.A. 2019 site:adsspot.me/media,,,,,0
2019-nationalroastday-wendy-s,2019,WENDY’S,#NATIONALROASTDAY,VMLY&R KANSAS,https://www.vmlyr.com/work/nationalroastday,#NATIONALROASTDAY WENDY’S 2019 site:adsspot.me/media,,,,,0
2019-pass-the-bill-leaf-forward,2019,LEAF FORWARD,PASS THE BILL,RETHINK TORONTO,https://clios.com/awards/winner/innovation/leaf-forward/pass-the-bill-68582,PASS THE BILL LEAF FORWARD 2019 site:adsspot.me/media,,,,,0
2019-pride-shield-mergence-foundation,2019,ÉMERGENCE FOUNDATION,PRIDE SHIELD,RETHINK MONTREAL,https://www.youtube.com/watch?v=5GpbjNjq2Fw,PRIDE SHIELD ÉMERGENCE FOUNDATION 2019 site:adsspot.me/media,,,,,0
2019-rearranged-queens-berliner-philharmoniker,2019,BERLINER PHILHARMONIKER,REARRANGED QUEENS,SCHOLZ & FRIENDS BERLIN,https://clios.com/awards/winner/out-of-home/berliner-philharmoniker/rearranged-1-70963,REARRANGED QUEENS BERLINER PHILHARMONIKER 2019 site:adsspot.me/media,,,,,0
2019-squarespace-make-it-squarespace,2019,SQUARESPACE,SQUARESPACE MAKE IT,MJZ LOS ANGELES,https://clios.com/awards/winner/film/squarespace/make-it-72251,SQUARESPACE MAKE IT SQUARESPACE 2019 site:adsspot.me/media,,,,,0
2019-the-8-city-of-no-cars-bmv,2019,CITY OF NO CARS – BMV,THE 8,SERVICEPLAN MUNICH,https://clios.com/awards/winner/film-technique-cinematography/bmw/the-8-city-of-no-cars-70803,THE 8 CITY OF NO CARS – BMV 2019 site:adsspot.me/media,,,,,0
2019-the-commercial-that-saves-lives-ministerio-de-salud-chile,2019,MINISTERIO DE SALUD CHILE,THE COMMERCIAL THAT SAVES LIVES,VMLY&R SANTIAGO,https://www.vmlyr.com/work/ministerio-de-salud-chile-commercial-saves-lives,THE COMMERCIAL THAT SAVES LIVES MINISTERIO DE SALUD CHILE 2019 site:adsspot.me/media,,,,,0
2019-tourists-volkswagen,2019,VOLKSWAGEN,TOURISTS,BBDO SÃO PAULO,https://carlosyanke.work/Park-Assist,TOURISTS VOLKSWAGEN 2019 site:adsspot.me/media,,,,,0
2018-ake-demo-dir-komson,2018,DIR. KOMSON,AKE DEMO,SUNETA HOUSE BANGKOK,http://sunetahouse.com/video/226289889,AKE DEMO DIR. KOMSON 2018 site:adsspot.me/media,,,,,0
2018-america-just-like-the-movies-norwegian-air,2018,NORWEGIAN AIR,AMERICA. JUST LIKE THE MOVIES.,TRY OSLO,https://www.youtube.com/watch?v=CXFMQss33CQ&ab_channel=GREATADS%26LESSGREATADS%28BUTSTILLOK%29,AMERICA. JUST LIKE THE MOVIES. NORWEGIAN AIR 2018 site:adsspot.me/media,,,,,0
2018-beware-the-dangers-of-almost-the-same-toyota,2018,TOYOTA,BEWARE THE DANGERS OF ALMOST THE SAME,TOYOTA PALMERSTON NORTH,http://jakeandjoshcreative.com/beware-the-dangers-of-almost-the-same-1,BEWARE THE DANGERS OF ALMOST THE SAME TOYOTA 2018 site:adsspot.me/media,,,,,0
2018-boxes-uber,2018,UBER,BOXES,FORSMAN & BODENFORS GOTHENBURG,https://forsman.co/work/uber/boxes,BOXES UBER 2018 site:adsspot.me/media,,,,,0
2018-breathing-life-into-transit-ads-altered-carbon-netflix,2018,ALTERED CARBON NETFLIX,BREATHING LIFE INTO TRANSIT ADS,MEDIAHUB BOSTON,https://vimeopro.com/mullenlowegroup/cannes-lions-2018-winners/video/276851263,BREATHING LIFE INTO TRANSIT ADS ALTERED CARBON NETFLIX 2018 site:adsspot.me/media,,,,,0
2018-bring-back-your-smile-colgate,2018,COLGATE,BRING BACK YOUR SMILE,RED FUSE PARIS,https://www.adruby.com/print-ads/colgate-bring-back-your-white-smile,BRING BACK YOUR SMILE COLGATE 2018 site:adsspot.me/media,,,,,0
2018-carsales-autoads-carsales-com-au,2018,CARSALES.COM.AU,CARSALES AUTOADS,PROXIMITY MELBOURNE,https://clios.com/awards/winner/branded-content/carsales-com-au/autoads-43624,CARSALES AUTOADS CARSALES.COM.AU 2018 site:adsspot.me/media,,,,,0
2018-chatty-school-bus-hyundai,2018,HYUNDAI,CHATTY SCHOOL BUS,INNOCEAN SEOUL,https://clios.com/awards/winner/public-relations/hyundai-motor-company/chatty-school-bus-51247,CHATTY SCHOOL BUS HYUNDAI 2018 site:adsspot.me/media,,,,,0
2018-cheetos-museum-frito-lay,2018,FRITO LAY,CHEETOS MUSEUM,GOODBY SILVERSTEIN & PARTNERS SAN FRANCISCO,https://clios.com/awards/winner/events-experiential/cheetos/cheetos-museum-21652,CHEETOS MUSEUM FRITO LAY 2018 site:adsspot.me/media,,,,,0
2018-christmas-2117-edeka,2018,EDEKA,CHRISTMAS 2117,JUNG VON MATT HAMBURG,https://clios.com/awards/winner/film-technique-visual-effects/edeka/christmas-2117-38347,CHRISTMAS 2117 EDEKA 2018 site:adsspot.me/media,,,,,0
2018-cliffside-shop-37-5-technology,2018,37.5 TECHNOLOGY,CLIFFSIDE SHOP,WORKINPROGRESS BOULDER,https://clios.com/awards/winner/out-of-home/37-5-technology/cliffside-shop-39832,CLIFFSIDE SHOP 37.5 TECHNOLOGY 2018 site:adsspot.me/media,,,,,0
2018-coma-mini-series-getty-images-almapbbdo,2018,GETTY IMAGES (ALMAPBBDO,COMA MINI SERIES,,https://pedrocorbett.com/getty-images-coma-miniseries,COMA MINI SERIES GETTY IMAGES (ALMAPBBDO 2018 site:adsspot.me/media,,,,,0
2018-coverage-coalition-get-america-covered,2018,GET AMERICA COVERED,COVERAGE COALITION,BARTON F GRAF NEW YORK,https://clios.com/awards/winner/public-relations/get-america-covered/coverage-coalition-49303,COVERAGE COALITION GET AMERICA COVERED 2018 site:adsspot.me/media,,,,,0
2018-destination-pride-pflag-canada,2018,PFLAG CANADA,DESTINATION PRIDE,FCB/SIX TORONTO,https://clios.com/awards/winner/digital-mobile/pflag-canada/destination-pride-47165,DESTINATION PRIDE PFLAG CANADA 2018 site:adsspot.me/media,,,,,0
2018-disappearing-person-alerts-queensland-police,2018,QUEENSLAND POLICE,DISAPPEARING PERSON ALERTS,DENTSU MELBOURNE,https://www.dentsu.com/au/en/our-work/bwm-dentsu-cox-inall-change-disappearing-person-alerts,DISAPPEARING PERSON ALERTS QUEENSLAND POLICE 2018 site:adsspot.me/media,,,,,0
2018-dissolving-posters-habitat-for-humanity-brazil,2018,HABITAT FOR HUMANITY BRAZIL,DISSOLVING POSTERS,BETC SÃO PAULO,https://clios.com/health/winner/out-of-home-health-wellness/habitat-for-humanity-brazil/the-dissolving-poster-55812,DISSOLVING POSTERS HABITAT FOR HUMANITY BRAZIL 2018 site:adsspot.me/media,,,,,0
2018-don-t-let-your-loved-ones-be-the-home-for-worms-ferienzeit,2018,FERIENZEIT,DON’T LET YOUR LOVED ONES BE THE HOME FOR WORMS,SAATCHI & SAATCHI DÜSSELDORF,https://saatchi.de/arbeiten/entry/puenktlich-zur-ferienzeit-neue-reise-kampagne-fuer-elanco/,DON’T LET YOUR LOVED ONES BE THE HOME FOR WORMS FERIENZEIT 2018 site:adsspot.me/media,,,,,0
2018-easyassistance-easy-taxi,2018,EASY TAXI (,EASYASSISTANCE,,https://www.youtube.com/watch?v=xYnINEnuga8&ab_channel=%23LatinosEnCannes,EASYASSISTANCE EASY TAXI ( 2018 site:adsspot.me/media,,,,,0
2018-edeka-2117-edeka-zentrale-ag-co-kg,2018,EDEKA ZENTRALE AG & CO. KG,EDEKA 2117,MPC LONDON,https://clios.com/awards/winner/film-technique-direction/edeka/christmas-2117-38346,EDEKA 2117 EDEKA ZENTRALE AG & CO. KG 2018 site:adsspot.me/media,,,,,0
2018-el-mundo-newspaper-nuyorican-basket-doc,2018,NUYORICAN BASKET DOC,EL MUNDO NEWSPAPER,ARCO PUBLICIDAD SAN JUAN,https://clios.com/entertainment/winner/theatrical-events-experiential/nuyorican-basket-documentary/el-mundo-55413,EL MUNDO NEWSPAPER NUYORICAN BASKET DOC 2018 site:adsspot.me/media,,,,,0
2018-fifa-18-more-than-a-game-ea-games,2018,EA GAMES,FIFA 18 MORE THAN A GAME,ADAM&EVEDDB LONDON,https://www.thedrum.com/creative-works/project/adameveddb-fifa-more-game,FIFA 18 MORE THAN A GAME EA GAMES 2018 site:adsspot.me/media,,,,,0
2018-forbidden-stories-freedom-voices-network,2018,FREEDOM VOICES NETWORK (,FORBIDDEN STORIES,,https://www.youtube.com/watch?v=lhEiEIjvdOQ&ab_channel=WundermanThompsonParis,FORBIDDEN STORIES FREEDOM VOICES NETWORK ( 2018 site:adsspot.me/media,,,,,0
2018-geoff-heinz,2018,HEINZ,GEOFF,Y&R AUCKLAND,https://www.vmlyr.com/en-nz/new-zealand/work/heinz-geoff,GEOFF HEINZ 2018 site:adsspot.me/media,,,,,0
2018-give-nothing-to-racism-human-rights-commission,2018,HUMAN RIGHTS COMMISSION,GIVE NOTHING TO RACISM,BBDO WELLINGTON,https://www.clemengerbbdo.co.nz/the-work/give-nothing-to-racism,GIVE NOTHING TO RACISM HUMAN RIGHTS COMMISSION 2018 site:adsspot.me/media,,,,,0
2018-heath-immigration-jig-saw,2018,JIG SAW,“HEATH IMMIGRATION”,THE CORNER LONDON,https://www.youtube.com/watch?v=g2mPGGQDzH0&ab_channel=MassimoFiori,“HEATH IMMIGRATION” JIG SAW 2018 site:adsspot.me/media,,,,,0
2018-help-a-dane-danish-cancer-society-trygfonden,2018,DANISH CANCER SOCIETY & TRYGFONDEN,HELP A DANE,&CO / NOA COPENHAGEN,https://clios.com/health/winner/integrated-campaign-health-wellness/danish-cancer-society-trygfonden/help-a-dane-55847,HELP A DANE DANISH CANCER SOCIETY & TRYGFONDEN 2018 site:adsspot.me/media,,,,,0
2018-i-m-still-her-johan-alzheimer,2018,ALZHEIMER,I’M STILL HER: JOHAN,DDB BRUSSELS,https://ddbbrussels.prezly.com/dementia-will-never-take-away-our-beautiful-memories,I’M STILL HER: JOHAN ALZHEIMER 2018 site:adsspot.me/media,,,,,0
2018-life-saving-safecap-ford,2018,FORD,LIFE-SAVING SAFECAP,GTB SÃO PAULO,https://activationideas.com/blog/safecap,LIFE-SAVING SAFECAP FORD 2018 site:adsspot.me/media,,,,,0
2018-london-symphony-orchestra-sir-simon-rattle,2018,SIR SIMON RATTLE,LONDON SYMPHONY ORCHESTRA,SUPER UNION LONDON,https://www.superunion.com/work/london-symphony-orchestra/,LONDON SYMPHONY ORCHESTRA SIR SIMON RATTLE 2018 site:adsspot.me/media,,,,,0
2018-lynching-in-america-google-equal-justice-initiative,2018,GOOGLE & EQUAL JUSTICE INITIATIVE,LYNCHING IN AMERICA,TEAM IN HOUSE,https://www.lizvwells.com/project/lynching-in-america,LYNCHING IN AMERICA GOOGLE & EQUAL JUSTICE INITIATIVE 2018 site:adsspot.me/media,,,,,0
2018-nike-react-game-of-go-nike,2018,NIKE,NIKE REACT GAME OF GO,MEDIAMONKS AMSTERDAM,https://media.monks.com/case-studies/nike-game-of-go-real-time,NIKE REACT GAME OF GO NIKE 2018 site:adsspot.me/media,,,,,0
2018-qq-alert-reunion-after-years-tencent,2018,TENCENT,QQ ALERT: REUNION AFTER YEARS,TENCENT SHENZHEN,https://www.youtube.com/watch?v=4ZwJCTNT_Ps&ab_channel=XinYang,QQ ALERT: REUNION AFTER YEARS TENCENT 2018 site:adsspot.me/media,,,,,0
2018-r-word-avivo,2018,AVIVO,R WORD,MARKETFORCE PERTH,https://clios.com/health/winner/social-media-health-wellness/avivo/the-r-word-51228,R WORD AVIVO 2018 site:adsspot.me/media,,,,,0
2018-rat-s-tale-nz-transport-agency,2018,NZ TRANSPORT AGENCY,RAT’S TALE,FINCH SYDNEY,https://www.finchcompany.com/production/nzta-rats-tale/,RAT’S TALE NZ TRANSPORT AGENCY 2018 site:adsspot.me/media,,,,,0
2018-self-discounting-products-koctas,2018,KOCTAS,SELF DISCOUNTING PRODUCTS,DDB ISTANBUL,https://istanbul.ddb.com/en/works/koctas-self-discounting-products/,SELF DISCOUNTING PRODUCTS KOCTAS 2018 site:adsspot.me/media,,,,,0
2018-station-with-a-view-skoda,2018,SKODA,STATION WITH A VIEW,ROSAPARK PARIS,http://www.nielsvincent.fr/2018,STATION WITH A VIEW SKODA 2018 site:adsspot.me/media,,,,,0
2018-telenet-play-sports-preroll-football-match-play-sports,2018,PLAY SPORTS,TELENET PLAY SPORTS PREROLL FOOTBALL MATCH,TBWA\BRUSSELS,https://www.tbwa.be/cases/47/play-sports-preroll-football-match,TELENET PLAY SPORTS PREROLL FOOTBALL MATCH PLAY SPORTS 2018 site:adsspot.me/media,,,,,0
2018-the-canceller-reclame-aqui,2018,RECLAME AQUI,THE CANCELLER,GREY SÃO PAULO,https://www.youtube.com/watch?v=bsrmvc440SI,THE CANCELLER RECLAME AQUI 2018 site:adsspot.me/media,,,,,0
2018-the-curious-cat-book-mars,2018,MARS,THE CURIOUS CAT BOOK,BBDO SÃO PAULO,https://bbdo.com/work/5b182e5bf1e61dad7f19c63c,THE CURIOUS CAT BOOK MARS 2018 site:adsspot.me/media,,,,,0
2018-the-equality-bill-ddl-co,2018,DDL&CO,THE EQUALITY BILL,HAVAS BUENOS AIRES,https://www.youtube.com/watch?v=AHQrD2TUMdg,THE EQUALITY BILL DDL&CO 2018 site:adsspot.me/media,,,,,0
2018-the-fading-font-alzheimer-s-disease-awareness,2018,ALZHEIMER’S DISEASE AWARENESS,THE FADING FONT,MCGARRYBOWEN SHANGHAI,https://www.dentsu.com/sg/en/our-work/case-studies-the-fading-font/case-studies-mcgarrybowen-the-fading-font,THE FADING FONT ALZHEIMER’S DISEASE AWARENESS 2018 site:adsspot.me/media,,,,,0
2018-the-fall-hospital-de-amor,2018,HOSPITAL DE AMOR,THE FALL,WMCCANN SÃO PAULO,https://clios.com/health/winner/film-health-wellness/hospital-de-amor/hospital-de-amor-the-fall-48451,THE FALL HOSPITAL DE AMOR 2018 site:adsspot.me/media,,,,,0
2018-the-gallery-of-emerging-species-play-doh,2018,PLAY-DOH,THE GALLERY OF EMERGING SPECIES,DDB PARIS,https://clios.com/awards/winner/branded-content/hasbro-play-doh/the-gallery-of-emerging-species-42539,THE GALLERY OF EMERGING SPECIES PLAY-DOH 2018 site:adsspot.me/media,,,,,0
2018-the-honest-proposal-flora-tristan,2018,FLORA TRISTAN,THE HONEST PROPOSAL,CIRCUS GREY LIMA,https://www.behance.net/gallery/72409531/The-Honest-Proposal,THE HONEST PROPOSAL FLORA TRISTAN 2018 site:adsspot.me/media,,,,,0
2018-the-price-of-equality-scotiabank,2018,SCOTIABANK,THE PRICE OF EQUALITY,WUNDERMAN LIMA,https://www.youtube.com/watch?v=aD7n0N_X62Y&ab_channel=%23LatinosEnCannes,THE PRICE OF EQUALITY SCOTIABANK 2018 site:adsspot.me/media,,,,,0
2018-tiny-doll-kleenex,2018,KLEENEX,TINY DOLL,J. WALTER THOMPSON BANGKOK,https://www.wundermanthompson.com/work/tiny-doll-gentlenotweak,TINY DOLL KLEENEX 2018 site:adsspot.me/media,,,,,0
2018-voces-expertas-triple-s,2018,TRIPLE-S,VOCES EXPERTAS,J.WALTER THOMPSON SAN JUAN,https://clios.com/entertainment/winner/television-streaming-original-content/triple-s/experienced-voices-44516,VOCES EXPERTAS TRIPLE-S 2018 site:adsspot.me/media,,,,,0
2017-amazon-warriors-safe-collection-ananse,2017,ANANSE,AMAZON WARRIORS SAFE COLLECTION,LITTLE GEORGE SÃO PAULO,https://clios.com/health/winner/public-relations-health-wellness/ananse/amazon-warriors-safe-collection-31458,AMAZON WARRIORS SAFE COLLECTION ANANSE 2017 site:adsspot.me/media,,,,,0
2017-auktyon-on-the-sun-auktyon,2017,AUKTYON,AUKTYON ON THE SUN,GREAT ADVERTISING GROUP ST. PETERSBURG,https://clios.com/music/winner/innovation/auktyon-band/on-the-sun-21977,AUKTYON ON THE SUN AUKTYON 2017 site:adsspot.me/media,,,,,0
2017-brad-is-single-norwegian,2017,NORWEGIAN,BRAD IS SINGLE,TRY OSLO,https://www.youtube.com/watch?v=EKgclrmuJmM&ab_channel=TheTravelAwards,BRAD IS SINGLE NORWEGIAN 2017 site:adsspot.me/media,,,,,0
2017-bradshaw-stain-tide,2017,TIDE,BRADSHAW STAIN,SAATCHI & SAATCHI NEW YORK,https://javiercampopiano.squarespace.com/tide-bradshaw-stain,BRADSHAW STAIN TIDE 2017 site:adsspot.me/media,,,,,0
2017-darwin-einstein-mozart-autism-new-zealand,2017,AUTISM NEW ZEALAND,"DARWIN, EINSTEIN, MOZART",DDB AUCKLAND,https://www.sarshadrakeford.com/autism-nz-radio,"DARWIN, EINSTEIN, MOZART AUTISM NEW ZEALAND 2017 site:adsspot.me/media",,,,,0
2017-donotabandon-30-millions-d-amis,2017,30 MILLIONS D’AMIS,#DONOTABANDON,BUZZMAN PARIS,https://www.youtube.com/watch?v=CLn5GhTdY2c&ab_channel=DemusMC,#DONOTABANDON 30 MILLIONS D’AMIS 2017 site:adsspot.me/media,,,,,0
2017-doors-of-thrones-tourism-ireland,2017,TOURISM IRELAND,DOORS OF THRONES,PUBLICIS LONDON,https://www.youtube.com/watch?v=5KN99jVU8BI&ab_channel=TheTravelAwards,DOORS OF THRONES TOURISM IRELAND 2017 site:adsspot.me/media,,,,,0
2017-down-syndrome-answers-canadian-down-syndrome-society,2017,CANADIAN DOWN SYNDROME SOCIETY,DOWN SYNDROME ANSWERS,FCB TORONTO,http://fcbtoronto.com/our-work/down-syndrome-answers/,DOWN SYNDROME ANSWERS CANADIAN DOWN SYNDROME SOCIETY 2017 site:adsspot.me/media,,,,,0
2017-epidemics-catastrophe-deforestation-education-opel,2017,OPEL,EPIDEMICS + CATASTROPHE + DEFORESTATION + EDUCATION,Y&R MADRID,https://www.jesusmorilla.com/opel-load,EPIDEMICS + CATASTROPHE + DEFORESTATION + EDUCATION OPEL 2017 site:adsspot.me/media,,,,,0
2017-every-speed-has-a-consequence-transport-accident-commission-victoria,2017,TRANSPORT ACCIDENT COMMISSION VICTORIA,EVERY SPEED HAS A CONSEQUENCE,CLEMENGER BBDO MELBOURNE,https://clios.com/awards/winner/film/transport-accident-commission-victoria/every-speed-has-a-consequence-25727,EVERY SPEED HAS A CONSEQUENCE TRANSPORT ACCIDENT COMMISSION VICTORIA 2017 site:adsspot.me/media,,,,,0
2017-everything-in-black-white-leica,2017,LEICA,EVERYTHING IN BLACK & WHITE,F/NAZCA SAATCHI & SAATCHI SÃO PAULO,https://lobo.cx/leica-everything-in-black-and-white/,EVERYTHING IN BLACK & WHITE LEICA 2017 site:adsspot.me/media,,,,,0
2017-firecracker-kfc,2017,KFC,FIRECRACKER,IMPACT BBDO DUBAI,https://www.bestadsontv.com/ad/87354/KFC-Australia-Firecracker,FIRECRACKER KFC 2017 site:adsspot.me/media,,,,,0
2017-funeral-for-kent-sweden-s-biggest-rock-band,2017,SWEDEN’S BIGGEST ROCK BAND,FUNERAL FOR KENT,SONY MUSIC ENTERTAINMENT SWEDEN,https://www.youtube.com/watch?v=4VET8zkQsGM&ab_channel=SonyMusicLearning,FUNERAL FOR KENT SWEDEN’S BIGGEST ROCK BAND 2017 site:adsspot.me/media,,,,,0
2017-girls-of-paradise-mouvement-du-nid,2017,MOUVEMENT DU NID,GIRLS OF PARADISE,MCCANN PARIS,https://clios.com/awards/winner/audio/mouvement-du-nid/girls-of-paradise-13503,GIRLS OF PARADISE MOUVEMENT DU NID 2017 site:adsspot.me/media,,,,,0
2017-giveher5-the-ammada-trust,2017,THE AMMADA TRUST,#GIVEHER5,SAATCHI & SAATCHI MUMBAI,https://www.youtube.com/watch?v=T6PKddieRC0&ab_channel=Revolt,#GIVEHER5 THE AMMADA TRUST 2017 site:adsspot.me/media,,,,,0
2017-glitch-adidas,2017,ADIDAS,GLITCH,IRIS LONDON,https://www.wojciechzalot.com/adidas-glitch,GLITCH ADIDAS 2017 site:adsspot.me/media,,,,,0
2017-hidden-kids-volkswagen,2017,VOLKSWAGEN,HIDDEN KIDS,DDB BERLIN,https://ricardowolff.com/VOLKSWAGEN-HIDDEN-KIDS,HIDDEN KIDS VOLKSWAGEN 2017 site:adsspot.me/media,,,,,0
2017-human-by-design-square-enix,2017,SQUARE ENIX,HUMAN BY DESIGN,TURNER INTERNATIONAL ATLANTA,http://www.emchao.com/portfolio/hxd/,HUMAN BY DESIGN SQUARE ENIX 2017 site:adsspot.me/media,,,,,0
2017-i-m-ada-i-can-help-ada,2017,ADA,"I’M ADA, I CAN HELP",KBS ALBION LONDON,https://clios.com/health/winner/digital-mobile-health-wellness/ada-health-inc-/i-m-ada-i-can-help-33646,"I’M ADA, I CAN HELP ADA 2017 site:adsspot.me/media",,,,,0
2017-ikea-responds-to-balenciaga-ikea,2017,IKEA,IKEA RESPONDS TO BALENCIAGA,ACNE STOCKHOLM,https://www.tiagopinho.work/#/ikea/,IKEA RESPONDS TO BALENCIAGA IKEA 2017 site:adsspot.me/media,,,,,0
2017-jenesupportepaslesbleus-elle-simagine-nt,2017,ELLE’SIMAGINE’NT,#JENESUPPORTEPASLESBLEUS,BUZZMAN PARIS,https://clios.com/awards/winner/public-relations/elle-s-imagine-nt/jenesupportepaslesbleus-29624,#JENESUPPORTEPASLESBLEUS ELLE’SIMAGINE’NT 2017 site:adsspot.me/media,,,,,0
2017-keepers-of-the-game-dick-s-sporting-goods,2017,DICK’S SPORTING GOODS,KEEPERS OF THE GAME,TRIBECA DIGITAL STUDIOS NEW YORK,https://tribecafilm.com/studios/keepers-of-the-game,KEEPERS OF THE GAME DICK’S SPORTING GOODS 2017 site:adsspot.me/media,,,,,0
2017-marriage-market-takeover-sk-ii,2017,SK-II,MARRIAGE MARKET TAKEOVER,FORSMAN & BODENFORS STOCKHOLM,https://forsman.co/work/sk-ii/change-destiny,MARRIAGE MARKET TAKEOVER SK-II 2017 site:adsspot.me/media,,,,,0
2017-melanoma-monsters-mollie-s-fund,2017,MOLLIE’S FUND,MELANOMA MONSTERS,FCB AREA 23 NEW YORK,https://guillermoaracena.com/project/print-ads,MELANOMA MONSTERS MOLLIE’S FUND 2017 site:adsspot.me/media,,,,,0
2017-no-more-black-targets-new-york-society-for-ethical-culture,2017,NEW YORK SOCIETY FOR ETHICAL CULTURE,NO MORE BLACK TARGETS,FRED & FARID NEW YORK,https://clios.com/awards/winner/brand-design/new-york-society-for-ethical-culture/no-more-black-targets-29168,NO MORE BLACK TARGETS NEW YORK SOCIETY FOR ETHICAL CULTURE 2017 site:adsspot.me/media,,,,,0
2017-no-one-should-have-no-one-age-uk,2017,AGE UK,NO ONE SHOULD HAVE NO ONE,MG OMD LONDON,https://drum.co.uk/archives/work/no-one-should-have-no-one-at-christmas,NO ONE SHOULD HAVE NO ONE AGE UK 2017 site:adsspot.me/media,,,,,0
2017-one-source-campaign-absolut,2017,ABSOLUT,ONE SOURCE: CAMPAIGN,VMLY&R JOHANNESBURG,https://www.wpp.com/featured/work/2018/06/vml-absolut-one-source,ONE SOURCE: CAMPAIGN ABSOLUT 2017 site:adsspot.me/media,,,,,0
2017-opel-signals-opel-eye,2017,OPEL EYE,OPEL SIGNALS,Y&R MADRID,https://www.jesusmorilla.com/opel-signals,OPEL SIGNALS OPEL EYE 2017 site:adsspot.me/media,,,,,0
2017-outcast-interactive-trailer-possession-begins-cinemax,2017,CINEMAX,OUTCAST INTERACTIVE TRAILER: “POSSESSION BEGINS”,CAMPFIRE AT SAPIENTNITRO NEW YORK,https://clios.com/entertainment/winner/television-streaming-digital-mobile-technique/cinemax-outcast/outcast-interactive-trailer-possession-begins-14134,OUTCAST INTERACTIVE TRAILER: “POSSESSION BEGINS” CINEMAX 2017 site:adsspot.me/media,,,,,0
2017-paris-britney-harry-duracell,2017,DURACELL,"PARIS, BRITNEY, HARRY",GREY JOHANNESBURG,https://www.grey.africa/pf/duracell-radio-spots/,"PARIS, BRITNEY, HARRY DURACELL 2017 site:adsspot.me/media",,,,,0
2017-portrait-completed-kiwi-quality-shoe-care,2017,KIWI QUALITY SHOE CARE,PORTRAIT COMPLETED,OGILVY CHICAGO,https://www.nicolasmejia.com/kiwi-shoe-care,PORTRAIT COMPLETED KIWI QUALITY SHOE CARE 2017 site:adsspot.me/media,,,,,0
2017-protecting-us-nutcase-helmets,2017,NUTCASE HELMETS,PROTECTING US,THE COMMUNITY MIAMI,https://www.marcelopadoca.com/new-page-40,PROTECTING US NUTCASE HELMETS 2017 site:adsspot.me/media,,,,,0
2017-qq-alert-hope-never-dies-qq,2017,QQ,QQ ALERT: HOPE NEVER DIES,TENCENT SHENZHEN,https://www.youtube.com/watch?v=4ZwJCTNT_Ps&ab_channel=XinYang,QQ ALERT: HOPE NEVER DIES QQ 2017 site:adsspot.me/media,,,,,0
