id,year,brand,case_name,current_outbound_url,expected_ispot_url,source_url
super-bowl-2019-ispot-if2p,2019,Olay (Skin),Teaser: Killer Skin: Part V,https://www.youtube.com/watch?v=MtUI3b6o5MQ,https://www.ispot.tv/ad/IF2P,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-if2y,2019,Olay (Skin),Teaser: Killer Skin: Part II,https://www.youtube.com/watch?v=MtUI3b6o5MQ,https://www.ispot.tv/ad/IF2Y,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-ifbh,2019,Planters,Teaser: Catch of the Day With Mr. Peanut & A-Rod,https://www.youtube.com/watch?v=LdblnG7JAe8,https://www.ispot.tv/ad/IFBH,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-ifbp,2019,Olay (Skin),Teaser: Killer Skin: Part I,https://www.youtube.com/watch?v=MtUI3b6o5MQ,https://www.ispot.tv/ad/IFBP,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-ifen,2019,Avocados From Mexico,Teaser: Poker,https://www.youtube.com/watch?v=FZ-DK2D3ekQ,https://www.ispot.tv/ad/IFEN,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-iff0,2019,PetComfort,Teaser: Working For The Weekend,https://www.youtube.com/watch?v=_HiXD8gWKp0,https://www.ispot.tv/ad/IFF0,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-iff6,2019,Burger King,Teaser: Focus,https://www.youtube.com/watch?v=ptDFLXXjMhM,https://www.ispot.tv/ad/IFF6,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-iffd,2019,Burger King,Teaser: Art Takes Time.,https://www.youtube.com/watch?v=ptDFLXXjMhM,https://www.ispot.tv/ad/IFFD,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-ifff,2019,Pepsi,Teaser: Cardi B's Diamond Can,https://www.youtube.com/watch?v=JQtTRg95_QM,https://www.ispot.tv/ad/IFFF,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-iffk,2019,Burger King,Teaser: Preppin'.,https://www.youtube.com/watch?v=OAkRSKikSTU,https://www.ispot.tv/ad/IFFK,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-iffz,2019,Burger King,"Teaser: Testing, 1-2-3",https://www.youtube.com/watch?v=ptDFLXXjMhM,https://www.ispot.tv/ad/IFFZ,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-iftm,2019,Pepsi,Teaser: Steve Carell's Decision,https://www.youtube.com/watch?v=HNOJVQGnGN0,https://www.ispot.tv/ad/IFTM,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-ifxf,2019,Doritos,Teaser: Dance Moves,https://www.youtube.com/watch?v=R1ySLdRLw2c,https://www.ispot.tv/ad/IFXF,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-ifyy,2019,M&M's,Teaser: Lock Game,https://www.youtube.com/watch?v=yG58H0OLEYo,https://www.ispot.tv/ad/IFYY,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-ig_l,2019,NFL,Teaser: NFL 100: It's On,https://www.youtube.com/watch?v=jYbwq_6Y92w,https://www.ispot.tv/ad/IG_L,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-igcf,2019,Sprint,Teaser: Brainstorming: Good Ideas,https://www.youtube.com/watch?v=u-fjDjOjdfE,https://www.ispot.tv/ad/IGCF,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-igco,2019,Sprint,Teaser: Brainstorming: Bleep,https://www.youtube.com/watch?v=u-fjDjOjdfE,https://www.ispot.tv/ad/IGCO,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-igm_,2019,Hulu,Teaser: Season Three: The Handmaid's Tale,https://www.youtube.com/watch?v=1Q9r8CtCvis,https://www.ispot.tv/ad/IGM_,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-igm8,2019,Sprint,Teaser: Brainstorming: Universe,https://www.youtube.com/watch?v=u-fjDjOjdfE,https://www.ispot.tv/ad/IGM8,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-igm9,2019,Sprint,Teaser: Brainstorming: Sass,https://www.youtube.com/watch?v=u-fjDjOjdfE,https://www.ispot.tv/ad/IGM9,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-igpj,2019,NFL,Teaser: NFL 100: Pickup,https://www.youtube.com/watch?v=jYbwq_6Y92w,https://www.ispot.tv/ad/IGPJ,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-igpn,2019,NFL,Teaser: NFL 100: Love,https://www.youtube.com/watch?v=jYbwq_6Y92w,https://www.ispot.tv/ad/IGPN,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-igpu,2019,NFL,Teaser: NFL 100: Tackle,https://www.youtube.com/watch?v=jYbwq_6Y92w,https://www.ispot.tv/ad/IGPU,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-igq5,2019,Sprint,Teaser: Brainstorming: Birdhorse,https://www.youtube.com/watch?v=5UQQKRzt1M4,https://www.ispot.tv/ad/IGQ5,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-igqd,2019,Sprint,Teaser: Brainstorming: Robot Beatbox,https://www.youtube.com/watch?v=39woZb4fUOQ,https://www.ispot.tv/ad/IGQD,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-igqi,2019,NFL,Teaser: NFL 100: Stay Tuned,https://www.youtube.com/watch?v=jYbwq_6Y92w,https://www.ispot.tv/ad/IGQI,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-igqu,2019,Turkish Airlines,Teaser: The Journey III,https://www.youtube.com/watch?v=pLz-dMRPZiM,https://www.ispot.tv/ad/IGQU,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-igrg,2019,SimpliSafe,Teaser: Fear Is Everywhere,https://www.youtube.com/watch?v=bjd4IhHfW5M,https://www.ispot.tv/ad/IGRG,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-igut,2019,T-Mobile,Teaser: Something Big Is Coming: Rockets,https://www.youtube.com/watch?v=gkY6A-Czfks,https://www.ispot.tv/ad/IGUT,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-iguy,2019,T-Mobile,Teaser: Something Big Is Coming: Flames,https://www.youtube.com/watch?v=-Lyay1L2wWw,https://www.ispot.tv/ad/IGUY,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-igwg,2019,NFL,Teaser: NFL 100: Going to Be Sweet,https://www.youtube.com/watch?v=jYbwq_6Y92w,https://www.ispot.tv/ad/IGWG,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-igwn,2019,NFL,Teaser: NFL 100: Video Game Master,https://www.youtube.com/watch?v=jYbwq_6Y92w,https://www.ispot.tv/ad/IGWN,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-ik66,2019,NFL,NFL 100: Dancing,https://www.youtube.com/watch?v=jYbwq_6Y92w,https://www.ispot.tv/ad/IK66,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-ik6s,2019,NFL,NFL 100: Eating Cake,https://www.youtube.com/watch?v=s5s3zpNilD8,https://www.ispot.tv/ad/IK6S,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1_,2019,CBS,How Do You Define the Best?,https://www.youtube.com/watch?v=ChlM8Je3WVg,https://www.ispot.tv/ad/IS1_,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is11,2019,BON & VIV Spiked Seltzer,The Pitch,https://www.youtube.com/watch?v=I-de8TJWyao,https://www.ispot.tv/ad/IS11,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is13,2019,Mint Mobile,Chunky-Style Milk? That's Not Right,https://www.youtube.com/watch?v=LhkcQbhiOiM,https://www.ispot.tv/ad/IS13,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is14,2019,CBS,Opportunity,https://www.youtube.com/watch?v=CfQJ4Ykmfnk,https://www.ispot.tv/ad/IS14,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is15,2019,M&M's,Bad Passengers,https://www.youtube.com/watch?v=e4F4L5bSISw,https://www.ispot.tv/ad/IS15,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is16,2019,Bumble,The Ball Is in Her Court,https://www.youtube.com/watch?v=OmMqNgIwiW4,https://www.ispot.tv/ad/IS16,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is18,2019,Toyota,Toni [T1],https://www.youtube.com/watch?v=OhhqAzsIF5c,https://www.ispot.tv/ad/IS18,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is19,2019,Sprint,Best of Both Worlds,https://www.youtube.com/watch?v=u-fjDjOjdfE,https://www.ispot.tv/ad/IS19,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1a,2019,Mercedes-Benz,Say the Word [T1],https://www.youtube.com/watch?v=TfsyHQ-36Tg,https://www.ispot.tv/ad/IS1A,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1b,2019,Turkish Airlines,The Journey,https://www.youtube.com/watch?v=pLz-dMRPZiM,https://www.ispot.tv/ad/IS1B,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1c,2019,Norwegian Cruise Line,Good to Be Free: Six Offers,https://www.youtube.com/watch?v=MYG5hs4hiRI,https://www.ispot.tv/ad/IS1C,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1d,2019,CBS,James Does It All,https://www.youtube.com/watch?v=AiOfV514to4,https://www.ispot.tv/ad/IS1D,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1e,2019,Persil ProClean,The Deep Clean Level,https://www.youtube.com/watch?v=ViEIlBD6vdY,https://www.ispot.tv/ad/IS1E,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1f,2019,Hulu,The Handmaid's Tale Season Three: Morning Again,https://www.youtube.com/watch?v=emSRePLApSs,https://www.ispot.tv/ad/IS1F,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1g,2019,Olay (Skin),Killer Skin,https://www.youtube.com/watch?v=MtUI3b6o5MQ,https://www.ispot.tv/ad/IS1G,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1h,2019,CBS,Super Bowl Sunday,https://www.youtube.com/watch?v=Bf_D9PkiGic,https://www.ispot.tv/ad/IS1H,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1i,2019,T-Mobile,What's for Dinner?,https://www.youtube.com/watch?v=xEOf6mzD0iA,https://www.ispot.tv/ad/IS1I,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1j,2019,Showtime,Slow Motion,https://www.youtube.com/watch?v=iAhQJ88WhIw,https://www.ispot.tv/ad/IS1J,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1k,2019,PetComfort,Scout,https://www.youtube.com/watch?v=EpKX_xQRTd4,https://www.ispot.tv/ad/IS1K,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1l,2019,CBS,Go Floogle It,https://www.youtube.com/watch?v=AXtu92vvRb4,https://www.ispot.tv/ad/IS1L,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1m,2019,CBS,It's Almost Time,https://www.youtube.com/watch?v=ChlM8Je3WVg,https://www.ispot.tv/ad/IS1M,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1n,2019,Pepsi,More Than OK,https://www.youtube.com/watch?v=MtmTX7jg0mM,https://www.ispot.tv/ad/IS1N,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1o,2019,McDonald's,Fry Show,https://www.youtube.com/watch?v=iiWp5mAWOcI,https://www.ispot.tv/ad/IS1O,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1p,2019,Paramount+,Star Trek Discovery: Season Two,https://www.youtube.com/watch?v=6Fi7ZePgh8k,https://www.ispot.tv/ad/IS1P,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1q,2019,Planters,Mr. Peanut Is Always There in Crunch Time,https://www.youtube.com/watch?v=0BTYEXLlFdQ,https://www.ispot.tv/ad/IS1Q,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1r,2019,CBS,Wolves and Sheep,https://www.youtube.com/watch?v=4XofrhJY1f4,https://www.ispot.tv/ad/IS1R,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1s,2019,Audi,Cashew [T1],https://www.youtube.com/watch?v=7x58qVzUz0U,https://www.ispot.tv/ad/IS1S,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1t,2019,Hyundai,The Elevator: Shopper Assurance [T1],https://www.youtube.com/watch?v=FAxQeuUKArI,https://www.ispot.tv/ad/IS1T,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1u,2019,Stella Artois,Change Up The Usual,https://www.youtube.com/watch?v=IX8TMYRk6_w,https://www.ispot.tv/ad/IS1U,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1v,2019,TurboTax,RoboChild,https://www.youtube.com/watch?v=PuxmjMdbwoE,https://www.ispot.tv/ad/IS1V,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1w,2019,Avocados From Mexico,Top Dog,https://www.youtube.com/watch?v=wW-R2yI_PCU,https://www.ispot.tv/ad/IS1W,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1x,2019,Google Assistant,100 Billion Words,https://www.youtube.com/watch?v=SZ80sYDx8e4,https://www.ispot.tv/ad/IS1X,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is1y,2019,Bud Light,Special Delivery,https://www.youtube.com/watch?v=B0r9GZ3hlOk,https://www.ispot.tv/ad/IS1Y,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is2a,2019,Rakuten,How Do You Say,https://www.youtube.com/watch?v=wMgp_7-SbAQ,https://www.ispot.tv/ad/IS2A,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is2c,2019,CBS,Augusta National,https://www.youtube.com/watch?v=H24y2CFCo4Y,https://www.ispot.tv/ad/IS2C,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is2e,2019,The UPS Store,Every Ing on a Date,https://www.youtube.com/watch?v=mygJq1l6PhE,https://www.ispot.tv/ad/IS2E,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is2h,2019,CBS,Pure Imagination,https://www.youtube.com/watch?v=4NGP8QvKvDA,https://www.ispot.tv/ad/IS2H,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is2p,2019,NFL,It's Time,https://www.youtube.com/watch?v=sl8ooTIMk2w,https://www.ispot.tv/ad/IS2P,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is2w,2019,TurboTax,RoboChild,https://www.youtube.com/watch?v=PuxmjMdbwoE,https://www.ispot.tv/ad/IS2W,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is5_,2019,bubly,Michael Bublé vs. bubly,https://www.youtube.com/watch?v=I-_Uh-vZXgo,https://www.ispot.tv/ad/IS5_,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is52,2019,CBS,Real News Every Morning,https://www.youtube.com/watch?v=AiOfV514to4,https://www.ispot.tv/ad/IS52,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is55,2019,NFL,The 100-Year Game,https://www.youtube.com/watch?v=WSp6mP2kuF0,https://www.ispot.tv/ad/IS55,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is56,2019,YouTube TV,Watch Like a Fan :60,https://www.youtube.com/watch?v=1tZg3G3OIRA,https://www.ispot.tv/ad/IS56,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is58,2019,Verizon,The Coach That Wouldn't Be Here: Anthony Lynn,https://www.youtube.com/watch?v=T0shJE_snSY,https://www.ispot.tv/ad/IS58,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is59,2019,SKECHERS,Romo Mode,https://www.youtube.com/watch?v=L6nV0cie8DA,https://www.ispot.tv/ad/IS59,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is5a,2019,Wix.com,Let People Find You,https://www.youtube.com/watch?v=-DINvC3o-v0,https://www.ispot.tv/ad/IS5A,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is5c,2019,Kia,The Great Unknowns [T1],https://www.youtube.com/watch?v=ycY2wT1pF1s,https://www.ispot.tv/ad/IS5C,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is5e,2019,Michelob,Robots,https://www.youtube.com/watch?v=qQJhz0Ib6i0,https://www.ispot.tv/ad/IS5E,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is5f,2019,CBS,Ziva,https://www.youtube.com/watch?v=AXtu92vvRb4,https://www.ispot.tv/ad/IS5F,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is5g,2019,ADT,"When it Comes to Smart Home Security, Trust the Pros.",https://www.youtube.com/watch?v=UgEbKpVzYDI,https://www.ispot.tv/ad/IS5G,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is5h,2019,NFL,Inspire Change,https://www.youtube.com/watch?v=bu_kAMpCKME,https://www.ispot.tv/ad/IS5H,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is5i,2019,DEVOUR Foods,Food Porn,https://www.youtube.com/watch?v=_2ao-aAIQlc,https://www.ispot.tv/ad/IS5I,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is5j,2019,Netflix,Our Planet: One Team,https://www.youtube.com/watch?v=ZVjo86OEeFc,https://www.ispot.tv/ad/IS5J,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is5k,2019,CBS,This Is Real News,https://www.youtube.com/watch?v=Am_PuTz65UM,https://www.ispot.tv/ad/IS5K,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is5l,2019,CBS Sports Network,"Dream Big, Kid",https://www.youtube.com/watch?v=l2JXdVvuc6k,https://www.ispot.tv/ad/IS5L,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is5m,2019,CBS,Alicia's Pep Talk,https://www.youtube.com/watch?v=IyA_4ZfVikE,https://www.ispot.tv/ad/IS5M,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is5n,2019,CBS,Real News,https://www.youtube.com/watch?v=Am_PuTz65UM,https://www.ispot.tv/ad/IS5N,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is5p,2019,Colgate,Close Talker,https://www.youtube.com/watch?v=4KKdTO9NsSI,https://www.ispot.tv/ad/IS5P,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is5q,2019,CBS,NFL Greats,https://www.youtube.com/watch?v=aZ9HdyiJnfk,https://www.ispot.tv/ad/IS5Q,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is5s,2019,CBS,Alicia Keys at the Piano,https://www.youtube.com/watch?v=35eSAF1X7hk,https://www.ispot.tv/ad/IS5S,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is5t,2019,CBS Sports Network,Moments,https://www.youtube.com/watch?v=l2JXdVvuc6k,https://www.ispot.tv/ad/IS5T,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is5v,2019,CBS,Head Start,https://www.youtube.com/watch?v=l2JXdVvuc6k,https://www.ispot.tv/ad/IS5V,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is5w,2019,CBS,Before There Was a Big Bang,https://www.youtube.com/watch?v=gwa9wVx8ZJ4,https://www.ispot.tv/ad/IS5W,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is5x,2019,T-Mobile,Lyfted,https://www.youtube.com/watch?v=cTpY0T5nAp4,https://www.ispot.tv/ad/IS5X,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is61,2019,Verizon,The Team That Wouldn't Be Here,https://www.youtube.com/watch?v=GQD-6naVllM,https://www.ispot.tv/ad/IS61,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is62,2019,Bud Light,Trojan Horse Occupants,https://www.youtube.com/watch?v=9Ym0_yxG4zY,https://www.ispot.tv/ad/IS62,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is66,2019,Burger King,Andy,https://www.youtube.com/watch?v=Yszlt3w6phI,https://www.ispot.tv/ad/IS66,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is67,2019,CBS,"Then, Now, Always",https://www.youtube.com/watch?v=Ag24PICA3Ok,https://www.ispot.tv/ad/IS67,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is6a,2019,Google,Codes,https://www.youtube.com/watch?v=tl7kQOhJbmk,https://www.ispot.tv/ad/IS6A,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is6b,2019,Xbox,We All Win,https://www.youtube.com/watch?v=CncTUQgRr8k,https://www.ispot.tv/ad/IS6B,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is6f,2019,CBS,Final Ten,https://www.youtube.com/watch?v=UUp1v07dvzk,https://www.ispot.tv/ad/IS6F,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is6g,2019,CBS,Special Show,https://www.youtube.com/watch?v=ChlM8Je3WVg,https://www.ispot.tv/ad/IS6G,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is6h,2019,Pepsi,Halftime Introduction,https://www.youtube.com/watch?v=cm8fKFhvh88,https://www.ispot.tv/ad/IS6H,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is6j,2019,The Washington Post,Democracy Dies in Darkness,https://www.youtube.com/watch?v=ZDjfg8YlKHc,https://www.ispot.tv/ad/IS6J,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is6k,2019,CBS,Girl Power: CBS Cares and Girls Inc.,https://www.youtube.com/watch?v=_5GtoZKnVKs,https://www.ispot.tv/ad/IS6K,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is6l,2019,CBS,Just the First Hour,https://www.youtube.com/watch?v=35eSAF1X7hk,https://www.ispot.tv/ad/IS6L,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is6p,2019,T-Mobile,Dad?!,https://www.youtube.com/watch?v=N8iUwn8dBcQ,https://www.ispot.tv/ad/IS6P,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is6q,2019,WeatherTech,Dropped Call,https://www.youtube.com/watch?v=EpKX_xQRTd4,https://www.ispot.tv/ad/IS6Q,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is6s,2019,Michelob,The Pure Experience,https://www.youtube.com/watch?v=tknnHucl4tI,https://www.ispot.tv/ad/IS6S,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is6t,2019,Budweiser,Wind Never Felt Better,https://www.youtube.com/watch?v=M4WwVVEW8ZU,https://www.ispot.tv/ad/IS6T,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is6v,2019,CBS,Goosebumps,https://www.youtube.com/watch?v=IyA_4ZfVikE,https://www.ispot.tv/ad/IS6V,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-is6y,2019,CBS,Two Best Friends,https://www.youtube.com/watch?v=IyA_4ZfVikE,https://www.ispot.tv/ad/IS6Y,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-isld,2019,Sprint,Teaser: Brainstorming: Press Conference,https://www.youtube.com/watch?v=5UQQKRzt1M4,https://www.ispot.tv/ad/ISLD,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-islj,2019,NFL,Teaser: NFL 100: Done That,https://www.youtube.com/watch?v=jYbwq_6Y92w,https://www.ispot.tv/ad/ISLJ,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-islm,2019,T-Mobile,Teaser: Something Big Is Coming: Loading,https://www.youtube.com/watch?v=gkY6A-Czfks,https://www.ispot.tv/ad/ISLM,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-isoh,2019,Head & Shoulders,Pre-Release: Get Your Goat Rentals,https://www.youtube.com/watch?v=IWnbQn30Oms,https://www.ispot.tv/ad/ISOH,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-isoi,2019,Head & Shoulders,Pre-Release: KC Weddings to Go,https://www.youtube.com/watch?v=1qdkxovRdX8,https://www.ispot.tv/ad/ISOI,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-isol,2019,Head & Shoulders,Pre-Release: Smash Therapy,https://www.youtube.com/watch?v=DMRk6WXgUFY,https://www.ispot.tv/ad/ISOL,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-iszm,2019,YouTube TV,Watch Like a Fan,https://www.youtube.com/watch?v=1tZg3G3OIRA,https://www.ispot.tv/ad/ISZM,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-it12,2019,Amazon,Teaser: What Is the Amazon Beta Testing Program?,https://www.youtube.com/watch?v=Yzi8ssEAVn4,https://www.ispot.tv/ad/IT12,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-it1g,2019,Amazon,Teaser: What Is the Amazon Beta Testing Program?,https://www.youtube.com/watch?v=Yzi8ssEAVn4,https://www.ispot.tv/ad/IT1G,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-it1o,2019,Amazon,Teaser: What Is the Amazon Beta Testing Program?,https://www.youtube.com/watch?v=Yzi8ssEAVn4,https://www.ispot.tv/ad/IT1O,https://www.ispot.tv/events/2019-super-bowl-commercials
super-bowl-2019-ispot-it1y,2019,Amazon,"Teaser: Alexa, What Is the Amazon Beta Testing Program?",https://www.youtube.com/watch?v=r4KSxgEt8Hs,https://www.ispot.tv/ad/IT1Y,https://www.ispot.tv/events/2019-super-bowl-commercials
