id,year,brand,title,agency,current_outbound_url,query,best_score,best_video_url,best_video_title,best_thumbnail_url
2016-student-gameboy-painter-xalatan,2016,XALATAN,"STUDENT, GAMEBOY, PAINTER",MCCANN HEALTH HONG KONG,https://www.adsoftheworld.com/campaign/xalatan-mccann-04-2016,"STUDENT, GAMEBOY, PAINTER XALATAN 2016 case study",0.1111,https://www.youtube.com/watch?v=RK2gap5sajQ,Florida teacher's aide allegedly attacked by student says 'I never took the Nintendo Switch from him,https://i.ytimg.com/vi/RK2gap5sajQ/hqdefault.jpg
2016-the-barbwire-campaign-amnesty-international,2016,AMNESTY INTERNATIONAL,THE BARBWIRE CAMPAIGN,OGILVY FRANKFURT,https://clios.com/awards/winner/brand-design/amnesty-international/the-barbwire-campaign-12886,THE BARBWIRE CAMPAIGN AMNESTY INTERNATIONAL 2016 case study,,,,
2016-the-bullet-pen-ministry-of-national-education,2016,MINISTRY OF NATIONAL EDUCATION,THE BULLET PEN,MCCANN BOGOTÁ,https://clios.com/awards/winner/public-relations/the-bulletpen-12870,THE BULLET PEN MINISTRY OF NATIONAL EDUCATION 2016 case study,,,,
2016-the-dilemma-beer,2016,BEER,THE DILEMMA,STARCOM MEDIAVEST GROUP MILAN,https://clios.com/sports/winner/partnerships-sponsorships-endorsements/heineken/the-dilemma-12530,THE DILEMMA BEER 2016 case study,,,,
2016-the-full-story-het-parool,2016,HET PAROOL,THE FULL STORY,JWT AMSTERDAM,https://www.adcn.nl/archives/the-full-story,THE FULL STORY HET PAROOL 2016 case study,,,,
2016-the-sab-spike-detector-coaster-south-african-breweries,2016,SOUTH AFRICAN BREWERIES,THE SAB SPIKE DETECTOR COASTER,GEOMETRY JOHANNESBURG,https://sites.wpp.com/wppedcream/2016/direct/ambient/the_sab_spike_detector_coaster,THE SAB SPIKE DETECTOR COASTER SOUTH AFRICAN BREWERIES 2016 case study,,,,
2016-the-super-bowl-dunk-gatorade,2016,GATORADE,THE SUPER BOWL DUNK,VMLY&R KANSAS,https://clios.com/sports/winner/social-media/gatorade/the-super-bowl-dunk-12568,THE SUPER BOWL DUNK GATORADE 2016 case study,,,,
2016-ultimate-death-scene-sea-shepherd,2016,SEA SHEPHERD,ULTIMATE DEATH SCENE,THE WORKS SYDNEY,http://kimberliesanders.com/seashepherdultimatedeathscene,ULTIMATE DEATH SCENE SEA SHEPHERD 2016 case study,,,,
2016-weber-bbq-cultures-weber-grills,2016,WEBER GRILLS,WEBER BBQ CULTURES,UNCLE GREY COPENHAGEN,https://www.adcn.nl/archives/weber-bbq-cultures,WEBER BBQ CULTURES WEBER GRILLS 2016 case study,,,,
2016-whopper-sign-burger-king,2016,BURGER KING,WHOPPER SIGN,DAVID MIAMI,https://clios.com/awards/winner/social-media/burger-king/whopper-sign-13235,WHOPPER SIGN BURGER KING 2016 case study,,,,
2016-wiener-stampede-heinz,2016,HEINZ,WIENER STAMPEDE,DAVID MIAMI,https://clios.com/awards/winner/film/wiener-stampede-13289,WIENER STAMPEDE HEINZ 2016 case study,,,,
2015-a-bit-bitter-farnham,2015,FARNHAM,A BIT BITTER,LG2 QUÉBEC,https://www.adsoftheworld.com/campaign/farnham-ale-lager-lg2-12-2014,A BIT BITTER FARNHAM 2015 case study,,,,
2015-a-smile-changes-the-whole-story-crest,2015,CREST,A SMILE CHANGES THE WHOLE STORY,SAATCHI & SAATCHI MIAMI,https://www.adsoftheworld.com/campaign/crest-conill-05-2015,A SMILE CHANGES THE WHOLE STORY CREST 2015 case study,0.3333,https://www.youtube.com/watch?v=zNafBOMhzmU,The case of the missing smile | Story with lesson | Short-story | Tooth-fairy | Smile | New story |,https://i.ytimg.com/vi/zNafBOMhzmU/hqdefault.jpg
2015-blind-trip-ministry-of-transportation-and-tourism,2015,MINISTRY OF TRANSPORTATION AND TOURISM,BLIND TRIP,MARURI GREY GUAYAQUIL,https://clios.com/awards/winner/direct/ministry-of-transportation-and-tourism/blind-trip-1285,BLIND TRIP MINISTRY OF TRANSPORTATION AND TOURISM 2015 case study,,,,
2015-carpet-rug-protector-scotchgard,2015,SCOTCHGARD,CARPET & RUG PROTECTOR,MULLENLOWE SINGAPORE,https://www.adsoftheworld.com/campaign/scotchgard-lowe-12-2015,CARPET & RUG PROTECTOR SCOTCHGARD 2015 case study,,,,
2015-indifference-museo-memoria-y-tolerancia,2015,MUSEO MEMORIA Y TOLERANCIA,INDIFFERENCE,MADE MEXICO CITY,https://www.adsoftheworld.com/campaign/museum-of-memory-tolerance-made-07-2015,INDIFFERENCE MUSEO MEMORIA Y TOLERANCIA 2015 case study,,,,
2015-keep-out-of-children-s-reach-santana-drugstore,2015,SANTANA DRUGSTORE,KEEP OUT OF CHILDREN’S REACH,REVOLUTION BRAZIL,http://www.bestadsontv.com/files/print/2014/Dec/67520_EnglishSantana.jpg,KEEP OUT OF CHILDREN’S REACH SANTANA DRUGSTORE 2015 case study,,,,
2015-learning-on-the-way-adn,2015,ADN,LEARNING ON THE WAY,BBDO BOGOTA,https://clios.com/awards/winner/audio/adn/learning-on-the-way-13106,LEARNING ON THE WAY ADN 2015 case study,,,,
2015-rotten-cells-fischel-drugstores,2015,FISCHEL DRUGSTORES,ROTTEN CELLS,BBDO SAN JOSE,https://clios.com/health/winner/out-of-home/fischel-drugstores/rotten-cells-1432,ROTTEN CELLS FISCHEL DRUGSTORES 2015 case study,,,,
2015-some-stains-are-not-meant-to-disappear-green-works,2015,GREEN WORKS,SOME STAINS ARE NOT MEANT TO DISAPPEAR,ALMA MIAMI,https://www.adsoftheworld.com/campaign/green-works-alma-04-2015,SOME STAINS ARE NOT MEANT TO DISAPPEAR GREEN WORKS 2015 case study,,,,
2015-the-cancer-sutra-stupid-cancer,2015,STUPID CANCER,THE CANCER SUTRA,THE BULL-WHITE HOUSE NEW YORK,http://jephedrine.com/cancer-sutra,THE CANCER SUTRA STUPID CANCER 2015 case study,,,,
2015-the-monster-smart-launch-smart,2015,SMART,THE MONSTER-SMART LAUNCH,BBDO BERLIN,https://clios.com/awards/winner/direct/daimler-ag-smart-mm/the-monster-smart-launch-13,THE MONSTER-SMART LAUNCH SMART 2015 case study,,,,
2015-the-return-of-coach-lasso-nbc-sports,2015,NBC SPORTS,THE RETURN OF COACH LASSO,THE BROOKLYN BROTHERS NEW YORK,https://clios.com/sports/winner/film/nbc-sports/the-return-of-coach-lasso-2319,THE RETURN OF COACH LASSO NBC SPORTS 2015 case study,,,,
2015-the-weddinglope-rosenthal,2015,ROSENTHAL,THE WEDDINGLOPE,KOLLE REBBE HAMBURG,https://clios.com/awards/winner/design/rosenthal/the-weddinglope-326,THE WEDDINGLOPE ROSENTHAL 2015 case study,,,,
2015-unforgettable-shots-shopping-sp-market-caminho-de-volta-project,2015,SHOPPING SP MARKET/CAMINHO DE VOLTA PROJECT,UNFORGETTABLE SHOTS,AFRICA SÃO PAULO,https://clios.com/awards/winner/out-of-home/shopping-sp-market-projeto-caminho-de-volta/unforgettable-shots-1184,UNFORGETTABLE SHOTS SHOPPING SP MARKET/CAMINHO DE VOLTA PROJECT 2015 case study,,,,
2015-viaoptadaily-novartis,2015,NOVARTIS,VIAOPTADAILY,ARWORKS BUDAPEST,https://www.youtube.com/watch?v=1iU541hQz0c,VIAOPTADAILY NOVARTIS 2015 case study,,,,
2015-you-give-more-than-just-blood-city-of-buenos-aires,2015,CITY OF BUENOS AIRES,YOU GIVE MORE THAN JUST BLOOD,THE COMMUNITY MIAMI,https://www.adsoftheworld.com/campaign/city-of-buenos-aires-la-comunidad-12-2015,YOU GIVE MORE THAN JUST BLOOD CITY OF BUENOS AIRES 2015 case study,,,,
2014-amazing-street-hacks-watchdogs,2014,WATCHDOGS,AMAZING STREET HACKS,BETC PARIS,https://www.youtube.com/watch?v=gbswS7AcrnI&ab_channel=HavasGroup,AMAZING STREET HACKS WATCHDOGS 2014 case study,,,,
2014-blacks-gays-women-truth,2014,TRUTH,"BLACKS, GAYS, WOMEN",ARNOLD WORLDWIDE BOSTON,https://www.adsoftheworld.com/campaign/truth-arnold-06-2014,"BLACKS, GAYS, WOMEN TRUTH 2014 case study",,,,
2014-boardwalk-old-spice,2014,OLD SPICE,BOARDWALK,WIEDEN+KENNEDY PORTLAND,https://www.youtube.com/watch?v=1BOfhSVUI38&ab_channel=AdFibs.Com,BOARDWALK OLD SPICE 2014 case study,,,,
2014-cat-lady-devondale-long-life-milk,2014,DEVONDALE LONG LIFE MILK,CAT LADY,DDB MELBOURNE,https://www.youtube.com/watch?v=AqrnQ1KdR20&ab_channel=AndrewKovalenko,CAT LADY DEVONDALE LONG LIFE MILK 2014 case study,,,,
2014-central-park-conservancy-receptacles-central-park,2014,CENTRAL PARK,CENTRAL PARK CONSERVANCY RECEPTACLES,LANDOR ASSOCIATES NEW YORK,https://landor.com/work/central-park-conservancy,CENTRAL PARK CONSERVANCY RECEPTACLES CENTRAL PARK 2014 case study,,,,
2014-crack-snog-sack-road-lodge,2014,ROAD LODGE,"CRACK, SNOG, SACK",TBWA\\HUNT\\LASCARIS JOHANNESBURG,https://www.adsoftheworld.com/campaign/road-lodge-tbwa-06-2014,"CRACK, SNOG, SACK ROAD LODGE 2014 case study",,,,
2014-daddy-citroen,2014,CITROEN,DADDY,LES GAULOIS PARIS,https://www.youtube.com/watch?v=cE-1DNrcls4&ab_channel=HavasGroup,DADDY CITROEN 2014 case study,,,,
2014-diana-tunnel-napalm-girl-mandela-in-prison-mail-guardian,2014,MAIL & GUARDIAN,"DIANA TUNNEL,NAPALM GIRL,MANDELA IN PRISON",TBWA\\HUNT\\LASCARIS JOHANNESBURG,https://www.adsoftheworld.com/campaign/mail-guardian-tbwa-06-2014,"DIANA TUNNEL,NAPALM GIRL,MANDELA IN PRISON MAIL & GUARDIAN 2014 case study",,,,
2014-friend-compass-momondo,2014,MOMONDO,FRIEND COMPASS,MCCANN LONDON,https://www.youtube.com/watch?v=I2hi1wZcjOA&ab_channel=McCannParis,FRIEND COMPASS MOMONDO 2014 case study,0.5,https://www.youtube.com/watch?v=ahuDo9_sMhc,Momondo Friend Compass / Casestudy,https://i.ytimg.com/vi/ahuDo9_sMhc/hqdefault.jpg
2014-limousine-directory-golf-jewelry-jet-tinka-lottery,2014,TINKA LOTTERY,"LIMOUSINE, DIRECTORY, GOLF, JEWELRY, JET",PUBLICIS LIMA,https://www.adsoftheworld.com/campaign/tinka-lottery-publicis-06-2014,"LIMOUSINE, DIRECTORY, GOLF, JEWELRY, JET TINKA LOTTERY 2014 case study",,,,
2014-nature-is-tricky-jeep-leo-burnett-tailor-made-s,2014,JEEP (LEO BURNETT TAILOR MADE S,NATURE IS TRICKY,,https://www.adsoftheworld.com/campaign/jeep-leo-burnett-07-2014,NATURE IS TRICKY JEEP (LEO BURNETT TAILOR MADE S 2014 case study,,,,
2014-plastic-bag-kids-grandma-dudes-sm-eco-bag,2014,SM ECO BAG,"PLASTIC BAG: KIDS, GRANDMA, DUDES",LOWE MAKATI CITY,https://www.adsoftheworld.com/campaign/sm-eco-bag-lowe-06-2014,"PLASTIC BAG: KIDS, GRANDMA, DUDES SM ECO BAG 2014 case study",,,,
2014-punks-duck-hunters-bikers-rothammer,2014,ROTHAMMER,"PUNKS, DUCK HUNTERS, BIKERS",PROLAM Y&R SANTIAGO,https://www.adsoftheworld.com/campaign/rothhammer-yr-06-2014,"PUNKS, DUCK HUNTERS, BIKERS ROTHAMMER 2014 case study",,,,
2014-rebirth-of-sound-dtac,2014,DTAC,REBIRTH OF SOUND,Y&R BANGKOK,https://www.wppstream.com/wpp/wppedcream/2015/healthcare/public-service/rebirth_of_sound,REBIRTH OF SOUND DTAC 2014 case study,,,,
2014-remote-control-tourist-melbourne,2014,MELBOURNE,REMOTE CONTROL TOURIST,TOOL LOS ANGELES,https://www.toolofna.com/work/remote-control-tourist,REMOTE CONTROL TOURIST MELBOURNE 2014 case study,,,,
2014-roquefort-pistache-jamon-santa-casa-de-miseric-rdia,2014,SANTA CASA DE MISERICÓRDIA,"ROQUEFORT, PISTACHE, JAMON",Y&R SÃO PAULO,https://www.adsoftheworld.com/campaign/santa-casa-de-misericordia-yr-03-2014,"ROQUEFORT, PISTACHE, JAMON SANTA CASA DE MISERICÓRDIA 2014 case study",,,,
2014-roquefort-pistache-jamon-santa-casa-de-miseric-rdia-y-r-s,2014,SANTA CASA DE MISERICÓRDIA (Y&R S,"ROQUEFORT, PISTACHE, JAMON",,https://www.adsoftheworld.com/campaign/santa-casa-de-misericordia-yr-03-2014,"ROQUEFORT, PISTACHE, JAMON SANTA CASA DE MISERICÓRDIA (Y&R S 2014 case study",,,,
2014-seductive-intriguing-heroic-classy-sexy-axe,2014,AXE,"SEDUCTIVE,INTRIGUING,HEROIC,CLASSY,SEXY",PONCE BUENOS AIRES,https://www.adsoftheworld.com/campaign/axe-lowe-06-2014,"SEDUCTIVE,INTRIGUING,HEROIC,CLASSY,SEXY AXE 2014 case study",,,,
2014-sports-car-vintage-car-truck-howard-s-auto-body,2014,HOWARD’S AUTO BODY,"SPORTS CAR, VINTAGE CAR, TRUCK",FITZGERALD+CO ATLANTA,https://www.adsoftheworld.com/campaign/howards-auto-body-fitzgeraldco-06-2014,"SPORTS CAR, VINTAGE CAR, TRUCK HOWARD’S AUTO BODY 2014 case study",,,,
2014-stop-one-stop-them-all-wwf,2014,WWF,STOP ONE. STOP THEM ALL,LEO BURNETT SYDNEY,https://www.adsoftheworld.com/campaign/wwf-leo-burnett-06-2014,STOP ONE. STOP THEM ALL WWF 2014 case study,,,,
2014-the-big-leap-lacoste,2014,LACOSTE,THE BIG LEAP,BETC DIGITAL PARIS,https://www.youtube.com/watch?v=BzB3KW4uBhw&ab_channel=HavasGroup,THE BIG LEAP LACOSTE 2014 case study,,,,
2014-the-day-i-visited-my-son-comfort,2014,COMFORT,THE DAY I VISITED MY SON,OGILVY SINGAPORE,https://clios.com/awards/winner/branded-entertainment-content/the-day-i-visited-my-son-a-true-story-3582,THE DAY I VISITED MY SON COMFORT 2014 case study,,,,
2014-the-most-serious-game-ever-transport,2014,TRANSPORT,THE MOST SERIOUS GAME EVER,TBWA\\PARIS,https://clios.com/awards/winner/digital-social/the-most-serious-game-ever-3590,THE MOST SERIOUS GAME EVER TRANSPORT 2014 case study,,,,
2014-the-sleeping-supporter-citro-n,2014,CITROËN,THE SLEEPING SUPPORTER,LES GAULOIS PARIS,https://www.youtube.com/watch?v=rCoNYiffjEQ&ab_channel=HavasGroup,THE SLEEPING SUPPORTER CITROËN 2014 case study,0.25,https://www.youtube.com/watch?v=L_jYv-2lDQQ,How the SleepSound™ Pillow Works to Support Optimal Sleeping Posture,https://i.ytimg.com/vi/L_jYv-2lDQQ/hqdefault.jpg
2014-william-daddy-e-s-cvv,2014,CVV,"WILLIAM, DADDY, E.S",LEO BURNETT TAILOR MADE SÃO PAULO,https://www.adsoftheworld.com/campaign/cvv-leo-burnett-06-2014,"WILLIAM, DADDY, E.S CVV 2014 case study",,,,
2013-a-dog-makes-your-life-happier-pedigree,2013,PEDIGREE,A DOG MAKES YOUR LIFE HAPPIER,BBDO SÃO PAULO,https://www.adsoftheworld.com/campaign/pedigree-bbdo-06-2013,A DOG MAKES YOUR LIFE HAPPIER PEDIGREE 2013 case study,,,,
2013-absolut-unique-absolut-vodka,2013,ABSOLUT VODKA,ABSOLUT UNIQUE,SATUMAA FAMILY BUSINESS STOCKHOLM,https://www.absolut.com/gulf/absolutcollaborations/absolut-unique/,ABSOLUT UNIQUE ABSOLUT VODKA 2013 case study,,,,
2013-all-the-muscles-you-need-stihl,2013,STIHL,ALL THE MUSCLES YOU NEED,PUBLICIS BRUSSELS,https://www.adsoftheworld.com/campaign/stihl-publicis-05-2013,ALL THE MUSCLES YOU NEED STIHL 2013 case study,,,,
2013-botox-ray-ban,2013,RAY BAN,BOTOX,MARCEL PARIS,https://clios.com/awards/winner/out-of-home/botox-3451,BOTOX RAY BAN 2013 case study,,,,
2013-championship-palmers,2013,PALMERS,CHAMPIONSHIP,SIMPLE SANTIAGO,https://www.adsoftheworld.com/campaign/palmers-simple-07-2013,CHAMPIONSHIP PALMERS 2013 case study,,,,
2013-clouds-over-cuba-the-jfk-presidential-library-museum,2013,THE JFK PRESIDENTIAL LIBRARY & MUSEUM,CLOUDS OVER CUBA,THE MARTIN AGENCY RICHMOND,https://clios.com/awards/winner/film/clouds-over-cuba-5698,CLOUDS OVER CUBA THE JFK PRESIDENTIAL LIBRARY & MUSEUM 2013 case study,,,,
2013-dikembe-mutombo-s-4-1-2-weeks-to-save-the-world-old-spice,2013,OLD SPICE,DIKEMBE MUTOMBO’S 4 1/2 WEEKS TO SAVE THE WORLD,WIEDEN+KENNEDY PORTLAND,https://www.youtube.com/watch?v=tbgU8oNdJ5Q&t=1s,DIKEMBE MUTOMBO’S 4 1/2 WEEKS TO SAVE THE WORLD OLD SPICE 2013 case study,,,,
2013-ex-vs-bride-yakuza-vs-man-granny-vs-sado-chez-restaurant,2013,CHEZ RESTAURANT,"EX VS BRIDE,YAKUZA VS MAN,GRANNY VS SADO",Y&R SÃO PAULO,https://www.adsoftheworld.com/campaign/chez-restaurant-yr-07-2013,"EX VS BRIDE,YAKUZA VS MAN,GRANNY VS SADO CHEZ RESTAURANT 2013 case study",,,,
2013-farmer-s-lad-hovis-bakery,2013,HOVIS BAKERY,FARMER’S LAD,ACADEMY FILMS LONDON,https://www.youtube.com/watch?v=FF_1r65LrBk&ab_channel=Hovis,FARMER’S LAD HOVIS BAKERY 2013 case study,,,,
2013-fly-bees-mosquitos-westone,2013,WESTONE,"FLY, BEES, MOSQUITOS",DDB HONG KONG,https://www.adsoftheworld.com/campaign/westone-ddb-07-2013,"FLY, BEES, MOSQUITOS WESTONE 2013 case study",,,,
2013-good-paper-project-bio-farm-organic-fertilizer,2013,BIO FARM ORGANIC FERTILIZER,GOOD PAPER PROJECT,LEO BURNETT MUMBAI,https://clios.com/awards/winner/design/good-paper-project-2597,GOOD PAPER PROJECT BIO FARM ORGANIC FERTILIZER 2013 case study,,,,
2013-gt-academy-usa-season-2-gt-academy-usa,2013,GT ACADEMY USA,GT ACADEMY USA SEASON 2,TBWA\CHIAT\DAY LOS ANGELES,https://clios.com/awards/winner/branded-entertainment-content/gt-academy-usa-season-2-5623,GT ACADEMY USA SEASON 2 GT ACADEMY USA 2013 case study,,,,
2013-hear-it-live-beijing-sports-radio,2013,BEIJING SPORTS RADIO,HEAR IT LIVE,OGILVY HONG KONG,https://www.adsoftheworld.com/campaign/beijing-sports-radio-ogilvy-01-2013,HEAR IT LIVE BEIJING SPORTS RADIO 2013 case study,,,,
2013-it-never-goes-away-cpcr,2013,CPCR,IT NEVER GOES AWAY,LEO BURNETT BANGKOK,https://www.adsoftheworld.com/campaign/the-center-for-protection-of-childrens-rights-foundation-leo-burnett-08-2013,IT NEVER GOES AWAY CPCR 2013 case study,,,,
2013-launch-site-on-ebay-volvo-trucks,2013,VOLVO TRUCKS,LAUNCH SITE ON EBAY,FORSMAN & BODENFORS GOTHENBURG,https://forsman.co/work/volvo-trucks/the-launch-site-on-ebay,LAUNCH SITE ON EBAY VOLVO TRUCKS 2013 case study,,,,
2013-moto-dog-drums-meccano-games-toys,2013,MECCANO GAMES & TOYS,"MOTO, DOG, DRUMS",Y&R PARIS,https://www.adsoftheworld.com/campaign/meccano-yr-07-2012,"MOTO, DOG, DRUMS MECCANO GAMES & TOYS 2013 case study",,,,
2013-noose-building-train-world-for-all,2013,WORLD FOR ALL,"NOOSE, BUILDING, TRAIN",OGILVY MUMBAI,https://www.adsoftheworld.com/campaign/world-for-all-ogilvy-01-2013,"NOOSE, BUILDING, TRAIN WORLD FOR ALL 2013 case study",,,,
2013-nutcase-s-outdoor-fitting-room-nutcase-bike-helmets,2013,NUTCASE BIKE HELMETS,NUTCASE’S OUTDOOR FITTING ROOM,OGILVY COPENHAGEN,https://www.youtube.com/watch?v=CX2nvG_O6ic&ab_channel=OgilvyDanmark,NUTCASE’S OUTDOOR FITTING ROOM NUTCASE BIKE HELMETS 2013 case study,,,,
2013-parental-control-bar-wraac,2013,WRAAC,PARENTAL CONTROL BAR,LATINWORKS AUSTIN,https://rotch.me/Parental-Control,PARENTAL CONTROL BAR WRAAC 2013 case study,,,,
2013-story-changes-ecofill,2013,ECOFILL,STORY CHANGES,OGILVY BOGOTÁ,https://www.adsoftheworld.com/campaign/ecofill-ogilvy-06-2013,STORY CHANGES ECOFILL 2013 case study,,,,
2013-suspect-journey-arrival-mistake-scrabble,2013,SCRABBLE,"SUSPECT, JOURNEY, ARRIVAL, MISTAKE",PEREIRA & O’DELL SAN FRANCISCO,https://www.adsoftheworld.com/campaign/scrabble-pereira-odell-02-2013,"SUSPECT, JOURNEY, ARRIVAL, MISTAKE SCRABBLE 2013 case study",,,,
2013-the-future-of-the-fashion-show-topshop,2013,TOPSHOP,THE FUTURE OF THE FASHION SHOW,TOPSHOP LONDON,https://www.youtube.com/watch?v=5TAF9OfL99g&ab_channel=Topshop,THE FUTURE OF THE FASHION SHOW TOPSHOP 2013 case study,,,,
2013-the-most-powerful-arm-ever-invented-save-our-sons,2013,SAVE OUR SONS,THE MOST POWERFUL ARM EVER INVENTED,RED AGENCY SYDNEY,https://www.youtube.com/watch?v=afR-7F31Tco,THE MOST POWERFUL ARM EVER INVENTED SAVE OUR SONS 2013 case study,,,,
2013-the-power-of-cute-the-royal-borough-of-greenwich,2013,THE ROYAL BOROUGH OF GREENWICH,THE POWER OF CUTE,OGILVY LONDON,https://www.youtube.com/watch?v=qsGCtQcUDZk,THE POWER OF CUTE THE ROYAL BOROUGH OF GREENWICH 2013 case study,,,,
2013-the-world-s-most-powerful-banner-neckermann,2013,NECKERMANN,THE WORLD’S MOST POWERFUL BANNER,OGILVY FRANKFURT,https://clios.com/awards/winner/public-relations/the-worlds-most-powerful-banner-5352,THE WORLD’S MOST POWERFUL BANNER NECKERMANN 2013 case study,,,,
2013-weyland-s-2023-ted-talk-prometheus,2013,PROMETHEUS,WEYLAND’S 2023 TED TALK,RSA FILMS NEW YORK,https://www.youtube.com/watch?v=dQpGwnN3dfc&ab_channel=Prometheus,WEYLAND’S 2023 TED TALK PROMETHEUS 2013 case study,,,,
2013-window-shopping-adidas,2013,ADIDAS,WINDOW SHOPPING,TBWA HELSINKI,https://www.youtube.com/watch?v=MYBURgFgP7w,WINDOW SHOPPING ADIDAS 2013 case study,,,,
2013-you-can-t-get-any-close-to-the-news-cape-times,2013,CAPE TIMES,YOU CAN’T GET ANY CLOSE TO THE NEWS.,LOWE & PARTNERS CAPE TOWN,https://www.adsoftheworld.com/campaign/cape-times-lowe-12-2012,YOU CAN’T GET ANY CLOSE TO THE NEWS. CAPE TIMES 2013 case study,,,,
2012-adult-action-epic-cine-las-americas,2012,CINE LAS AMERICAS,"ADULT, ACTION, EPIC",LATINWORKS AUSTIN,https://www.adsoftheworld.com/campaign/cine-las-americas-latinworks-05-2012,"ADULT, ACTION, EPIC CINE LAS AMERICAS 2012 case study",,,,
2012-am-pm-blonde-girl-mcdonald-s,2012,MCDONALD’S,AM-PM BLONDE GIRL,DDB TRIBAL GROUP VIENNA,https://www.adsoftheworld.com/campaign/mcdonalds-ddb-12-2011,AM-PM BLONDE GIRL MCDONALD’S 2012 case study,,,,
2012-commander-santher-nappies,2012,SANTHER NAPPIES,COMMANDER,TALENT SÃO PAULO,https://www.adsoftheworld.com/campaign/santher-talent-06-2012,COMMANDER SANTHER NAPPIES 2012 case study,,,,
2012-dulcinea-maria-antonieta-stabilo-boss,2012,STABILO BOSS,"DULCINEA, MARIA ANTONIETA",Y&R SANTIAGO,https://www.adsoftheworld.com/campaign/stabilo-yr-01-2012,"DULCINEA, MARIA ANTONIETA STABILO BOSS 2012 case study",,,,
2012-live-explosions-pilsen,2012,PILSEN,LIVE EXPLOSIONS,HAVAS GURISA MONTEVIDEO,https://www.youtube.com/watch?v=BrAWljg9yZs,LIVE EXPLOSIONS PILSEN 2012 case study,,,,
2012-mini-maps-mini,2012,MINI,MINI MAPS,DDB PARIS,https://clios.com/awards/winner/interactive/mini-maps-7334,MINI MAPS MINI 2012 case study,,,,
2012-mis-matsch-goteborgsoperan,2012,GOTEBORGSOPERAN,MIS-MATSCH,FORSMAN & BODENFORS GOTHENBURG,https://forsman.co/work/goteborgsoperan/mis-match,MIS-MATSCH GOTEBORGSOPERAN 2012 case study,,,,
2012-mud-adventures-bravery-omo,2012,OMO,"MUD, ADVENTURES, BRAVERY",DLKW LOWE LONDON,https://www.adsoftheworld.com/campaign/omo-lowe-07-2012,"MUD, ADVENTURES, BRAVERY OMO 2012 case study",,,,
2012-nissan-rumble-nissan,2012,NISSAN,NISSAN RUMBLE,TBWA\PHS HELSINKI,https://www.youtube.com/watch?v=tkqLVdi1Wj4&ab_channel=TBWAHelsinki,NISSAN RUMBLE NISSAN 2012 case study,,,,
2012-one-letter-is-all-it-takes-claro,2012,CLARO,ONE LETTER IS ALL IT TAKES,OGILVY SÃO PAULO,https://osocio.org/message/one-letter-is-all-it-takes/,ONE LETTER IS ALL IT TAKES CLARO 2012 case study,,,,
2012-only-free-is-cheaper-tele2,2012,TELE2,ONLY FREE IS CHEAPER,FORSMAN & BODENFORS GOTHENBURG,https://forsman.co/work/tele2/only-free-is-cheaper,ONLY FREE IS CHEAPER TELE2 2012 case study,,,,
2012-parking-ticket-t-mobile,2012,T MOBILE,PARKING TICKET,SAATCHI & SAATCHI LONDON,https://www.youtube.com/watch?v=c5-i5DqbmdI&ab_channel=lifesforsharing,PARKING TICKET T MOBILE 2012 case study,,,,
2012-reclaim-your-space-bajaj,2012,BAJAJ,RECLAIM YOUR SPACE,LEO BURNETT MUMBAI,https://www.adsoftheworld.com/campaign/bajaj-leo-burnett-05-2012,RECLAIM YOUR SPACE BAJAJ 2012 case study,,,,
2012-snow-white-and-sherlock-holmes-harry-potter-and-troy-little-red-riding-hood-and-moby-dick-colsubsidio,2012,COLSUBSIDIO,"SNOW WHITE AND SHERLOCK HOLMES, HARRY POTTER AND TROY, LITTLE RED RIDING HOOD AND MOBY DICK",LOWE SSP3 BOGOTA,https://www.adsoftheworld.com/campaign/colsubsidio-lowe-04-2012,"SNOW WHITE AND SHERLOCK HOLMES, HARRY POTTER AND TROY, LITTLE RED RIDING HOOD AND MOBY DICK COLSUBSIDIO 2012 case study",,,,
2012-swedish-national-parks-swedish-environmental-protection-agency,2012,SWEDISH ENVIRONMENTAL PROTECTION AGENCY,SWEDISH NATIONAL PARKS,HAPPY F&B GOTHENBURG,https://happy.fb.se/project/sveriges-nationalparker/,SWEDISH NATIONAL PARKS SWEDISH ENVIRONMENTAL PROTECTION AGENCY 2012 case study,,,,
2012-tap-fuse-box-filing-cabinet-carburetor-medicins-sans-frontieres,2012,MEDICINS SANS FRONTIERES,"TAP, FUSE BOX, FILING CABINET, CARBURETOR",M&C SAATCHI SYDNEY,https://www.adsoftheworld.com/campaign/medecins-sans-frontieres-mc-saatchi-05-2012,"TAP, FUSE BOX, FILING CABINET, CARBURETOR MEDICINS SANS FRONTIERES 2012 case study",0.1667,https://www.youtube.com/watch?v=Ob-xesiCywk,How to use a fuse tap #fusetap #automotiverepair #wiring,https://i.ytimg.com/vi/Ob-xesiCywk/hqdefault.jpg
2012-todays-youth-for-yesterdays-youth-kbc-bank,2012,KBC BANK,TODAYS YOUTH FOR YESTERDAYS YOUTH,TBWA BRUSSELS,https://www.youtube.com/watch?v=uczF1Q-MgWg,TODAYS YOUTH FOR YESTERDAYS YOUTH KBC BANK 2012 case study,,,,
